,lr,weight_decay,annealing_coef,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Time
0,0.01,0.1,0.0002,1,5000,20.0,0.493,0.6937727942120261,0.00012489612,0.002693772315979004,0.008713605028390884,0.06000322,0.013146817,0.030817006,0.13796276,0.5009816,0.0062436843,0.5100614,0.49333355,0.0085768765,0.0008327027,0.010549177,0.0072442917,7772273.637828204
1,0.01,0.1,0.0002,3,5000,200.0,0.5056,0.6933305612079285,0.00019699741,0.008164405822753906,0.013764187514781956,0.041229535,0.009210354,0.02241265,0.10731319,0.5138432,0.00369184,0.5194982,0.5098856,0.0057194023,0.00032892817,0.006396074,0.005028187,7772315.71437987
2,0.01,0.1,0.0002,8,5000,2000.0,0.4944,0.693482787350869,7.328408e-05,0.014125704765319824,0.008511825942993165,3.377879e-08,7.682704e-09,1.7540454e-08,8.8613895e-08,0.4914882,4.1238582e-08,0.49148828,0.49148807,4.6361195e-09,2.6034297e-10,5.217654e-09,4.1411847e-09,7772395.837859989
3,0.01,0.1,0.002,1,5000,20.0,0.5056,0.6935148589683073,0.00024520635,0.008889436721801758,0.014489966142177582,0.1300657,0.01990547,0.080587655,0.2041239,0.51453286,0.005503577,0.52360225,0.5095694,0.021052152,0.0011759163,0.023509048,0.018612364,7772442.687668693
4,0.01,0.1,0.002,3,5000,200.0,0.494,0.6939857683731645,0.00027721573,0.0006562471389770508,0.0149226777613163,0.12513378,0.0059607276,0.099605665,0.13613065,0.49894127,0.0234106,0.53550434,0.47420233,0.033490196,0.0047524306,0.04277716,0.026309669,7772486.635275117
5,0.01,0.1,0.002,8,5000,2000.0,0.5056,0.6931046735322764,7.617851e-05,0.003187835216522217,0.008778889548778535,3.9936374e-08,9.098477e-09,2.149251e-08,1.0366468e-07,0.50877887,4.6050104e-08,0.508779,0.5087788,5.4759224e-09,3.092324e-10,6.1310326e-09,4.8531437e-09,7772590.479975643
6,0.01,0.1,0.02,1,5000,20.0,0.5038,0.693024905217037,4.3113436e-05,0.005426585674285889,0.005275687992572784,0.23567007,0.0010913124,0.23372258,0.24446948,0.32441387,0.14794222,0.504375,0.1402478,0.21199071,0.061516274,0.2864413,0.12172084,7772633.15930763
7,0.01,0.1,0.02,3,5000,200.0,0.5048,0.6929953499779237,5.52969e-05,0.005354070104658604,0.00555656441450119,0.23436093,0.00093763,0.22578692,0.23561366,0.3982653,0.17697279,0.6477803,0.10222871,0.17920175,0.0520667,0.23477496,0.07334864,7772677.028112941
8,0.01,0.1,0.02,8,5000,2000.0,0.5056,0.6931686988746107,0.00014382317,0.006509542465209961,0.012088703858852386,1.9466949e-08,4.4343964e-09,1.0583115e-08,5.0732712e-08,0.5120887,3.9620748e-08,0.5120888,0.5120886,2.6692266e-09,1.5028058e-10,2.9679195e-09,2.3454263e-09,7772727.015450938
9,0.01,0.01,0.0002,1,5000,20.0,0.4916,0.6937666691940606,0.00016384441,0.0009301304817199707,0.009718135964870454,0.05880697,0.012521774,0.031111006,0.13190259,0.50406647,0.011402505,0.51803774,0.4935652,0.008440621,0.0008096163,0.010382816,0.006893244,7772797.15357045
10,0.01,0.01,0.0002,3,5000,200.0,0.4996,0.6932389561590225,1.38087835e-05,0.008672863245010376,0.0033539041519165045,0.037152614,0.009698734,0.017545177,0.114780754,0.49705258,0.0024003277,0.5016319,0.4948851,0.0051279906,0.00069150474,0.006658951,0.0038890424,7772839.296445215
11,0.01,0.01,0.0002,8,5000,2000.0,0.5056,0.6936596370662464,0.0004936357,0.016938447952270508,0.02254821629524231,1.4542419e-08,3.3111855e-09,7.959493e-09,3.825936e-08,0.5225482,4.390705e-08,0.5225483,0.52254814,1.9963353e-09,1.14746455e-10,2.276043e-09,1.7937748e-09,7772958.879768941
12,0.01,0.01,0.002,1,5000,20.0,0.4994,0.6944214600318174,0.0004781563,0.008950524032115936,0.01728676305413246,0.12885416,0.019564915,0.07598315,0.20346771,0.50077415,0.023181932,0.5367502,0.48022285,0.021289224,0.001810906,0.025103569,0.017467009,7773005.214204934
