,lr,weight_decay,p_dropout,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD
0,0.01,0.1,0.1,1,250,20.0,0.7244,0.5591580950803449,0.010166276,0.06250222772359848,0.051784660285489004,0.06572472248556693,0.034744863817071266,0.0015135398032682908,0.1798681345577556,0.999972776861145,0.0003103911703922234,1.0,0.9964609961211681,0.0003840295719762981,0.00437860611068715,0.049923791247627136,0.0
1,0.01,0.1,0.1,3,250,200.0,0.7194,0.6230827746086759,0.07402671,0.07352008670568466,0.058037029350295054,0.049395453907399425,0.03234538774731524,1.9299667360513757e-06,0.17249746387964515,0.9999696455723964,0.00034609372396546815,1.0,0.9960539244115353,0.0004282019169784152,0.004882252972140289,0.055666248584344144,0.0
2,0.01,0.1,0.1,8,250,2000.0,0.4944,0.6932383801480747,0.088234894,0.00930735468864441,0.2333935721484584,0.007404878375879094,0.006339730329914452,0.004730508293099115,0.050329858360258516,0.4962764976586287,0.0006492738497172625,0.49737657502293586,0.4931598682701588,0.0070835895295983,0.005709154894847938,0.03552816514867888,0.004825704541300766
3,0.01,0.1,0.3,1,250,20.0,0.7248,0.5579565599504965,0.014712955,0.06275637447834015,0.05450981625892346,0.094539593036885,0.04270500744345181,0.006820540391504316,0.20907673479806854,0.9998019889317626,0.0009161367285055652,1.0,0.9949975830346217,0.002793015068299836,0.012922307982844362,0.07053351681219722,1.3635772439702046e-41
4,0.01,0.1,0.3,3,250,200.0,0.6986,0.5703322589320553,0.016839352,0.08003577589988708,0.06691760132961098,0.09769855463113422,0.03786885920929087,0.0033706971906307405,0.20210378148847075,0.9958706000407447,0.004662152606908015,1.0,0.9810484355781227,0.04310062940804436,0.04078739718845663,0.13240263613305173,4.675072275458635e-44
5,0.01,0.1,0.3,8,250,2000.0,0.506,0.6931388813530133,0.08817078,0.0023508667945861816,0.2306141461042327,0.04563660004768164,0.013569859064096138,0.024579367599098997,0.09118499604071496,0.5032423369873028,0.003195774888936955,0.5120930728316307,0.4942684605717659,0.046352610447532444,0.013427265418513553,0.0840721620224837,0.026966964888778058
6,0.01,0.1,0.5,1,250,20.0,0.7228,0.5628902029773631,0.01976388,0.07340044528245926,0.06507311030604068,0.09802790014873283,0.05639051831412132,0.014273708799662504,0.2153040576120632,0.9982797647887983,0.0027090094950374135,1.0,0.9850646698474884,0.02135375638013641,0.030352079568160724,0.10454731941222482,9.169625055665282e-30
7,0.01,0.1,0.5,3,250,200.0,0.7006,0.5641455463354601,0.015774535,0.07193166017532349,0.059359285042212655,0.12473175743074355,0.05037687638984172,0.034924145177164176,0.2360899161628949,0.9958983806107594,0.006423660577306779,1.0,0.9710745348758064,0.03826065495334048,0.04823793877048541,0.16389773412089856,2.952293300949575e-39
8,0.01,0.1,0.5,8,250,2000.0,0.5154,0.692836364014015,0.088033184,0.0048577445559203625,0.22968920843877022,0.06371502060546488,0.007536680227125302,0.047689797831397054,0.24160730787320245,0.5021123919039964,0.0045204148095530985,0.5138162475824356,0.49047186255455016,0.06363088080863535,0.0046962818917248225,0.0808383998951467,0.05236695464927133
9,0.01,0.01,0.1,1,250,20.0,0.72,0.5586337341610739,0.011799719,0.06558706611394882,0.0547029544142646,0.07870756291442539,0.032396587758465004,0.0021533098603065608,0.2123968967198255,0.9992514125631783,0.002264169632091797,1.0,0.9851809698179044,0.008822560033937303,0.024667061681860513,0.12010414935580119,0.0
