,lr,weight_decay,p_dropout,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD
0,0.01,0.1,0.1,1,250,20.0,0.711,0.5701400945475571,0.015815362,0.0663202628493309,0.06378867376126472,0.07607871192335487,0.031737070935175304,0.0038626599998784227,0.23411129939932193,0.9997206144507926,0.0011497703010791038,1.0,0.9934182203933597,0.0037633752468977408,0.015344039553144943,0.07114325735087336,0.0
1,0.01,0.1,0.1,3,250,200.0,0.7332,0.5813593061251331,0.03532752,0.059767913073301315,0.040463326011782916,0.06464702887611194,0.03101782711291983,3.0857860421405964e-05,0.16458096496414334,0.9993064557858384,0.0015923544073365324,1.0,0.9916781967133284,0.009499150105914449,0.021316504809389607,0.0828010397946645,0.0
2,0.01,0.1,0.1,8,250,2000.0,0.7172,0.5908188334205842,0.03697341,0.11330930143594742,0.1209566634205741,0.09254045463297718,0.04499676184205259,0.000915902396608526,0.19895544921515262,0.9870538236402682,0.007812067416845045,0.9999992096424103,0.9574473211169243,0.09066572677986962,0.03301904473902612,0.16779082610575344,1.0762083328313879e-05
3,0.01,0.1,0.3,1,250,20.0,0.7152,0.5601030898911246,0.016142713,0.07127965241670609,0.06398500739015762,0.09637103068686209,0.04502656830764959,0.005024923373817951,0.21378715731768214,0.9994230858854645,0.0017182697992992675,1.0,0.9900000000000775,0.007818386523849785,0.022696560322011478,0.09949874371066199,1.7001249205476492e-35
4,0.01,0.1,0.3,3,250,200.0,0.7102,0.5583153558412902,0.015462122,0.07397791743278503,0.07306874499694568,0.08880680713623479,0.043029686451893846,0.0084636877836238,0.2290403964766915,0.9824716696635042,0.015167798955095135,1.0,0.944174287468195,0.0960732665443462,0.046077092042455685,0.18374010734820456,1.4356463320889453e-17
5,0.01,0.1,0.3,8,250,2000.0,0.5082,0.6930369300352303,0.08813171,0.003650963306427002,0.231819291963951,0.016862798302831952,0.01037280473851922,0.011345017133360452,0.2707952096418384,0.5093041836539139,0.0013325134253472774,0.5122316427528858,0.5055632023513317,0.0170798420248721,0.008458329586207755,0.03858873413993557,0.012056587306505754
6,0.01,0.1,0.5,1,250,20.0,0.7046,0.5730813393808294,0.024980254,0.0949859470129013,0.09287151555992787,0.09803363928885546,0.057457062582199764,0.01821390344775858,0.23146141934230222,0.9935473325151243,0.006474379777390071,1.0,0.9711947066949941,0.05780912174418138,0.04678665847399875,0.1633098117305615,2.8100926281502734e-24
7,0.01,0.1,0.5,3,250,200.0,0.7192,0.5685572445893995,0.022337126,0.08322340995073318,0.08008161924757186,0.12670373616669,0.0695439186858097,0.013933598935836553,0.2423394064925171,0.9940326713119978,0.005409705424502121,1.0,0.97185039718593,0.057048412995365144,0.04090578064621248,0.1605523929967253,2.9607028498789516e-22
8,0.01,0.1,0.5,8,250,2000.0,0.4944,0.6928049120606662,0.0880029,0.017672697082161903,0.23234786795057477,0.02903338918240454,0.021356289894243985,0.015375170475568117,0.34741985190223246,0.49146605720542946,0.0021621854589553443,0.4967860500514507,0.4838875456154346,0.02674670680847545,0.012675216682682611,0.06331379715266132,0.015938861239554673
9,0.01,0.01,0.1,1,250,20.0,0.7172,0.5615340691333423,0.012449289,0.06872054189443588,0.06064249132551377,0.06978331955102078,0.03208010174131246,0.00417475808594432,0.1645646481943253,0.9997041320983266,0.0011647694323652224,1.0,0.9950000000000333,0.004173730193703025,0.01643109436278812,0.07053367989832968,0.0
10,0.01,0.01,0.1,3,250,200.0,0.706,0.622834464975942,0.06452659,0.08468625694513321,0.0707178021016458,0.061037248105642844,0.033856970705631796,6.787641143325912e-05,0.17504061930800352,0.9979241526081012,0.0036069652596625265,1.0,0.9848051123321057,0.021733860109549887,0.03311928845853138,0.10637590222516306,0.0
