,lr,p_dropout,layers,n_MC_inference,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Delta time,Time
0,0.01,0.1,1,50,1000,20.0,0.7216,0.5512093137581205,0.013383944,0.059940822422504425,0.04715409721411889,0.06639956066171573,0.032511811935771406,0.0033277062652071984,0.192217373639924,0.9999999967538393,2.3889870029382533e-08,1.0,0.9999997591972352,2.2736692698189927e-08,1.6685184643595138e-07,1.6780954683781608e-06,0.0,0 days 00:00:23.367389,1402486.375960128
1,0.01,0.1,1,200,1000,20.0,0.7228,0.5535527256906436,0.012765275,0.06532422453165054,0.055542837229148795,0.06102844632846925,0.028857853737763273,0.014061788495018384,0.14424133508520448,0.9996538458574391,0.0015487502947153387,1.0,0.9900000007944577,0.004243587545859518,0.018115465917345502,0.09949873778007494,0.0,0 days 00:00:54.781139,1402541.191825686
2,0.01,0.1,1,500,1000,20.0,0.7202,0.5551782607318109,0.012873241,0.06712169945240021,0.059443672731296464,0.06934900760899969,0.029342565253703705,0.011274182024150025,0.15394342051528034,0.9995581493850698,0.0009905113742473275,1.0,0.9957076614735624,0.008585409561379015,0.018527215018621822,0.06318342571150011,0.0,0 days 00:02:09.723653,1402670.959407724
3,0.01,0.1,3,50,1000,200.0,0.7288,0.5642648032951328,0.028021628,0.05235951766371727,0.048328832284907815,0.04055117277814548,0.02549519565958743,1.7033101189413792e-06,0.1171560610495097,0.999702875340608,0.0023874510146117737,1.0,0.9800628707325086,0.002079872565327322,0.016712156680287974,0.1395599031448365,0.0,0 days 00:00:29.078030,1402700.084841529
4,0.01,0.1,3,200,1000,200.0,0.7316,0.5485457741856556,0.010716888,0.03087312914431095,0.020017318330752095,0.051802568910659964,0.022644393690324827,0.00023157348516837054,0.13796139381415945,0.9975574423355552,0.003821354687279229,1.0,0.9807407732307911,0.026750022121538278,0.03431675908214818,0.1204112848684967,0.0,0 days 00:01:04.610107,1402764.741162944
5,0.01,0.1,3,500,1000,200.0,0.7338,0.5523306798841193,0.017821655,0.04983409121632576,0.04637052905096498,0.0457548615776088,0.019296473352013087,3.167261257310482e-05,0.09517251889037807,0.9961961880991091,0.001694953979998527,1.0,0.9910976496934891,0.03683701868989871,0.00953390016186307,0.05721855643080996,1.0130588327661528e-25,0 days 00:02:07.381848,1402892.174457463
6,0.01,0.1,8,50,1000,2000.0,0.5252,0.691956114873113,0.087438025,0.003398932982236147,0.22310612766422455,0.07146749563733208,0.04206874269579464,0.019809812322330117,0.21248005667719602,0.507161182211549,0.014954133223332515,0.5613865566253662,0.4808590465784073,0.07420749697957138,0.044557227013233176,0.17046384660430677,0.023931272841389285,0 days 00:00:35.822654,1402928.543968854
7,0.01,0.1,8,200,1000,2000.0,0.5124,0.690177497553276,0.086137585,0.0069974507205188274,0.23036186329866648,0.018255252347875846,0.00846851993946141,0.0077909144269536525,0.2553718419290438,0.5010914577543736,0.0012568717729952317,0.5045176193118095,0.4978451186418533,0.017566260560402093,0.0043622513565099,0.039497057969258884,0.014810941203783451,0 days 00:01:21.297860,1403010.370710174
8,0.01,0.1,8,500,1000,2000.0,0.5056,0.6895363096835948,0.085738346,0.01922995038330555,0.22822938141074156,0.12332087856585472,0.01563297149048688,0.029525708587455537,0.21485734859131017,0.4929026837099414,0.006046951821374659,0.5126954667568207,0.47728802412748356,0.13306506103685262,0.012255504417762964,0.15843147301629115,0.0994612210358503,0 days 00:02:37.067062,1403167.965082069
9,0.01,0.3,1,50,1000,20.0,0.7192,0.5579233125489718,0.018163742,0.06893784552812576,0.06529499300994103,0.07522587316117842,0.04237783577329436,0.011536450427719166,0.19884726468204492,0.9998462511322442,0.0017524377975798864,1.0,0.9800190856854897,0.001076241963282477,0.012267064027510667,0.13986639380455018,0.0,0 days 00:00:21.503774,1403189.50705561
10,0.01,0.3,1,200,1000,20.0,0.7284,0.555916941794587,0.017047262,0.06147494539618492,0.05185533167697612,0.0778648079740844,0.04171777430417454,0.01341505931798216,0.1757291564806848,0.9998270342285172,0.000807678009021814,1.0,0.9950391413038596,0.002436496956941338,0.011393994483741758,0.06998152563250123,4.586117411866419e-44,0 days 00:01:05.573696,1403255.127607689
11,0.01,0.3,1,500,1000,20.0,0.7254,0.5552015501694748,0.015909595,0.06765560060739517,0.061941194867865486,0.0804661839750286,0.047521784900850794,0.006612056472521717,0.171667033462581,0.9998769112313596,0.0004327421243058489,1.0,0.9980640432536602,0.002748732370849101,0.009665170242444569,0.04324599722222821,1.1752971632017622e-26,0 days 00:02:09.367229,1403384.531399214
12,0.01,0.3,3,50,1000,200.0,0.7334,0.5454901183626863,0.0076385154,0.05308359116315842,0.051637459679470706,0.07733738193992871,0.032333434347483286,0.009564449431848972,0.17310269656062835,0.9958903292096579,0.0062023916969978585,1.0,0.9734387993812561,0.025950015358061435,0.036605210680629,0.10895882987257756,3.363921321524701e-31,0 days 00:00:23.326861,1403407.912292312
13,0.01,0.3,3,200,1000,200.0,0.7324,0.5390256422731212,0.005467456,0.03864982724189758,0.035522474745299036,0.08336247299672092,0.030172423075708308,0.0059793101008349765,0.14926312847965745,0.990947948716563,0.00626480707621641,1.0,0.9727682441473007,0.06370376546709204,0.02638971567780695,0.11967151100918183,3.698219946510587e-19,0 days 00:01:04.273399,1403472.243152363
14,0.01,0.3,3,500,1000,200.0,0.7302,0.5451087260550186,0.010259924,0.05039224773645401,0.04418079040940975,0.06780934242273222,0.02968426511946178,0.007601989873099102,0.1459074430968826,0.9940417789665551,0.0031930897960280678,1.0,0.9860429607033729,0.060427628277156274,0.019960332159986455,0.09775268151295466,3.7385230145153444e-22,0 days 00:02:13.448574,1403605.744773644
15,0.01,0.3,8,50,1000,2000.0,0.496,0.6940680364568336,0.08857374,0.021162167191505432,0.23183669915475075,0.024642135740376152,0.03556015532859841,0.0,0.14148916356568492,0.4839844235823705,0.0067258017060075025,0.5146496003866196,0.4643229961395264,0.031308044024509964,0.038147106025237396,0.12262163850510276,0.0,0 days 00:00:25.089418,1403631.368956556
