,lr,p_dropout,layers,n_MC_inference,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Delta time,Time
0,0.01,0.1,1,50,250,20.0,0.7154,0.5558778353259257,0.012641098,0.07558125257492065,0.062073182467894006,0.07908416745218189,0.035320478490234904,0.0008117099902531024,0.20371461934377355,0.9997402118948847,0.0021218945181902533,1.0,0.9800000000007276,0.001818516707240134,0.014853261841003012,0.13999999999999993,0.0,0 days 00:00:13.361724,1374046.71409654
1,0.01,0.1,1,200,250,20.0,0.7228,0.5641172685349185,0.010847343,0.06972703337669373,0.05757920600451653,0.06797703855795567,0.03217558262140711,0.001392727147782093,0.17298569892294963,0.999813000070029,0.0009401438456873169,1.0,0.9950000000000158,0.002637958639302368,0.013262361069808009,0.07053367989832968,0.0,0 days 00:00:48.695488,1374095.443741493
2,0.01,0.1,1,500,250,20.0,0.7182,0.5557743059142786,0.009738755,0.06972632557153702,0.05574277348645155,0.08949643885504087,0.03810545998926974,0.003020422336727981,0.19268170687766775,0.9996500755170963,0.0009609413848211668,1.0,0.9938326426744462,0.0066339964666616074,0.016730202824882384,0.07730425056777378,0.0,0 days 00:02:00.505859,1374215.986006436
3,0.01,0.1,3,50,250,200.0,0.7386,0.6035121450609237,0.058116566,0.05994073301553726,0.031747290076698534,0.054095256189129005,0.03161145728910743,6.74349576174305e-08,0.18668155025414057,0.9929519881010055,0.010292812801845448,1.0,0.9559670871496201,0.042586408896022304,0.05641356496703597,0.17428732477845066,0.0,0 days 00:00:13.743454,1374229.777922409
4,0.01,0.1,3,200,250,200.0,0.7346,0.5602883136936753,0.024575705,0.051143962889909744,0.041459253391900125,0.05871026084232469,0.028853684299767316,5.802564548487221e-06,0.15395869546926924,0.9987318912950846,0.002840050221815269,1.0,0.9840546885132789,0.013310920320526368,0.02610666822400523,0.10089370057661702,2.996030924425287e-39,0 days 00:00:49.652402,1374279.476502731
5,0.01,0.1,3,500,250,200.0,0.7274,0.6112132858785815,0.05396176,0.06275366991758347,0.039267702173477304,0.06298856185793282,0.03900941235168186,0.00016189744189468665,0.21100102818245672,0.9969985468901121,0.0038404921906214037,1.0,0.9848524947166443,0.03159243764312539,0.0333698705524459,0.10100482232011017,0.0,0 days 00:01:55.315456,1374394.852190904
6,0.01,0.1,8,50,250,2000.0,0.4936,0.6932917180958671,0.08823312,0.008713215589523315,0.23322854252137365,0.004508320481914156,0.009519296478929408,0.0011781551502440541,0.09856768542017891,0.4970528488801076,0.001317032113835652,0.5068228226900101,0.49582428693771363,0.004158856779253481,0.008345930118867521,0.07052832277768287,0.0013694272901419256,0 days 00:00:20.338770,1374415.663625795
7,0.01,0.1,8,200,250,2000.0,0.4964,0.6932548699429605,0.08821003,0.013221114873886108,0.231838399621622,0.0404643991193688,0.013890037836502729,0.020354900897567963,0.09097416650449787,0.4928791097668797,0.003472528410282027,0.50241365686059,0.4822007355093956,0.045192104300965194,0.014720165516639558,0.09009109197378047,0.022308575058962915,0 days 00:01:05.104738,1374481.334934039
8,0.01,0.1,8,500,250,2000.0,0.516,0.7010361160867258,0.08832385,0.05078420415520668,0.22332228240646546,0.08666415619586827,0.11206274772408606,0.00831209413666153,0.3992163402815219,0.4879946071980469,0.07396084565031238,0.6789452076763839,0.4487006249427795,0.107106424930494,0.14833110523320953,0.41409836268638556,0.008824624988180062,0 days 00:02:29.502316,1374631.427569738
9,0.01,0.3,1,50,250,20.0,0.7242,0.5656608914985078,0.01733742,0.05409626662731171,0.048852277230994154,0.08642329682605228,0.04823326079321777,0.0006541576866756297,0.20387285311010347,0.99999515744356,3.372663194662692e-05,1.0,0.9996912908554078,3.389787099038914e-05,0.00023608630361584505,0.002160965576767922,0.0,0 days 00:00:15.564394,1374647.046684126
10,0.01,0.3,1,200,250,20.0,0.7164,0.5611593752199432,0.016654195,0.08161868155002594,0.06894407651700203,0.08247589210503765,0.0437067471739597,0.01075031689274247,0.19510617814263057,0.9988159009844284,0.0032682573587121256,1.0,0.9814867302775383,0.011025781787008524,0.0274574020599739,0.11561532305481115,1.9767747464941484e-46,0 days 00:00:49.927536,1374697.030744283
11,0.01,0.3,1,500,250,20.0,0.733,0.5584408144544888,0.014673837,0.05939115583896637,0.051751955994741375,0.09228928582186681,0.04055164322471083,0.014162900034252622,0.18442871749839454,0.9998218936981849,0.0005685235541723334,1.0,0.9960005098321126,0.0037742158570872168,0.011478819632712502,0.06311089180772009,0.0,0 days 00:01:56.341693,1374813.420396829
12,0.01,0.3,3,50,250,200.0,0.7308,0.5684434814144117,0.02458685,0.06214531511068344,0.03983780164893142,0.08442773233494415,0.040564209427546925,0.0009437995687803006,0.22698700318110995,0.9830587277413616,0.021646065739769627,1.0,0.9061354959011078,0.07048707671626092,0.06695373539708828,0.21508187951764965,0.0,0 days 00:00:18.598681,1374832.072772766
13,0.01,0.3,3,200,250,200.0,0.7136,0.5695554513598141,0.01777095,0.05850984528660774,0.049504399922267836,0.11448813172654641,0.05056548187690658,0.015210798150786064,0.2496138855564381,0.9788076526232704,0.020913009158567558,1.0,0.912130498173725,0.101597451413951,0.06401853939903668,0.23565337869363548,9.899040765176917e-19,0 days 00:00:50.897601,1374883.024346867
14,0.01,0.3,3,500,250,200.0,0.7326,0.5706211454821458,0.021065423,0.06035542115569115,0.03324472389832263,0.12010616175573245,0.046229130954843885,0.01540802618419999,0.24118812340329382,0.986881484355036,0.010825005880361643,0.9999999985694885,0.9581690431998877,0.09059917531788429,0.04533827801644393,0.18262737811877444,2.4670637990378854e-08,0 days 00:02:07.321598,1375010.388988532
15,0.01,0.3,8,50,250,2000.0,0.4958,0.6950242870459243,0.089563265,0.02727745845913887,0.21656435590066136,0.07237545717671764,0.05574343760750096,0.015853008092102393,0.21562340851011025,0.4766420567368086,0.026125123856622655,0.5033881461620331,0.3967065852880478,0.07367654159503298,0.05864751220663173,0.19917376351901123,0.020270728957770944,0 days 00:00:20.430292,1375031.372006428
16,0.01,0.3,8,200,250,2000.0,0.4944,0.7122297246347705,0.098504476,0.09776335209608078,0.2462452290681762,0.07418544696064716,0.021448118023873225,0.0,0.15287144657875915,0.4086976687497444,0.005388334082075166,0.4256135632097721,0.3904768279194832,0.08002313930380112,0.021955249599717334,0.1333921539013264,0.0006025870685093,0 days 00:00:55.283902,1375087.210446098
17,0.01,0.3,8,500,250,2000.0,0.5056,0.6931604517094142,0.0882267,0.007097065448760986,0.23131709447182838,0.03596133789686086,0.008216794309215026,0.021999760623347495,0.06497823674784851,0.5132201532451006,0.0016704149478704523,0.5181826182007789,0.5082243590950966,0.03705131284100611,0.009223756475504552,0.0608028928092869,0.022343685844072633,0 days 00:02:20.970171,1375228.750523702
18,0.01,0.5,1,50,250,20.0,0.7234,0.5665110037171189,0.023121856,0.06780969351530075,0.0672753475634021,0.11419167684476092,0.05039448774317116,0.005125566708667188,0.24296332990069341,0.9955999387204708,0.008446718757554478,1.0,0.9656149558128527,0.028804327565726116,0.053480610012901865,0.16707904184050038,1.0131073215514442e-40,0 days 00:00:12.858309,1375241.667183406
19,0.01,0.5,1,200,250,20.0,0.7168,0.5659213835560023,0.020518012,0.07519423216581345,0.07332356639482204,0.1018251667694891,0.06576195452553713,0.007566904714762567,0.2367641429147511,0.9957392320179956,0.004164561092092474,1.0,0.9821922286786139,0.045319540728652845,0.03683492345870891,0.12322497619417962,2.2278144799386422e-32,0 days 00:00:52.374364,1375294.098634263
20,0.01,0.5,1,500,250,20.0,0.7142,0.571582373190186,0.025676627,0.09836865216493607,0.08866698512114707,0.0890343513593091,0.05402721438387602,0.014641380579207119,0.20581331459979776,0.9969935386494536,0.0031568250198043195,1.0,0.9873957172036171,0.03849629361531061,0.03069997041307938,0.09901175550607558,7.613321125565296e-15,0 days 00:02:04.106158,1375418.251991221
21,0.01,0.5,3,50,250,200.0,0.7104,0.555883427685714,0.012121068,0.07928866147994995,0.07812242073617999,0.13288597317304052,0.05041443800277157,0.028997723659254876,0.30602218207890103,0.9737544954298346,0.027261396798075693,1.0,0.8605518481853278,0.11977972844948273,0.09480997584141151,0.34563042146554734,2.3320582432899446e-27,0 days 00:00:15.877548,1375434.182260963
22,0.01,0.5,3,200,250,200.0,0.7176,0.5655563883897454,0.01595839,0.06604733318090439,0.05060956038549666,0.1252407102371436,0.04173074432338252,0.031577993757056874,0.21702346000912995,0.9924506805390413,0.006417986367236602,1.0,0.9735032216020045,0.0667918995017076,0.04065436266093133,0.15494325455108482,1.8675405593560674e-22,0 days 00:00:51.699616,1375485.933579852
23,0.01,0.5,3,500,250,200.0,0.7188,0.6091485351640281,0.049712956,0.11947741359472275,0.13251764423526946,0.12690296779954996,0.06649759572768275,0.0038228288945123027,0.3542178729043192,0.9119914563325505,0.05715098310613498,0.9816185265087608,0.81380437819819,0.2544149854211709,0.08616573555821684,0.3785577414891726,0.11947212449015505,0 days 00:01:56.787553,1375602.782019197
24,0.01,0.5,8,50,250,2000.0,0.494,0.6923653071335046,0.08749216,0.03245973959565163,0.22878741217531387,0.05172194674396966,0.02655683149683259,0.024588070970569944,0.41651589349188695,0.4788720904588322,0.006021886220596651,0.49397129714488985,0.46059146001444445,0.04633860207495739,0.008936719629592917,0.08075769885848559,0.03094219723650203,0 days 00:00:15.354565,1375618.635299238
25,0.01,0.5,8,200,250,2000.0,0.5028,0.6933906233216239,0.08826762,0.0036523938179016113,0.22919881413258736,0.05343779643154639,0.016509769443290627,0.0290280162907576,0.12415216846151153,0.5082327237997366,0.005143127680614025,0.5190096712112426,0.4924592155393475,0.05636853749108996,0.018009232308367533,0.10035280923623159,0.03261345210427885,0 days 00:00:57.807693,1375676.909716599
26,0.01,0.5,8,500,250,2000.0,0.4912,0.6957203892959225,0.08947449,0.03393750637769699,0.23354300806202116,0.08380884324025419,0.025068149202267943,0.06617255885926585,0.4472609262701807,0.47260534412109617,0.0034670734413772006,0.48169126683473584,0.4627029159329832,0.08103547357603946,0.0041550268771723365,0.0928837009437039,0.07167742196906723,0 days 00:02:26.568571,1375824.037817357
27,0.001,0.1,1,50,250,20.0,0.7266,0.5576517237233656,0.017796176,0.0742669552564621,0.06595230874098962,0.07584529305146011,0.03163074222377827,0.010376840135823706,0.18749145953778407,0.9991410205306417,0.0037005416888401896,1.0,0.9800000079459221,0.005977706895351789,0.025825902765981963,0.13999994993209827,0.0,0 days 00:00:17.643656,1375841.734184792
28,0.001,0.1,1,200,250,20.0,0.7194,0.6005755335362836,0.046073057,0.12121910601854324,0.12550483303345863,0.07085840113080662,0.03865305028223453,0.014019029378916205,0.228719602532282,0.9703173227237906,0.03842631483332845,1.0,0.8650116592218892,0.13005751261393042,0.1000245168124509,0.3416940794819953,2.6857003038937497e-13,0 days 00:00:44.785233,1375886.568940026
29,0.001,0.1,1,500,250,20.0,0.725,0.5537814249306681,0.0152104115,0.06847746670246124,0.05944391988195602,0.07513789890299968,0.03082910768617196,0.025182287161959617,0.16810645171098199,0.9989584258894767,0.0015392127153350007,1.0,0.9930751121109351,0.016208304977199408,0.02283321716694709,0.07810674674196326,6.147802459743346e-41,0 days 00:02:02.523976,1376009.132627586
30,0.001,0.1,3,50,250,200.0,0.728,0.5741001632636548,0.020593923,0.05587371066212654,0.03676504785703619,0.05157324478247086,0.025214065875006204,3.673809415185117e-05,0.12851219736232766,1.0,0.0,1.0,1.0,4.9904239366490264e-17,5.657468304952084e-16,6.4507601444874604e-15,0.0,0 days 00:00:15.514419,1376024.699401149
31,0.001,0.1,3,200,250,200.0,0.7214,0.5745523597995976,0.018162597,0.06371032446622849,0.04001700096555178,0.05295124970187859,0.025229115071016807,7.412452940270372e-05,0.11147792635037808,0.9999999937369274,4.4937638470814766e-08,1.0,0.9999995630979538,7.36785386316613e-08,5.000065895350928e-07,4.254122498163568e-06,0.0,0 days 00:00:50.809174,1376075.566475333
