,lr,weight_decay,p_dropout,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD
0,0.01,0.1,0.1,1,1000,20.0,0.7246,0.551701915807778,0.012250174,0.05836242437362671,0.049816165193693085,0.0616262070251563,0.028027677302353005,0.005289869535602784,0.14108720284768733,0.9979429488909869,0.005239422058103632,1.0,0.9700029882656236,0.018266240756860102,0.04074097702682992,0.1705702258915168,0.0
1,0.01,0.1,0.1,3,1000,200.0,0.726,0.5462405812481907,0.0091812005,0.06065158545970917,0.05428899485197508,0.04055837845990803,0.019129727045893555,0.0010909656273377223,0.11205786350986618,0.9924999584618669,0.00527299908725947,1.0,0.9748290167748928,0.066227326924404,0.03163955523936157,0.13223487288855731,1.0404603789978508e-42
2,0.01,0.1,0.1,8,1000,2000.0,0.499,0.6931754831451024,0.08819884,0.007217854261398315,0.23282783815540498,0.013914091437516384,0.00728461129266692,0.009448321284964718,0.05157831474195369,0.4984942143708468,0.0011163066181563855,0.5025072032213211,0.49230902582407,0.013755910460901835,0.007300644965925199,0.05083136420482554,0.009833696932806845
3,0.01,0.1,0.3,1,1000,20.0,0.709,0.5653999297248787,0.020120915,0.09253735840320587,0.08468794765748207,0.08304213372813005,0.03931960908365639,0.02516582034946944,0.19278587324839674,0.9995617133268013,0.0015436056872280847,1.0,0.9900576481060125,0.005522058263955968,0.018368408017140885,0.09889279319836707,2.4377350359357e-42
4,0.01,0.1,0.3,3,1000,200.0,0.7266,0.5472503638926101,0.01011259,0.049221448600292206,0.044842453708277386,0.07009044425336865,0.02567984013506285,0.0059815362084143205,0.15002302967721312,0.996520429580325,0.0038125247378692426,1.0,0.9810142677277327,0.03765592363651595,0.034005687498451176,0.11839980425384578,1.4531632165134562e-20
5,0.01,0.1,0.3,8,1000,2000.0,0.4924,0.6932039129757647,0.088178806,0.005828976631164551,0.23232392031826202,0.019236273965873005,0.013941802909546615,0.00828593309188257,0.07089473493050652,0.4999029468183334,0.0015423886710379266,0.5042453789710999,0.49726288229227067,0.019594752925076682,0.013594635290332552,0.05107734473996751,0.008917306792623998
6,0.01,0.1,0.5,1,1000,20.0,0.7238,0.5623416422735722,0.021244494,0.08244268596172333,0.08058912301935378,0.09472950413972049,0.05927378494273783,0.005113574903792848,0.2079778729549813,0.9945489024820093,0.005100746633317401,1.0,0.9777053014934063,0.05021739854579657,0.036321604258981934,0.12758274029889463,1.7066819431528678e-23
7,0.01,0.1,0.5,3,1000,200.0,0.7238,0.5457581889448394,0.008262471,0.03566715493798256,0.04245072608865921,0.08896631427109963,0.025726711829111494,0.03845065574992215,0.15975242323153335,0.9937381295541183,0.0073103619815290035,1.0,0.9654372750805825,0.05731515754738264,0.04935289565591617,0.1813105441701612,1.0696476565422753e-11
8,0.01,0.1,0.5,8,1000,2000.0,0.5004,0.6931759943406595,0.08778135,0.010072866454720497,0.2199309230653209,0.07289070957804702,0.07553335130500641,0.027138715561695316,0.3454166119420708,0.5102845520122703,0.025384634059741177,0.5283024252951145,0.427817533754278,0.07818342465597428,0.08885141170090144,0.27964560229296626,0.028720238598773717
9,0.01,0.01,0.1,1,1000,20.0,0.7302,0.5563379181971755,0.011589263,0.04925686866044998,0.04398070807136719,0.05205072894528391,0.02470957908697121,0.001430281872032441,0.11792172696166524,1.0,0.0,1.0,1.0,1.2048395856111974e-11,1.371940081799969e-10,1.564266751127854e-09,0.0
