,lr,p_dropout,layers,n_MC_inference,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Delta time,Time
0,0.01,0.1,1,50,5000,20.0,0.7242,0.5505189831093792,0.011168271,0.06596539169549942,0.05290730096675579,0.0471467893029288,0.02561559583096985,0.003996329595864556,0.13192662101184605,1.0,0.0,1.0,1.0,1.310987942136557e-13,1.4947562342251114e-12,1.704284324777206e-11,0.0,0 days 00:01:34.390513,1199693.622989751
1,0.01,0.1,1,200,5000,20.0,0.7256,0.549152492784088,0.011482229,0.06275998055934906,0.050430967953578876,0.054940398441195304,0.026263506633868366,0.004304830003208849,0.13675846966982508,0.9999850533031502,0.0001703626199994703,1.0,0.9980575624108314,0.00021084386563589098,0.002403260955970545,0.0274014542273795,0.0,0 days 00:01:46.628614,1199800.300329903
2,0.01,0.1,1,500,5000,20.0,0.7276,0.550362525855995,0.01102368,0.06313218176364899,0.05012209243752186,0.051140090475837625,0.02365578951930463,0.00811949590547776,0.1055679741918493,1.0,0.0,1.0,1.0,8.702279692886825e-14,6.840413705438235e-13,6.941545061677482e-12,0.0,0 days 00:02:34.699284,1199955.046771543
3,0.01,0.1,3,50,5000,200.0,0.7314,0.5371322671878859,0.0051048044,0.03757679834961891,0.03545481532746817,0.043936432613218245,0.01689088912801142,0.0007829421365108575,0.13625237400848028,0.995608043560615,0.0065785487692509,1.0,0.9616147863864899,0.025854714007632174,0.034345370097698724,0.13165241646303424,0.0,0 days 00:01:53.982813,1200069.068434487
4,0.01,0.1,3,200,5000,200.0,0.7284,0.5373660910944578,0.004208632,0.03797446936368942,0.02777644299539861,0.04157079715828079,0.012375471051446573,0.0034529264638582637,0.07985445078159653,0.9997489145214742,0.0009247818593631971,1.0,0.9962116640806198,0.0035419965579908987,0.01304565353024209,0.05344105461698109,0.0,0 days 00:02:10.501906,1200199.618312012
5,0.01,0.1,3,500,5000,200.0,0.7326,0.5361646269448376,0.0046236385,0.024226784706115723,0.02095390190469225,0.03518690716443407,0.010112095727725614,0.0023703803562866834,0.07109312156065689,0.9991604825432485,0.0011466447210379425,1.0,0.9950560428500176,0.016538322318233524,0.020813350948387006,0.06366397500115291,0.0,0 days 00:02:47.097869,1200366.769275377
6,0.01,0.1,8,50,5000,2000.0,0.5226,0.6916688379428717,0.08733108,0.009998427703976631,0.22822100536354006,0.0374576640388676,0.032785962651633645,0.006350221091617526,0.1750056340587909,0.49888683047763366,0.009419405475603425,0.5201232761144639,0.4766942310333252,0.05226082983182554,0.040846434802393625,0.14183546243195275,0.006831067983461226,0 days 00:01:08.794475,1200436.073153805
7,0.01,0.1,8,200,5000,2000.0,0.5062,0.6911124134957667,0.086743996,0.0056093246676027775,0.23138236827743275,0.009986769215258602,0.00464643985881193,0.0004895977765753221,0.2300432325435757,0.5018016220308267,0.000788162669402493,0.5035243877768516,0.49819997370243074,0.009903894643040086,0.002438133856304621,0.036685489049152156,0.008493694380577854,0 days 00:01:48.838794,1200545.392098591
8,0.01,0.1,8,500,5000,2000.0,0.5056,0.6930687960370188,0.08817194,0.0013202428817749023,0.23263790693558875,0.009638365943021341,0.0029618865401478925,0.0076001729113280335,0.03321652906333532,0.5069214982514197,0.00045308154202033967,0.5081448509693146,0.5054570363759995,0.00957497550365272,0.002941838330827231,0.02455697409227499,0.008066181207552996,0 days 00:03:04.340109,1200730.244325155
9,0.01,0.3,1,50,5000,20.0,0.731,0.553471187881415,0.015173472,0.061536356806755066,0.055245899700896196,0.0715408907524981,0.041747811172896554,0.007206909297696363,0.17050143471846324,0.9998460887480016,0.0017540464091348811,1.0,0.9800007247001485,0.0010773789050014069,0.01227832479440803,0.1399949264526366,0.0,0 days 00:00:53.252294,1200783.552599402
10,0.01,0.3,1,200,5000,20.0,0.7298,0.5542099626993494,0.016094506,0.06704593449831009,0.05911868702151005,0.07580154590210328,0.04604665884824307,0.0035544298202709766,0.17076741129032175,0.999263634037728,0.0017494869708765451,1.0,0.9921896936744452,0.009641426966725998,0.021998775655885722,0.07772053548554213,1.6859606849625613e-36,0 days 00:02:14.704361,1200918.305502652
