,lr,weight_decay,p_dropout,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD
0,0.01,0.1,0.1,1,250,20.0,0.7208,0.5659280002892939,0.0130831525,0.06840808689594269,0.05619748322047417,0.07971744857735928,0.03452347346640958,0.0004156901137867595,0.18779625426208948,0.9977082928877945,0.004308886869957608,1.0,0.9800004450878623,0.023285581763812,0.03854880504391618,0.13999687910079917,0.0
1,0.01,0.1,0.1,3,250,200.0,0.7168,0.6140632326040826,0.051928286,0.07855008542537689,0.06235827070422274,0.054593513829751944,0.03223355790830579,0.00017763661654895794,0.1865222315100539,0.999843214910764,0.000713135220387138,1.0,0.9965973614156246,0.002211677724448316,0.010060020961574748,0.04800012624607511,0.0
2,0.01,0.1,0.1,8,250,2000.0,0.5306,0.9595479295292324,0.14805977,0.3356704115867615,0.3374274644963083,0.32680965569083503,0.04339713113447806,0.002336107381289183,0.44010023222196193,0.8957770877975277,0.026344653939524433,0.9551881572650746,0.8261656563822599,0.30127734894637315,0.03463771495381887,0.3774460652947554,0.20644121014661598
3,0.01,0.1,0.3,1,250,20.0,0.7266,0.5587413220413573,0.018042434,0.0694083571434021,0.05811985651232426,0.08903472909386395,0.03847420277951835,0.02218177215686524,0.19291434385664263,0.9996128835132029,0.0012205801321354948,1.0,0.994999965466599,0.005443682604182629,0.01721210679074485,0.07053367989832944,1.4638799118772155e-35
4,0.01,0.1,0.3,3,250,200.0,0.7328,0.6012597750942507,0.047101133,0.06798288971185684,0.03708844779925312,0.08341595666565287,0.04230779502959442,0.0011572067519018056,0.2348129798793899,0.9937966347371155,0.006137904198940233,1.0,0.9711033150553703,0.04871197523818034,0.032780910364287985,0.12619451243013258,1.8785731848639528e-29
5,0.01,0.1,0.3,8,250,2000.0,0.4944,0.693592975961319,0.088383086,0.016153544187545776,0.2338774772731227,0.00856338124135932,0.01578486085984259,0.0,0.06983757068849929,0.4893550214744531,0.001306241569653312,0.4923729792237282,0.48492386877536775,0.00888698834334469,0.015745111436718345,0.048736676633516766,0.0
6,0.01,0.1,0.5,1,250,20.0,0.7074,0.5842746222781052,0.03243971,0.11130712926387787,0.10690391074694816,0.09110771651254916,0.0517166140438449,0.023522042418384667,0.22873975446250955,0.9799342078692113,0.03004642312951481,1.0,0.8989332832396031,0.08346586495823315,0.07729380825489664,0.2366947946345607,1.7102675345563906e-24
7,0.01,0.1,0.5,3,250,200.0,0.7108,0.5786348477485083,0.023061082,0.09078724682331085,0.09390511179134373,0.11382664525224065,0.043638719003944684,0.026898185810043714,0.2203944850787182,0.9468236776120705,0.0220785292790068,0.9842780419788612,0.8920454432113002,0.17506258724195398,0.03514599855233535,0.2505064339068944,0.09053673342944922
8,0.01,0.1,0.5,8,250,2000.0,0.4892,0.694764981655657,0.08894337,0.02358481101691723,0.22970569452323142,0.08696407441603218,0.015868912047971983,0.06299480364179955,0.35407396813809155,0.48465497394780127,0.006443628183412216,0.5018436829745769,0.4692018899321556,0.08488821730209054,0.007485582339824649,0.10332128275753899,0.0656011933269141
9,0.01,0.01,0.1,1,250,20.0,0.7184,0.5582553999528994,0.011313977,0.06864593178033829,0.05786705218531315,0.06811130789026021,0.03394545570559259,0.001859331985950504,0.1552473825768318,0.9999615385885903,0.000438527508357831,1.0,0.995000017112784,0.0005425649427439246,0.006186191568020943,0.07053343605850337,0.0
10,0.01,0.01,0.1,3,250,200.0,0.7276,0.6229043488013309,0.04732334,0.08058982342481613,0.04637502237350054,0.052373429631890143,0.029793609943110734,4.544165394652216e-06,0.1691340404585216,0.9972798392852912,0.004274395285492708,1.0,0.981333692073822,0.026956335211354328,0.035820030351389344,0.11657428003387772,0.0
11,0.01,0.01,0.1,8,250,2000.0,0.6962,0.5832571954028082,0.025097778,0.10303964465856552,0.09074512423701708,0.20619527966740264,0.09028398969006457,0.00010808551349098643,0.39233621565611937,0.9727205818185061,0.011399032250646602,0.995,0.9350222065349683,0.15671526793200627,0.034257294745887235,0.24644146323195415,0.07053279012036975
12,0.01,0.01,0.3,1,250,20.0,0.712,0.5642834314452897,0.01634313,0.07810063660144806,0.07199134783424561,0.08668581267935958,0.045988866601997455,0.0036012498630134805,0.1897390405676506,0.9996694062242437,0.0014926988573211964,1.0,0.9900242352168749,0.004032067169875524,0.017253297395538044,0.09925790764320641,0.0
13,0.01,0.01,0.3,3,250,200.0,0.6996,0.5674909585572138,0.01920811,0.08057456463575363,0.07485383533077439,0.0883804068471337,0.041297228127788965,0.010813664987197427,0.1866534488788243,0.9966562354100942,0.004138931112885831,1.0,0.982384842436295,0.0357162910401042,0.03836973805534363,0.11638492775132896,2.061632841802131e-37
14,0.01,0.01,0.3,8,250,2000.0,0.4944,0.6936797301763771,0.08847428,0.01939314603805542,0.23247651838936034,0.04163048536029033,0.012592922829570596,0.024239575563846483,0.0864578272963082,0.4858679042286598,0.0029954972161772894,0.4923239353299141,0.4791175350546837,0.04183622011959532,0.012645433855968195,0.0778384301218574,0.026441053286336665
15,0.01,0.01,0.5,1,250,20.0,0.7224,0.5631570823393119,0.019749915,0.07380738854408264,0.06774890752114479,0.10685409874685561,0.06500588408132857,0.009966002832712777,0.24935164276104155,0.9942913015616428,0.005103839369157368,1.0,0.9739099667966366,0.05534978022240319,0.03738247789854337,0.1389457572748498,8.493919625580115e-41
16,0.01,0.01,0.5,3,250,200.0,0.7218,0.550873159732053,0.009567568,0.04968217760324478,0.050659948674367114,0.1470745423836305,0.046186143939905194,0.059318165423335505,0.2842902941881397,0.9818106780240319,0.019672909379464948,1.0,0.9128437225788971,0.10561797924865853,0.06741991485696652,0.27673977258554316,1.2474054132171585e-16
17,0.01,0.01,0.5,8,250,2000.0,0.4896,0.6970029986160643,0.09001299,0.040544718503952026,0.2347820848909778,0.03825446816247213,0.02165148134988592,0.025337642352430204,0.36537848442386167,0.46821482604892495,0.0023536117238963606,0.47300983041524886,0.46167215518653393,0.03544474186813451,0.006641484326142464,0.06241606260355298,0.025869632200518043
18,0.01,0.001,0.1,1,250,20.0,0.7106,0.5668727526564801,0.015998311,0.08199749141931534,0.07112411068804686,0.07071804928160513,0.03866213797865225,0.002320492114594214,0.2065137167852911,0.9998811009916332,0.0007503884903471424,1.0,0.9950000000000009,0.0016772770269354207,0.010585532073461868,0.07053367989832945,0.0
19,0.01,0.001,0.1,3,250,200.0,0.7272,0.5455443219399239,0.009669077,0.05135501176118851,0.05094142783286407,0.0856887416682695,0.045726095107383125,0.0014576215568648271,0.24531227803853337,0.9684728342780204,0.03285128372611091,1.0,0.8852145801484584,0.11931541107634183,0.07514704151739064,0.2583444944090034,1.6579278820621894e-25
20,0.01,0.001,0.1,8,250,2000.0,0.5088,0.7053232040606697,0.093514696,0.07671144604682922,0.22146317831553639,0.20260020433817957,0.0232315375333246,0.07589908764120702,0.4761462851562375,0.5846061938536823,0.014075666268396419,0.6186652310464323,0.5477107527852059,0.20851522939142578,0.017625895893501567,0.2494018727510693,0.1622371963541317
21,0.01,0.001,0.3,1,250,20.0,0.7096,0.5667142299897651,0.018698184,0.07664910703897476,0.0754677217689914,0.0915558136624211,0.04777332071583297,0.010101533533061188,0.22618340360173717,0.9992163348593496,0.0020492318175042716,1.0,0.9902518984486233,0.010161501006969378,0.02563276546152594,0.09702285780606987,0.0
22,0.01,0.001,0.3,3,250,200.0,0.7272,0.5839257255972543,0.035432056,0.08873868733644485,0.08903422221221154,0.12657835775826348,0.07283942400277454,0.01963056884474275,0.31623091441674567,0.895739800891051,0.07686729641463905,0.9935949449241162,0.755361060500145,0.2128987443521708,0.07542105025595909,0.31342818345830353,0.06390260547128959
23,0.01,0.001,0.3,8,250,2000.0,0.5114,0.8495465199619846,0.13574924,0.26209479570388794,0.2758079916832608,0.40437013041494846,0.03275106754636332,0.011910874917108726,0.4721460401843669,0.7758985837852808,0.03272991317029062,0.8698072394732307,0.6966601605713367,0.41332548059310137,0.02277929710253771,0.45849301783595653,0.33623990908966683
24,0.01,0.001,0.5,1,250,20.0,0.7244,0.5695969506605308,0.025259798,0.07691074162721634,0.07665665787138169,0.10044675513713747,0.05502724806142394,0.022351426674956314,0.22960951943467814,0.9943299475776607,0.0069734207848814525,1.0,0.9682661324739457,0.04722001721252119,0.04735415902593092,0.16089650947920844,1.3713326437549463e-19
25,0.01,0.001,0.5,3,250,200.0,0.7274,0.5962480258584419,0.04315624,0.10861716419458389,0.11486715926803773,0.12709940449825669,0.061273693273415586,0.002404143356298509,0.2405367853271256,0.96972888510886,0.01442673253711473,0.9963807156682014,0.9330671003936902,0.14198614144549118,0.03942603960298914,0.23640115787701768,0.04297574998391548
26,0.01,0.001,0.5,8,250,2000.0,0.4942,0.6938910433128013,0.08860105,0.02217257022857666,0.23172976814784232,0.06103193979261464,0.011516586175756807,0.03682050134802088,0.10518667805180987,0.4834036927369352,0.004493992736257183,0.4927091544121504,0.46894850231707097,0.060163094827859066,0.012059163955180202,0.09844882231754289,0.043853798626069335
27,0.001,0.1,0.1,1,250,20.0,0.5708,0.6415598075812876,0.06777607,0.15607360005378723,0.16522351857103532,0.05673898659831532,0.033389664836591545,0.004607082849414833,0.1976595579760188,0.9524811937858855,0.027898142432247672,1.0,0.8885812347565661,0.18732244233429596,0.0633831288183737,0.3055990779487507,6.957447313721228e-10
28,0.001,0.1,0.1,3,250,200.0,0.724,0.5728440766749993,0.021626495,0.057144537568092346,0.03730169925481205,0.04971548292006324,0.024736033336063532,8.795798257043798e-05,0.12078871543814808,0.9999999999908301,7.364335162535776e-11,1.0,0.9999999994039536,1.0097980976751705e-10,8.198272994963833e-10,7.782063550506677e-09,0.0
29,0.001,0.1,0.1,8,250,2000.0,0.6988,0.5857383211540151,0.027309662,0.0804794579744339,0.09096708050022026,0.03258759552545252,0.012184894026277817,0.0017744115728097315,0.08824146649824863,0.9999999989179466,5.526901773737109e-09,1.0,0.9999999469518661,1.0608092200234179e-08,6.041163454629486e-08,6.525660971997952e-07,1.893094708132255e-24
30,0.001,0.1,0.3,1,250,20.0,0.7324,0.5944209619926242,0.04187547,0.12583811581134796,0.12356674102820579,0.07296723921835695,0.026621382960664925,0.03099152927989674,0.14959805762453576,0.9952842168710904,0.00644467364855095,1.0,0.9692213106341661,0.04021344317561043,0.0433584665451898,0.1434307979344175,1.5680577289896523e-13
31,0.001,0.1,0.3,3,250,200.0,0.7324,0.5550900265349638,0.014458301,0.04058738797903061,0.022389128035736575,0.0809989592037235,0.03454809803539598,0.0027067504139523637,0.17051267475182136,0.999961538454451,0.0004385282475534507,1.0,0.9950000086153574,0.0005425668940256715,0.006186202543126101,0.07053356218255125,0.0
32,0.001,0.1,0.3,8,250,2000.0,0.7266,0.5560914651496307,0.022033714,0.0322461873292923,0.034007647160780106,0.06873833662227527,0.030082135983274506,5.0866293670846325e-05,0.15092272119766148,1.0,0.0,1.0,1.0,1.9926054466479142e-11,1.1930498016054606e-10,1.190292028983336e-09,1.5120436805636724e-42
33,0.001,0.1,0.5,1,250,20.0,0.7328,0.5997629962511555,0.044557326,0.12881210446357727,0.1359103097943229,0.10320541800690755,0.040233599831755396,0.04149113916757683,0.21520184849210222,0.9622756800353625,0.024362557046732625,0.9982011821866036,0.9061130671594736,0.1670423006552624,0.06112765011380588,0.2787565137127037,0.022069801630418377
34,0.001,0.1,0.5,3,250,200.0,0.731,0.5416725604261735,0.0050909463,0.02869769185781479,0.024253299042360232,0.11210616686180029,0.025343220334325654,0.02548180124889122,0.17614611225607651,0.9980262651830222,0.003287961612587769,1.0,0.9850104943175358,0.023158695420836872,0.03563506535167466,0.12146746488825594,3.8634810140980946e-24
35,0.001,0.1,0.5,8,250,2000.0,0.7218,0.5523662659152291,0.0118226325,0.046836353838443756,0.05326951178923373,0.09741183120291501,0.03512587150742913,0.004170829047370076,0.1841708672960371,0.9993591944134406,0.0015031150557870026,1.0,0.9942426037788391,0.008823602276774752,0.020697297138912288,0.0705336798983276,4.947961707350554e-15
36,0.001,0.01,0.1,1,250,20.0,0.7342,0.5805558325218161,0.034496248,0.09838840365409851,0.09837624486960594,0.0676376732543598,0.02795860247334801,0.025229189266484185,0.1634531285234775,0.9957739229724618,0.005056933172143737,1.0,0.9757768916199029,0.042628408739923324,0.04419696731661958,0.15150159083691564,1.1235283496221287e-24
37,0.001,0.01,0.1,3,250,200.0,0.7264,0.5760414155904813,0.016900776,0.048454564064741135,0.03720616133768235,0.05003127554323901,0.025199541204732962,2.771734027710967e-05,0.1258556400423859,1.0,0.0,1.0,1.0,1.965398076004077e-16,2.2399728938017967e-15,2.5539700510815906e-14,0.0
38,0.001,0.01,0.1,8,250,2000.0,0.7226,0.6058694437681091,0.059072204,0.05118430405855179,0.04671476846466139,0.03437618680396445,0.021667470711174242,2.8832771378101362e-05,0.14445879809814494,1.0,0.0,1.0,1.0,5.659727749073616e-16,4.41494625384758e-15,4.9104951645209775e-14,2.9609959788010154e-39
39,0.001,0.01,0.3,1,250,20.0,0.717,0.607378698645813,0.05039612,0.12301613390445709,0.13248519583620252,0.07388380712988694,0.04018657879705927,0.015739420685012655,0.2216188626487025,0.9820077393906677,0.016883093005950603,1.0,0.9212619129127438,0.10829018710126445,0.06972882279314217,0.26658578293852275,4.187093511760249e-13
40,0.001,0.01,0.3,3,250,200.0,0.7298,0.5683546271244109,0.020972343,0.04439259693026543,0.025230642814246314,0.07453972186427707,0.034394041100738404,0.0014449356060164146,0.20144970673367693,0.9998365845218984,0.0008422391143595815,1.0,0.995000571570381,0.0023037261524602123,0.011881465921182537,0.07052561636613665,0.0
41,0.001,0.01,0.3,8,250,2000.0,0.7246,0.5978616365210239,0.032956,0.060273610055446625,0.04908375629674301,0.06271578995418627,0.02876019524566154,1.6235453000707312e-05,0.16591603950337255,1.0,0.0,1.0,1.0,3.093908899676905e-11,2.505088585716354e-10,2.765797936147927e-09,0.0
