,x1,x2
0,3.0,3.6739403974420594e-16
1,2.897777478867205,0.776457135307562
2,2.5980762113533156,1.5000000000000004
3,2.121320343559643,2.1213203435596424
4,1.4999999999999996,2.598076211353317
5,0.7764571353075639,2.897777478867204
6,-1.8369701987210302e-16,3.0
7,-0.7764571353075629,2.897777478867205
8,-1.5000000000000007,2.598076211353315
9,-2.121320343559643,2.121320343559643
10,-2.598076211353316,1.5000000000000004
11,-2.897777478867204,0.7764571353075642
12,-3.0,0.0
13,-2.897777478867205,-0.7764571353075616
14,-2.598076211353316,-1.5000000000000004
15,-2.1213203435596424,-2.121320343559643
16,-1.5000000000000009,-2.598076211353315
17,-0.7764571353075642,-2.897777478867204
18,-1.8369701987210292e-16,-3.0
19,0.7764571353075612,-2.897777478867205
20,1.4999999999999982,-2.5980762113533165
21,2.1213203435596437,-2.1213203435596406
22,2.598076211353314,-1.5000000000000033
23,2.897777478867205,-0.7764571353075618
24,3.0,-3.6739403974420584e-16
25,5.071428571428571,3.6739403974420594e-16
26,4.898623833323132,1.3125823001627837
27,4.391985976335366,2.5357142857142856
28,3.5860415331603477,3.5860415331603472
29,2.535714285714285,4.391985976335367
30,1.312582300162786,4.898623833323131
31,-5.685860138898433e-17,5.071428571428571
32,-1.3125823001627843,4.898623833323132
33,-2.5357142857142856,4.391985976335366
34,-3.5860415331603477,3.5860415331603477
35,-4.391985976335366,2.535714285714287
36,-4.898623833323131,1.3125823001627863
37,-5.071428571428571,2.5367683696623737e-16
38,-4.898623833323133,-1.3125823001627823
39,-4.391985976335367,-2.535714285714285
40,-3.586041533160349,-3.586041533160347
41,-2.5357142857142874,-4.3919859763353655
42,-1.3125823001627874,-4.898623833323131
43,-5.64212275321459e-16,-5.071428571428571
44,1.3125823001627817,-4.898623833323133
45,2.5357142857142825,-4.391985976335368
46,3.5860415331603486,-3.5860415331603464
47,4.391985976335365,-2.53571428571429
48,4.898623833323132,-1.3125823001627852
49,5.071428571428571,-8.747477136766806e-16
50,7.142857142857142,3.6739403974420594e-16
51,6.899470187779059,1.8487074650180049
52,6.1858957413174185,3.571428571428571
53,5.050762722761053,5.050762722761053
54,3.5714285714285707,6.185895741317419
55,1.8487074650180078,6.899470187779057
56,6.997981709413445e-17,7.142857142857142
57,-1.8487074650180055,6.899470187779059
58,-3.5714285714285703,6.185895741317418
59,-5.050762722761053,5.050762722761053
60,-6.185895741317418,3.5714285714285734
61,-6.899470187779057,1.848707465018008
62,-7.142857142857142,5.073536739324749e-16
63,-6.899470187779061,-1.8487074650180026
64,-6.185895741317419,-3.5714285714285707
65,-5.050762722761055,-5.050762722761052
66,-3.571428571428574,-6.185895741317416
67,-1.8487074650180104,-6.899470187779058
68,-9.44727530770815e-16,-7.142857142857142
69,1.8487074650180024,-6.899470187779061
70,3.5714285714285663,-6.18589574131742
71,5.050762722761054,-5.050762722761052
72,6.185895741317415,-3.5714285714285765
73,6.899470187779059,-1.8487074650180082
74,7.142857142857142,-1.3821013876091557e-15
75,9.214285714285715,3.6739403974420594e-16
76,8.900316542234988,2.3848326298732268
77,7.979805506299472,4.607142857142858
78,6.51548391236176,6.515483912361759
