,lr,weight_decay,layers,n_ensembles,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time,Time
0,0.001,0.01,3,5,250,20.0,0.7238,0.5587343301380104,0.011754533,0.06420877575874329,0.052064661326782155,0.06883352,0.030709295,0.005285462,0.12502156,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:04:39.609845,963544.49216157
1,0.001,0.01,3,20,250,20.0,0.7222,0.5608151346541607,0.013191046,0.064873605966568,0.053189145082013056,0.06394309,0.027458051,0.0018084336,0.10979853,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:35.587997,963700.303333337
2,0.001,0.01,3,50,250,20.0,0.7182,0.5678408623022929,0.012763954,0.07190939784049988,0.059936867072956014,0.042009674,0.0134101,0.0002285304,0.064448014,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:43.651102,963864.081868634
