,lr,weight_decay,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time
10,0.001,0.1,3,5000,200.0,0.7288,0.5355026853461142,0.002824859,0.01696026884019375,0.01242480030764018,0.028990302,0.012895744,0.0025254025,0.068129174,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:05:05.311997
11,0.001,0.1,8,5000,2000.0,0.7232,0.5792849748107519,0.03444946,0.09890143573284149,0.10415514120139305,0.123020336,0.036668852,0.051888462,0.21845461,0.9993188,0.0006378763,0.99998,0.99754983,0.0030410944,0.0028550364,0.0109575605,8.933761e-05,0 days 00:07:48.242661
12,0.001,0.01,1,5000,20.0,0.7292,0.5477235947024174,0.0071464446,0.05497874319553375,0.04182054414279883,0.019779595,0.0054712994,0.00055792904,0.03590818,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:09:12.394820
13,0.001,0.01,3,5000,200.0,0.7292,0.5354247018592269,0.002995795,0.018258126452565193,0.012294835600779697,0.03187822,0.013506902,0.0020603796,0.06493651,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:05:45.025662
14,0.001,0.01,8,5000,2000.0,0.7194,0.5736611716244568,0.030646307,0.09737560898065567,0.10011172342576209,0.15048578,0.03838614,0.10519123,0.25980103,0.9999914,9.701237e-06,1.0,0.9999552,3.8245744e-05,4.3390606e-05,0.00020053315,2.6656007e-08,0 days 00:08:05.893644
15,0.001,0.001,1,5000,20.0,0.7294,0.5479453922387831,0.0071684457,0.05493062362074852,0.04237847157992546,0.019977802,0.00612052,0.0008737179,0.037648488,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:08:41.494549
16,0.001,0.001,3,5000,200.0,0.727,0.5358140098261565,0.0032413155,0.020103342831134796,0.013005626524762557,0.032726023,0.013407912,0.0031555179,0.060507406,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:06:24.627310
17,0.001,0.001,8,5000,2000.0,0.7268,0.5521854904129271,0.016427945,0.06406781822443008,0.06531550438679878,0.11250101,0.039900057,0.044250116,0.22246452,0.99998075,4.7474237e-05,1.0,0.9997705,8.60459e-05,0.00021230434,0.001026163,0.0,0 days 00:08:02.814132
18,0.0001,0.1,1,5000,20.0,0.7258,0.5924085060348439,0.042096812,0.11266092956066132,0.11471074344791594,0.0548046,0.023142703,0.01409298,0.105455995,1.0,1.9705834e-07,1.0,0.99999887,2.7414677e-07,8.72599e-07,5.3845133e-06,0.0,0 days 00:17:44.135670
19,0.0001,0.1,3,5000,200.0,0.7306,0.5365163844546322,0.0021006023,0.022695031017065048,0.010532313862965749,0.014522316,0.0038436719,0.0010166633,0.027096903,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:07:50.208308
20,0.0001,0.1,8,5000,2000.0,0.7308,0.53510544696727,0.0045878165,0.017757538706064224,0.012129879881917802,0.03174101,0.01439701,0.0032143677,0.0921011,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:05:46.162763
21,0.0001,0.01,1,5000,20.0,0.7248,0.5937831553835451,0.04300662,0.11401526629924774,0.11689485389270013,0.05536988,0.024389364,0.012640105,0.10342274,0.9999946,1.4047186e-05,1.0,0.99992865,2.442613e-05,6.28357e-05,0.00031891247,0.0,0 days 00:16:48.180818
22,0.0001,0.01,3,5000,200.0,0.73,0.5365078275795999,0.002057538,0.02225043810904026,0.011837747299448894,0.015854035,0.0056183026,0.0009969253,0.029696079,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:07:56.312121
23,0.0001,0.01,8,5000,2000.0,0.731,0.5347496486300825,0.0041544153,0.02033006213605404,0.015185818618453412,0.03241631,0.014818208,0.0027740784,0.09269329,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:06:14.762834
24,0.0001,0.001,1,5000,20.0,0.722,0.5979195453223503,0.045552913,0.117868572473526,0.12158382472075646,0.047280267,0.020422986,0.012631895,0.09119657,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:16:06.596931
25,0.0001,0.001,3,5000,200.0,0.73,0.5363963912304156,0.0021958523,0.023264598101377487,0.011637744086013481,0.013224687,0.0035096987,0.001205797,0.025807917,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:08:20.550327
26,0.0001,0.001,8,5000,2000.0,0.7288,0.5353350635450043,0.0039878325,0.019288036972284317,0.00917504699184683,0.03284131,0.0142461285,0.002405374,0.09074173,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:05:36.166205
