,lr,weight_decay,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time
0,0.01,0.1,1,5000,20.0,0.7318,0.5444476416151727,0.005988476,0.05076201632618904,0.037287472821549816,0.040899422,0.017523402,0.0019617574,0.07228228,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:05:35.288575
1,0.01,0.1,3,5000,200.0,0.7278,0.5340550664718804,0.0033265552,0.019869480282068253,0.014004142878005586,0.032405913,0.012116509,0.002025992,0.07686935,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:06:55.576511
2,0.01,0.1,8,5000,2000.0,0.7018,0.6124744243649531,0.051147446,0.13197015225887299,0.14877044545091814,0.34766138,0.015953967,0.2509635,0.4042027,0.72668314,0.0,0.72668314,0.72668314,0.37854007,0.0,0.3785401,0.3785401,0 days 00:09:56.693584
3,0.01,0.01,1,5000,20.0,0.7344,0.5433876917859366,0.004861468,0.04377388954162598,0.029982228736357135,0.036142975,0.015508717,0.0016868473,0.06936731,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:05:56.823433
4,0.01,0.01,3,5000,200.0,0.7318,0.5334037198501537,0.0037513713,0.025925418362021446,0.018080402469674663,0.03419892,0.011390297,0.0008478237,0.09555826,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:06:53.807820
5,0.01,0.01,8,5000,2000.0,0.7144,0.6222238854505825,0.051264036,0.15791048109531403,0.16881346706427758,0.38322192,0.016485667,0.20537597,0.4169655,0.6885856,0.018045451,0.72514206,0.6765311,0.39575738,0.0125588905,0.40568522,0.37460154,0 days 00:09:04.964992
6,0.01,0.001,1,5000,20.0,0.7312,0.5434392560157536,0.0049786116,0.044443607330322266,0.03141387707866852,0.041888762,0.019495789,0.0018834969,0.07860292,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:05:54.633356
7,0.01,0.001,3,5000,200.0,0.7288,0.5344225114883197,0.0037435784,0.02148323692381382,0.017512328477668416,0.03426109,0.011067339,0.0015354812,0.074338496,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:05:33.229596
8,0.01,0.001,8,5000,2000.0,0.7088,0.63061579143002,0.05699715,0.15079966187477112,0.17247937200643249,0.30570573,0.014180233,0.24216303,0.34611836,0.6168192,0.020077374,0.6568192,0.6068192,0.34201872,0.008295723,0.34615055,0.32549116,0 days 00:10:14.566400
9,0.001,0.1,1,5000,20.0,0.7306,0.5476018609618465,0.007350698,0.05329518020153046,0.0418685007912678,0.019052308,0.005684329,0.001126925,0.04087942,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:09:06.251220
