,lr,weight_decay,layers,n_ensembles,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time,Time
0,0.001,0.01,3,5,5000,20.0,0.73,0.5357973375414525,0.0021677304,0.0227489173412323,0.010865217703358576,0.022083124,0.0058167162,0.0035078386,0.04863679,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:43:31.293965,968164.187878788
1,0.001,0.01,3,20,5000,20.0,0.7298,0.5351342236457307,0.0020086416,0.022425444796681404,0.009818109452502177,0.021805841,0.005434181,0.0026517608,0.04448706,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:44:59.645002,970863.956991597
2,0.001,0.01,3,50,5000,20.0,0.7302,0.535359271679201,0.002043906,0.018502451479434967,0.009626706224457666,0.01945027,0.0040385807,0.003867232,0.0363492,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:47:53.889361,973737.998684695
