,lr,weight_decay,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time
10,0.001,0.1,3,1000,200.0,0.7264,0.5451098435918142,0.008648782,0.020961450412869453,0.017412875318304943,0.04121877,0.019306045,0.0016733573,0.10157647,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:20.212935
11,0.001,0.1,8,1000,2000.0,0.7274,0.561582987264829,0.022046423,0.07962007075548172,0.08097918227888767,0.10164365,0.052006427,0.039616477,0.2343618,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:06.580551
12,0.001,0.01,1,1000,20.0,0.729,0.5501682649234783,0.008502485,0.058449435979127884,0.046650499903933454,0.024875436,0.0056814807,0.0005675787,0.04089135,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:05.184406
13,0.001,0.01,3,1000,200.0,0.7286,0.5442669149653844,0.008347168,0.02203623205423355,0.01740069245925297,0.035586517,0.019353272,0.0014539909,0.11451637,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:17.046433
14,0.001,0.01,8,1000,2000.0,0.724,0.5656367800593609,0.024077268,0.08733504265546799,0.08949477896072094,0.12656426,0.04894307,0.06176561,0.23832397,0.98999995,0.020077368,1.0,0.95,0.044721413,0.0897887,0.2236068,0.0,0 days 00:01:44.743182
15,0.001,0.001,1,1000,20.0,0.7286,0.5513573945200203,0.008454695,0.056635282933712006,0.04735105567552273,0.024025844,0.0054134615,0.0004105787,0.03929537,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:11.843771
16,0.001,0.001,3,1000,200.0,0.7294,0.5454230224160094,0.008640762,0.02300943247973919,0.01670705872696017,0.034379173,0.016252263,0.0020912488,0.08556598,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:16.168118
17,0.001,0.001,8,1000,2000.0,0.7244,0.5686669244932572,0.025515918,0.09128635376691818,0.09798495990313713,0.12984087,0.044435438,0.05565748,0.23804235,0.9049273,0.004521674,0.9131548,0.900115,0.29324523,0.013147923,0.30743974,0.26988176,0 days 00:01:54.423946
18,0.0001,0.1,1,1000,20.0,0.6498,0.6277130783725606,0.06090841,0.15377314388751984,0.15598088004864877,0.038666558,0.009278071,0.021566818,0.07833468,1.0,0.0,1.0,1.0,2.6380045e-09,1.1469908e-08,8.295207e-08,0.0,0 days 00:02:28.695117
19,0.0001,0.1,3,1000,200.0,0.7278,0.5460902179772534,0.005065649,0.03515441715717316,0.02673840288721149,0.017311443,0.0062782797,0.00039897967,0.03884967,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:58.482746
20,0.0001,0.1,8,1000,2000.0,0.7274,0.5497391085605663,0.016150672,0.019023433327674866,0.016039343200178916,0.046224114,0.023771646,1.6343495e-06,0.117538825,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:41.226559
21,0.0001,0.01,1,1000,20.0,0.6016,0.6366069479472017,0.065242775,0.16147011518478394,0.16459395196713633,0.042081464,0.011479011,0.02167849,0.1269112,0.9900806,0.019913582,1.0,0.95018893,0.043836553,0.088007316,0.22177239,0.0,0 days 00:02:09.278542
22,0.0001,0.01,3,1000,200.0,0.727,0.5461740537830346,0.005010515,0.0339057482779026,0.02572259014673655,0.017951306,0.007016558,0.00045533455,0.04015784,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:00.248930
23,0.0001,0.01,8,1000,2000.0,0.7288,0.5571459552385021,0.021938477,0.02192266844213009,0.019123830998248922,0.04011124,0.02068374,1.6343045e-06,0.13478696,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:41.202350
24,0.0001,0.001,1,1000,20.0,0.6772,0.6204870199497438,0.057549696,0.14648988842964172,0.1475202439216537,0.047471162,0.014060944,0.017361155,0.08755095,1.0,3.6358493e-08,1.0,0.9999998,4.7775767e-08,1.5704092e-07,1.0129282e-06,0.0,0 days 00:02:21.963133
25,0.0001,0.001,3,1000,200.0,0.729,0.5459762977752057,0.0052639917,0.03669010102748871,0.028292233708278585,0.01829032,0.005892076,0.00035447028,0.03431788,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:52.838440
26,0.0001,0.001,8,1000,2000.0,0.7304,0.5566774224908719,0.021599622,0.01971467025578022,0.01607760176138831,0.043337576,0.022520358,1.0846369e-06,0.1569782,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:46.406128
