,lr,weight_decay,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time
0,0.01,0.1,1,1000,20.0,0.7288,0.5487735387494476,0.0067613143,0.049273524433374405,0.03979510892607395,0.03257769,0.015547196,0.00050302903,0.07297069,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:22.698513
1,0.01,0.1,3,1000,200.0,0.7294,0.5505290483591179,0.015803363,0.03163260966539383,0.02608728132541901,0.044728562,0.01968657,1.5598807e-05,0.10721698,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:25.168201
2,0.01,0.1,8,1000,2000.0,0.7318,0.5833107354348218,0.0319311,0.12377068400382996,0.12251346855290358,0.30925277,0.027569277,0.175526,0.3773018,0.75603956,0.0042509134,0.76737297,0.75395286,0.3743713,0.007898243,0.37826207,0.35409445,0 days 00:02:36.977514
3,0.01,0.01,1,1000,20.0,0.728,0.5478304789895457,0.0064276825,0.048623889684677124,0.03745959834732239,0.04520074,0.020339018,0.0007560891,0.09322966,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:21.561934
4,0.01,0.01,3,1000,200.0,0.731,0.5482338657803967,0.012841286,0.030906222760677338,0.025237344420100363,0.049849432,0.020865062,4.245918e-06,0.13954702,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:23.114636
5,0.01,0.01,8,1000,2000.0,0.6852,0.6106682167884733,0.04780582,0.11895160377025604,0.14274020537562793,0.34913614,0.027438331,0.18431996,0.40831733,0.7211261,0.036525004,0.7604772,0.6637218,0.36461744,0.023340726,0.3991534,0.338576,0 days 00:02:36.405688
6,0.01,0.001,1,1000,20.0,0.7256,0.547967732774933,0.00680607,0.05273562669754028,0.041959231681899474,0.04262193,0.020497091,0.00038685577,0.09151243,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:18.539037
7,0.01,0.001,3,1000,200.0,0.729,0.5537132499392518,0.016547471,0.02883143350481987,0.024295715832465994,0.04562793,0.021493478,4.2345773e-06,0.1260618,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:24.351519
8,0.01,0.001,8,1000,2000.0,0.71,0.6294445439912361,0.05533834,0.1420115977525711,0.17312699770309153,0.35441616,0.018103331,0.21086058,0.40205002,0.619428,0.019641582,0.6305294,0.5805294,0.38927054,0.005864431,0.398904,0.38472852,0 days 00:02:19.199656
9,0.001,0.1,1,1000,20.0,0.7282,0.5504957549410187,0.008529741,0.05726383253931999,0.047302281652168675,0.021561833,0.0060942653,0.00050787313,0.03789058,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:03.156077
