,lr,weight_decay,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time
0,0.01,0.1,1,1000,20.0,0.7278,0.5673718892767267,0.01514115,0.07094376534223557,0.06749914027859996,0.041732255,0.020829765,0.00037249093,0.092119604,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:29.614882
1,0.01,0.1,3,1000,200.0,0.7394,0.5409118923893127,0.0041966382,0.04287410527467728,0.0371279011288898,0.055485778,0.023974178,0.0032411127,0.15164724,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:47.543965
2,0.01,0.1,8,1000,2000.0,0.7266,0.6082540277973085,0.056617323,0.14792001247406006,0.14535654581894705,0.24204004,0.026766866,0.1969242,0.3332279,0.77873063,0.009957324,0.79856855,0.77377117,0.30300328,0.0011845459,0.30359328,0.30064332,0 days 00:02:32.805524
3,0.01,0.01,1,1000,20.0,0.7252,0.5688607060907623,0.014360016,0.07101602852344513,0.06710745508482288,0.04607145,0.023247957,0.00024952446,0.096747674,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:26.989511
4,0.01,0.01,3,1000,200.0,0.7388,0.5432129889884832,0.006563901,0.049720894545316696,0.04578026323743471,0.073200546,0.023609214,0.0014393018,0.14694542,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:41.839035
5,0.01,0.01,8,1000,2000.0,0.648,0.635564772818874,0.07492003,0.13262467086315155,0.14797655670454335,0.3091751,0.032345418,0.1748724,0.38979197,0.78936726,0.03218081,0.8146407,0.73827374,0.28420597,0.026252132,0.31689397,0.26285654,0 days 00:02:36.549800
6,0.01,0.001,1,1000,20.0,0.7266,0.5703856708568644,0.014979967,0.07296109199523926,0.06815149427910874,0.04266576,0.021181015,0.00022650849,0.0929867,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:24.568740
7,0.01,0.001,3,1000,200.0,0.7376,0.5416376410154176,0.0055173347,0.04955488070845604,0.041929227268161055,0.06698465,0.025084168,0.006325447,0.21812858,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:52.178057
8,0.01,0.001,8,1000,2000.0,0.5138,0.6742033075842785,0.09220697,0.1571248471736908,0.20206808998098202,0.32859215,0.016499752,0.26886162,0.39423105,0.67316175,0.0,0.67316175,0.67316175,0.33654687,0.0,0.33654684,0.33654684,0 days 00:02:11.923341
9,0.001,0.1,1,1000,20.0,0.7252,0.5693579472999936,0.020300673,0.0844239890575409,0.075477435837291,0.044353936,0.015652545,0.0023833753,0.08329602,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:29.857023
10,0.001,0.1,3,1000,200.0,0.7324,0.5444770335848782,0.008992367,0.03147571533918381,0.031444005679304984,0.037173547,0.02373853,0.0003030591,0.1310648,1.0,0.0,1.0,1.0,1.4353234e-09,6.8917796e-09,5.3312014e-08,0.0,0 days 00:01:31.394341
11,0.001,0.1,8,1000,2000.0,0.731,0.5802905500679082,0.039960768,0.10787758976221085,0.11094964949896167,0.14734581,0.0461639,0.06481195,0.23901878,0.9499878,2.1550686e-05,0.95,0.9498873,0.22360396,5.0061776e-06,0.2236068,0.22358075,0 days 00:01:52.271760
12,0.001,0.01,1,1000,20.0,0.731,0.5682078227111698,0.020712877,0.08374010026454926,0.07555180524697135,0.039251424,0.010108769,0.0015160224,0.07627443,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:28.059549
13,0.001,0.01,3,1000,200.0,0.7332,0.5421928466557303,0.008134008,0.030553415417671204,0.032769186734688274,0.03810095,0.02451416,0.0003704218,0.1452288,1.0,1.8179247e-08,1.0,0.9999999,1.4277358e-08,5.1411337e-08,3.508183e-07,0.0,0 days 00:01:25.883766
14,0.001,0.01,8,1000,2000.0,0.7152,0.5829121526860727,0.041879613,0.09210501611232758,0.10095080206205675,0.12383337,0.056223806,0.0614707,0.25513366,0.99999917,1.4502057e-06,1.0,0.9999924,3.2089283e-06,6.0605576e-06,3.4199657e-05,0.0,0 days 00:01:46.042579
15,0.001,0.001,1,1000,20.0,0.7258,0.569356440673347,0.02142093,0.08725713193416595,0.07797475562801193,0.040096406,0.012511242,0.0024615452,0.07047203,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:15.138475
16,0.001,0.001,3,1000,200.0,0.7324,0.5444440139154259,0.009206631,0.03147059679031372,0.029612393164274546,0.033872765,0.023675503,0.00028873933,0.13932143,1.0,5.4789645e-08,1.0,0.99999964,7.012581e-08,2.3663621e-07,1.5193924e-06,0.0,0 days 00:01:28.674292
17,0.001,0.001,8,1000,2000.0,0.7344,0.5993747841471347,0.051270504,0.12736663222312927,0.13715078140010664,0.17287798,0.036989342,0.09237045,0.27199674,0.8999999,2.964481e-07,0.9000002,0.89999807,0.30779344,1.1506544e-07,0.3077935,0.30779287,0 days 00:01:48.379380
18,0.0001,0.1,1,1000,20.0,0.5948,0.6518366810182257,0.08141517,0.14350247383117676,0.16496176198234389,0.041752763,0.011841223,0.021377165,0.11612966,0.9553132,0.057551876,1.0,0.8581077,0.12051677,0.15005928,0.34771764,0.0,0 days 00:02:34.013690
19,0.0001,0.1,3,1000,200.0,0.7332,0.5533673391481241,0.008148415,0.05071169137954712,0.03939233334546516,0.02397304,0.0084703965,0.00061398733,0.048954975,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:09.579766
20,0.0001,0.1,8,1000,2000.0,0.7366,0.5438168800521082,0.009229847,0.03170781955122948,0.025578922782618543,0.0396084,0.023289142,4.6886717e-06,0.14494497,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:54.597491
21,0.0001,0.01,1,1000,20.0,0.5764,0.6550157620310165,0.083252415,0.14271770417690277,0.16889712997784445,0.04460297,0.013659482,0.019630207,0.12018991,0.98932755,0.020023776,1.0,0.94892013,0.046911556,0.08812302,0.22320864,0.0,0 days 00:02:17.606977
22,0.0001,0.01,3,1000,200.0,0.7336,0.5533750552965967,0.008085588,0.04700277000665665,0.03783679857065509,0.023247845,0.006820756,0.0006755174,0.044469893,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:13.790000
23,0.0001,0.01,8,1000,2000.0,0.7346,0.5413500122348821,0.007579402,0.03142658621072769,0.02708889509643623,0.04415838,0.028480954,8.690373e-06,0.18234706,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:58.319403
24,0.0001,0.001,1,1000,20.0,0.5814,0.6539659211022041,0.08260148,0.13951000571250916,0.16609649910440275,0.04353803,0.011646895,0.021906793,0.12712544,0.97290605,0.03449226,1.0,0.9171527,0.09599522,0.11850986,0.2603859,0.0,0 days 00:02:05.857420
25,0.0001,0.001,3,1000,200.0,0.7296,0.554920048326363,0.008190053,0.052958667278289795,0.04068884042461941,0.0202043,0.006988082,0.00039956314,0.039644144,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:13.722214
26,0.0001,0.001,8,1000,2000.0,0.7334,0.5414803531962942,0.007550676,0.030051246285438538,0.027414254951365916,0.0472501,0.026245665,1.3959003e-05,0.1871591,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:01:53.749137
