,lr,weight_decay,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time
0,0.01,0.1,1,250,20.0,0.709,0.5923394724931663,0.019969827,0.08855219930410385,0.0829788995880408,0.05017146,0.020859582,3.9405495e-05,0.12943971,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:00:32.735012
1,0.01,0.1,3,250,200.0,0.7196,0.5609187898685143,0.013807813,0.06835398823022842,0.05949827253480981,0.11817032,0.044286996,0.0042289053,0.2711614,0.99999505,1.6191703e-05,1.0,0.99989855,2.2318358e-05,7.2398914e-05,0.00045385852,0.0,0 days 00:00:32.231726
2,0.01,0.1,8,250,2000.0,0.673,0.6238459367171024,0.06912943,0.13315299153327942,0.14133738090505432,0.39545777,0.02360753,0.34877262,0.4669436,0.7646322,0.019908035,0.7999944,0.7499944,0.39975965,0.017054662,0.41359112,0.37697592,0 days 00:01:03.241597
3,0.01,0.01,1,250,20.0,0.7128,0.5909842889086105,0.019977912,0.08780207484960556,0.08192170324211548,0.056448955,0.026216043,8.4628155e-05,0.11982016,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:00:32.291601
4,0.01,0.01,3,250,200.0,0.7056,0.5586718476272914,0.017352443,0.07421287894248962,0.07120831734722088,0.15806478,0.058286022,0.03801534,0.35997713,0.98999983,0.020077277,1.0,0.95,0.044722192,0.08978828,0.2236068,0.0,0 days 00:00:31.582122
5,0.01,0.01,8,250,2000.0,0.6044,0.6564228897825382,0.07942647,0.1477729231119156,0.21372959148397275,0.40228203,0.014667034,0.32944664,0.44359788,0.5368169,0.018817155,0.5737675,0.5237843,0.4391153,0.0037751016,0.44360262,0.43535113,0 days 00:01:00.690603
6,0.01,0.001,1,250,20.0,0.7128,0.5908609941943037,0.01854362,0.087155781686306,0.0813486570346875,0.04927439,0.021994704,6.6011526e-05,0.10098312,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:00:29.091705
7,0.01,0.001,3,250,200.0,0.7164,0.5648078626977687,0.015304869,0.06899667531251907,0.0583310394905282,0.104721665,0.03439958,0.002790725,0.22599493,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:00:33.163221
8,0.01,0.001,8,250,2000.0,0.6682,0.670400346017618,0.0888664,0.07499302923679352,0.21261653564085792,0.42609867,0.008615677,0.38196886,0.45665634,0.54291517,0.024589662,0.5729152,0.5229152,0.4415137,0.0028126705,0.44380134,0.43808213,0 days 00:00:55.754618
9,0.001,0.1,1,250,20.0,0.7248,0.6017812951927337,0.049461205,0.11168505251407623,0.11081058762779067,0.06376508,0.030424206,0.006142031,0.15594305,0.9900102,0.020057036,1.0,0.95000994,0.044676054,0.0896978,0.22356248,0.0,0 days 00:00:36.237511
10,0.001,0.1,3,250,200.0,0.7172,0.6143662762904313,0.041703627,0.09050783514976501,0.06298296379530875,0.055132605,0.039470624,0.00016433444,0.18281162,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:00:29.785971
