,lr,weight_decay,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time
11,0.001,0.1,8,250,2000.0,0.7128,0.5856165041396771,0.039207265,0.06952537596225739,0.08984252870043347,0.13422485,0.050523415,0.06352857,0.25224847,0.99542445,0.008124786,0.9999992,0.9743422,0.014824735,0.025013724,0.074924566,3.545249e-06,0 days 00:00:39.626287
12,0.001,0.01,1,250,20.0,0.726,0.5912108798039997,0.041715305,0.10293593257665634,0.10047851785232852,0.062690794,0.029051896,0.012049034,0.12514587,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:00:40.081742
13,0.001,0.01,3,250,200.0,0.717,0.6223155922273022,0.04394294,0.09165370464324951,0.06227039725643191,0.050471965,0.035550136,0.00014371597,0.18798573,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:00:30.314719
14,0.001,0.01,8,250,2000.0,0.7202,0.5692136616804181,0.031157346,0.05976882949471474,0.0677697960953934,0.15591826,0.062239077,0.06133413,0.2816426,0.9933318,0.007148474,0.99937725,0.9761776,0.024338333,0.024100358,0.07989091,0.0027244638,0 days 00:00:42.873747
15,0.001,0.001,1,250,20.0,0.7216,0.6088458945494504,0.054201454,0.10986756533384323,0.11641759534587691,0.059520647,0.027515069,0.0061212783,0.12260285,0.9999981,5.176288e-06,1.0,0.99997216,8.495064e-06,2.3144266e-05,0.00012465681,0.0,0 days 00:00:34.387175
16,0.001,0.001,3,250,200.0,0.721,0.6065969389274881,0.032337725,0.08742270618677139,0.058113905900577814,0.058688316,0.03893009,8.0056765e-05,0.18316483,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:00:29.603073
17,0.001,0.001,8,250,2000.0,0.7122,0.5769850256212083,0.03497818,0.0558599978685379,0.07546221317162344,0.14319202,0.061490532,0.041537203,0.28226486,0.9993826,0.0012998981,1.0,0.99531937,0.0027242748,0.0057249633,0.020434111,0.0,0 days 00:00:46.322524
18,0.0001,0.1,1,250,20.0,0.5232,0.6644659657113118,0.08819916,0.1414925754070282,0.1764859021555407,0.12653257,0.053519603,0.056198627,0.391694,0.79932237,0.114503354,0.94976175,0.5993109,0.3813939,0.0920399,0.5018281,0.21782763,0 days 00:00:43.325167
19,0.0001,0.1,3,250,200.0,0.7066,0.6137815592330971,0.05729684,0.08232675492763519,0.11118755071868727,0.08432103,0.05384626,0.0094793,0.22788821,0.99992913,0.00016398399,1.0,0.99927455,0.00030836905,0.0007095019,0.0031064402,0.0,0 days 00:00:30.674620
20,0.0001,0.1,8,250,2000.0,0.717,0.560967179193857,0.017268378,0.052587591111660004,0.03592080242746816,0.0911888,0.0528323,0.0008916812,0.2617515,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:00:44.032662
21,0.0001,0.01,1,250,20.0,0.5446,0.67343827312309,0.0908497,0.08946766704320908,0.1717960820745451,0.13108228,0.056533046,0.042782784,0.33209503,0.827605,0.07774547,0.9187481,0.7287341,0.3547502,0.0679342,0.43966037,0.25726604,0 days 00:00:38.444858
22,0.0001,0.01,3,250,200.0,0.7094,0.6057798253220525,0.05133574,0.08215807378292084,0.10275498101820776,0.08120989,0.05202833,0.00959499,0.2075743,0.9999932,1.7685279e-05,1.0,0.9999097,3.0377958e-05,7.8333986e-05,0.0003985838,0.0,0 days 00:00:32.726422
23,0.0001,0.01,8,250,2000.0,0.7162,0.557747391763741,0.016040131,0.043390121310949326,0.02616129999603218,0.08915863,0.051986758,0.0011421142,0.22837162,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:00:45.436786
24,0.0001,0.001,1,250,20.0,0.5224,0.6731430149160066,0.0905527,0.12357759475708008,0.16529208130349946,0.118249625,0.044233818,0.05295114,0.26432908,0.89775425,0.06994094,1.0,0.80414486,0.25896236,0.1432276,0.40207732,0.0,0 days 00:00:40.364949
25,0.0001,0.001,3,250,200.0,0.7128,0.5966042491446718,0.044509616,0.08500508964061737,0.0949028306793196,0.08767915,0.05561463,0.011374975,0.21803088,0.9999717,6.9274596e-05,1.0,0.99966764,0.000110521396,0.00026799343,0.0012676757,0.0,0 days 00:00:34.584136
26,0.0001,0.001,8,250,2000.0,0.7178,0.5561307071602585,0.014418009,0.046818751841783524,0.025884171890764994,0.09477249,0.059134375,0.0007603881,0.26933917,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:00:47.024032
