,lr,weight_decay,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time
13,0.001,0.01,3,5000,200.0,0.7382,0.5258565019123848,0.0026840207,0.020907621830701828,0.020713651289395788,0.031793278,0.016707558,0.00068692514,0.08938121,0.9998784,0.0002746766,1.0,0.9988325,0.00048536333,0.0010874015,0.0045460113,0.0,0 days 00:06:19.054500
14,0.001,0.01,8,5000,2000.0,0.7276,0.597821267060528,0.053240728,0.12082817405462265,0.1287148312877638,0.14506145,0.0406952,0.06502748,0.2322903,0.92631763,2.5331633e-07,0.9263178,0.9263166,0.24233052,7.865282e-08,0.24233055,0.2423302,0 days 00:08:02.180013
15,0.001,0.001,1,5000,20.0,0.7278,0.5598780234925411,0.01583796,0.07609054446220398,0.06944683253278564,0.024018394,0.005537921,0.0018366992,0.039984908,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:11:14.906531
16,0.001,0.001,3,5000,200.0,0.7364,0.5255927208894896,0.0025894966,0.020251983776688576,0.01763148597397449,0.033192653,0.017233979,0.00080076896,0.08549939,0.9952308,0.009576863,1.0,0.97545606,0.021164386,0.042503454,0.10954524,0.0,0 days 00:07:39.666319
17,0.001,0.001,8,5000,2000.0,0.7266,0.6004679396832072,0.05501588,0.12241768836975098,0.12773375589361022,0.11048462,0.03643069,0.044484157,0.1999891,0.9500645,0.000128885,0.9505763,0.94999915,0.22331804,0.00057623436,0.2236068,0.22102943,0 days 00:07:28.326133
18,0.0001,0.1,1,5000,20.0,0.6912,0.6308145036436973,0.07143241,0.14278572797775269,0.15158526613821816,0.036088716,0.012851299,0.0149881635,0.07215886,0.9999999,2.8503374e-07,1.0,0.9999983,4.1735385e-07,1.1546362e-06,7.0336646e-06,0.0,0 days 00:15:24.251226
19,0.0001,0.1,3,5000,200.0,0.741,0.529800339181996,0.0024292408,0.027946358546614647,0.022588755685440998,0.018450258,0.0062946454,0.005827486,0.043286834,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:10:02.345118
20,0.0001,0.1,8,5000,2000.0,0.7394,0.5264905793630931,0.0040549207,0.021445710211992264,0.017679904315562094,0.030758804,0.017382503,2.4376923e-05,0.09395246,0.99999964,1.0161559e-06,1.0,0.9999941,1.3691581e-06,4.0214095e-06,2.3267212e-05,0.0,0 days 00:07:24.792015
21,0.0001,0.01,1,5000,20.0,0.7124,0.6225303232514061,0.066826515,0.13860663771629333,0.1442839073311312,0.03947038,0.015348832,0.014424413,0.086342625,0.99999976,7.6972526e-07,1.0,0.9999955,1.161505e-06,3.4188574e-06,1.9885381e-05,0.0,0 days 00:14:35.074458
22,0.0001,0.01,3,5000,200.0,0.7412,0.5298880158343182,0.0024112973,0.027526075020432472,0.022582094874396726,0.017304637,0.0052931868,0.0064807045,0.035544977,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:10:13.530107
23,0.0001,0.01,8,5000,2000.0,0.7398,0.5264684990843596,0.003812915,0.0209873728454113,0.01721833612528499,0.03524254,0.019036043,6.596762e-05,0.097663715,1.0,0.0,1.0,1.0,1.1277542e-08,4.0496e-08,2.6656008e-07,0.0,0 days 00:06:56.007063
24,0.0001,0.001,1,5000,20.0,0.7202,0.6187853094898029,0.06498704,0.13667409121990204,0.14056033823599648,0.050840706,0.022136964,0.01734246,0.09921865,1.0,1.4843292e-08,1.0,0.9999999,2.2912857e-08,5.9772184e-08,3.7318412e-07,0.0,0 days 00:14:49.174622
25,0.0001,0.001,3,5000,200.0,0.7408,0.5298699256309112,0.0024480217,0.028130169957876205,0.02281605477591584,0.01899247,0.005731616,0.006026985,0.038183827,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:09:43.945940
26,0.0001,0.001,8,5000,2000.0,0.7386,0.5263224711391602,0.0031655524,0.020133204758167267,0.01661247054886699,0.03347926,0.016405398,0.00015250075,0.10105573,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:06:46.773438
