,lr,weight_decay,annealing_coef,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD
0,0.01,0.1,0.01,1,1000,20.0,0.491,0.7107245869323215,0.109811425,0.07291147857904434,0.21370062832941839,0.26799557,0.017219806,0.23014194,0.28867513,0.49999982,5.967853e-07,0.5,0.4999963,0.28867507,1.11849154e-07,0.28867513,0.28867444
1,0.01,0.1,0.01,3,1000,200.0,0.5294,0.6916694704691172,0.0996623,0.01915602758526802,0.23349768244733643,0.0063036955,0.004692515,0.0014657523,0.081209004,0.50122494,0.0031699233,0.5055436,0.4961641,0.00062626356,0.00018138539,0.00091392174,0.0003184972
2,0.01,0.1,0.01,8,1000,2000.0,,,,,,,,,,,,,,,,,
3,0.01,0.1,0.1,1,1000,20.0,0.6848,0.6239011186442543,0.06342996,0.08441436290740967,0.1449244820873959,0.12302316,0.03459596,0.050633155,0.20642254,0.69205725,0.07039572,0.7613214,0.56970346,0.015175689,0.0029726364,0.022671804,0.012100483
4,0.01,0.1,0.1,3,1000,200.0,0.5056,0.6931150916308326,0.10035744,0.0007446408271789551,0.23696305544485874,0.0017782022,0.0010605879,0.00047909742,0.011253877,0.5062468,0.0019250085,0.5089478,0.50299907,0.00020050157,7.396098e-05,0.00034720713,0.00011093075
5,0.01,0.1,0.1,8,1000,2000.0,0.4944,0.6934962336151984,0.10053476,0.014368683099746704,0.24104750750174353,1.1562074e-07,6.225001e-08,4.8557965e-08,9.777053e-07,0.491252,3.654737e-08,0.4912521,0.49125195,1.2350088e-08,9.429296e-10,1.4646737e-08,1.0542699e-08
6,0.01,0.1,1.0,1,1000,20.0,0.508,0.6898558672362096,0.09846677,0.0018035706598311663,0.23109664485564063,0.268411,0.02205063,0.21158887,0.28867513,0.5627629,0.124068394,0.8138741,0.5,0.2451514,0.08701734,0.28867513,0.06573207
7,0.01,0.1,1.0,3,1000,200.0,0.4944,0.7730681844241764,0.15057407,0.18699699640274048,0.2597946332882864,0.00904884,0.004324308,0.0031860233,0.03512323,0.3234404,0.05379886,0.38410506,0.2512413,0.00097238214,0.00015439777,0.0012801166,0.00070706906
8,0.01,0.1,1.0,8,1000,2000.0,0.4944,0.6931754669791595,0.10039188,0.006743967533111572,0.23949435770025085,6.5308264e-08,3.5724913e-08,2.7844248e-08,6.321777e-07,0.49885443,3.616863e-08,0.49885452,0.49885434,6.9551693e-09,4.1335416e-10,7.930717e-09,6.207107e-09
9,0.01,0.01,0.01,1,1000,20.0,0.4666,0.6935561806293777,0.10044483,0.02645396813750267,0.21835717988719772,0.28236842,0.011246769,0.244583,0.28867513,0.49999988,3.16466e-07,0.5,0.49999797,0.2886751,6.0748796e-08,0.28867513,0.28867474
10,0.01,0.01,0.01,3,1000,200.0,0.7322,0.577968326517616,0.03722433,0.09405723214149475,0.07071164353301357,0.0033570586,0.0013247745,0.0011402126,0.007708169,0.791444,0.08688655,0.9020356,0.6610054,0.0003437956,4.6368772e-05,0.0004503847,0.0002568998
11,0.01,0.01,0.01,8,1000,2000.0,0.5056,0.6933799081958723,0.10053668,0.012148439884185791,0.23604935350527595,1.6292324e-08,8.760329e-09,6.531895e-09,1.4161175e-07,0.5177494,3.927166e-08,0.5177495,0.5177493,1.7386069e-09,1.14008546e-10,1.9844002e-09,1.4994216e-09
12,0.01,0.01,0.1,1,1000,20.0,0.5968,0.656265948170551,0.080112435,0.10382014513015747,0.18461915280928443,0.101325534,0.04051526,0.031720344,0.21130317,0.55993676,0.052734017,0.62311006,0.4932503,0.011590352,0.0024701662,0.015936306,0.0067993654
13,0.01,0.01,0.1,3,1000,200.0,,,,,,,,,,,,,,,,,
14,0.01,0.01,0.1,8,1000,2000.0,0.4944,0.6932700982571635,0.100432165,0.009649932384490967,0.24007397232165167,1.2745226e-08,6.9205663e-09,5.2640434e-09,1.147055e-07,0.4959658,3.7385508e-08,0.4959659,0.49596572,1.3596521e-09,9.8690674e-11,1.5890294e-09,1.1790511e-09
15,0.01,0.01,1.0,1,1000,20.0,,,,,,,,,,,,,,,,,
16,0.01,0.01,1.0,3,1000,200.0,0.494,0.7022608213959789,0.10480912,0.06870356947183609,0.23853995093812774,0.020108785,0.020663707,0.004069543,0.28122526,0.43667936,0.021705959,0.4621845,0.3991954,0.002082224,0.0010385672,0.00417076,0.0008582277
17,0.01,0.01,1.0,8,1000,2000.0,0.4944,0.6935345966902724,0.100552626,0.015019595623016357,0.24118512958397698,1.7630839e-08,9.653844e-09,7.348812e-09,1.5970625e-07,0.49059868,3.847463e-08,0.49059877,0.49059856,1.879641e-09,1.5751901e-10,2.2747537e-09,1.5872089e-09
18,0.01,0.001,0.01,1,1000,20.0,0.5882,0.6790833813014088,0.094435714,0.1156797856092453,0.19867363262882065,0.16745943,0.0323352,0.07851097,0.2305905,0.55537325,0.055526026,0.6419816,0.48928717,0.026248729,0.005223879,0.038552906,0.018408827
19,0.01,0.001,0.01,3,1000,200.0,0.5868,0.6790880725864722,0.0931106,0.061112597584724426,0.21229900169482063,0.009489017,0.0049523995,0.003203412,0.05549574,0.5217295,0.025594039,0.54254574,0.4718689,0.0010071315,0.00015900197,0.0013580131,0.0007503366
20,0.01,0.001,0.01,8,1000,2000.0,,,,,,,,,,,,,,,,,
21,0.01,0.001,0.1,1,1000,20.0,0.4408,0.7340038387842029,0.11325416,0.11216023564338684,0.15062799356689283,0.21372034,0.081272736,0.030354798,0.28867513,0.6941106,0.23514882,0.9920097,0.5,0.12237426,0.13635455,0.28867513,0.006757754
22,0.01,0.001,0.1,3,1000,200.0,0.5608,0.6722986644769336,0.088012636,0.026860110461711884,0.19991472906877827,0.04767816,0.026464991,0.014221157,0.2121225,0.53300416,0.02711299,0.55856806,0.48341927,0.0050438717,0.0014602215,0.008156293,0.0031714845
23,0.01,0.001,0.1,8,1000,2000.0,0.4944,0.693462023004432,0.10051891,0.013738006353378296,0.240919902498625,1.4140985e-08,7.665241e-09,5.769655e-09,1.2417429e-07,0.49186087,3.996679e-08,0.49186093,0.49186075,1.5061727e-09,8.446582e-11,1.6844213e-09,1.3366123e-09
24,0.01,0.001,1.0,1,1000,20.0,0.5174,0.6834784829960668,0.096218504,0.097871795296669,0.21381358858456445,0.16357365,0.036408048,0.07396899,0.23600611,0.55685216,0.05369839,0.6317855,0.4774171,0.02477048,0.006538411,0.03880318,0.017823804
25,0.01,0.001,1.0,3,1000,200.0,0.5848,0.6394163828779615,0.067618616,0.0956389382481575,0.14683582582960442,0.007815347,0.003520032,0.002102553,0.023375228,0.50905377,0.07992305,0.5920898,0.36315665,0.00080107874,0.00020065403,0.0010934534,0.0005002628
26,0.01,0.001,1.0,8,1000,2000.0,0.5056,0.6931334406889598,0.100399524,0.004921317100524902,0.2372872781168444,1.188821e-08,6.2064087e-09,4.9838453e-09,8.507827e-08,0.5105479,5.1418674e-08,0.51054806,0.5105478,1.2718776e-09,7.8187685e-11,1.4447322e-09,1.1138196e-09
27,0.001,0.1,0.01,1,1000,20.0,0.5678,0.6698729929668802,0.08980365,0.1249200776219368,0.19846821780910323,0.21255611,0.022098886,0.13297829,0.24582024,0.73221296,0.13671924,0.9744857,0.5659879,0.03775007,0.006360458,0.050249137,0.024871144
28,0.001,0.1,0.01,3,1000,200.0,0.7298,0.5454313150400935,0.012429962,0.05351901426911354,0.027020725136600234,0.044814717,0.011645322,0.01884249,0.07420129,0.843017,0.07436227,0.9078879,0.70013446,0.004616608,0.00046449323,0.0056168525,0.003703819
29,0.001,0.1,0.01,8,1000,2000.0,,,,,,,,,,,,,,,,,
30,0.001,0.1,0.1,1,1000,20.0,0.538,0.6820642842762407,0.095561,0.08892771601676941,0.19076474936714005,0.20399992,0.05075547,0.08023649,0.2880382,0.62464684,0.15573663,0.9249874,0.48097426,0.0894088,0.1023492,0.28867513,0.01742844
31,0.001,0.1,0.1,3,1000,200.0,0.7326,0.5393156246461392,0.010094915,0.035192299634218216,0.032901875787578326,0.085627146,0.021097165,0.036027256,0.13102746,0.834971,0.0672145,0.9342021,0.7291019,0.009873909,0.0016388606,0.0129768895,0.006513147
32,0.001,0.1,0.1,8,1000,2000.0,0.4944,0.712177373165025,0.11078877,0.09233582019805908,0.2551305822025759,0.052039888,0.023070393,0.016838938,0.15425712,0.41088322,0.006377717,0.41947117,0.4013806,0.0056288033,0.0010044627,0.0074674934,0.0038510119
