,lr,weight_decay,annealing_coef,layers,ntrain,nodes,ACC,ROCAUC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD
49,0.01,0.001,0.1,3,1000,200.0,0.504,,0.691055856983476,0.0987265,0.026621835306286812,0.20140553895344565,0.012308139,0.009986962,0.0028308518,0.11863266,0.5007894,0.037541036,0.53715885,0.43414894,0.0012014208,0.00045044598,0.0019656667,0.0006078635
50,0.01,0.001,0.1,8,1000,2000.0,,,,,,,,,,,,,,,,,,
51,0.01,0.001,0.2,1,1000,20.0,,,,,,,,,,,,,,,,,,
52,0.01,0.001,0.2,3,1000,200.0,0.5198,,0.6976815746449927,0.10288107,0.0662209540605545,0.22602273023834057,0.039885785,0.021131564,0.013976741,0.20611373,0.4530344,0.041423492,0.49935272,0.40007564,0.0042594112,0.00081742916,0.0061251423,0.0030692024
53,0.01,0.001,0.2,8,1000,2000.0,0.5056,,0.6931447543724851,0.100379646,0.005501508712768555,0.23924694355835746,1.01159765e-08,5.3247575e-09,4.118205e-09,7.356957e-08,0.5001094,4.1653887e-08,0.50010943,0.50010926,1.0823052e-09,8.706385e-11,1.2834526e-09,9.2233593e-10
54,0.001,0.1,0.05,1,1000,20.0,0.7316,,0.5951108244259549,0.048570186,0.10940215736627579,0.11617684731592962,0.16187085,0.029932225,0.055154786,0.20414425,0.9034182,0.11602124,0.9975625,0.73386276,0.010017087,0.008291591,0.023903724,0.002431545
55,0.001,0.1,0.05,3,1000,200.0,0.7314,,0.5436244306132023,0.012256701,0.04364022985100746,0.03859518392046521,0.067949906,0.018755963,0.025123732,0.113499634,0.8531401,0.07628162,0.95052874,0.7429136,0.0057966965,0.0007428635,0.0069713057,0.0041112714
56,0.001,0.1,0.05,8,1000,2000.0,0.6834,,0.6644419980039731,0.08572656,0.12665307521820068,0.21125212446560693,0.105369374,0.033605963,0.042375244,0.20916376,0.560443,0.004606408,0.5641921,0.55216694,0.012840572,0.0017490714,0.015750954,0.009133854
57,0.001,0.1,0.1,1,1000,20.0,0.7334,,0.597305650792863,0.051113553,0.11765069514513016,0.12089006602873632,0.17643352,0.02920941,0.058921225,0.21603912,0.9075756,0.08184689,0.99688685,0.7891989,0.013848624,0.008808468,0.026971921,0.0031034832
58,0.001,0.1,0.1,3,1000,200.0,0.7344,,0.5549679415371326,0.01268618,0.06413676589727402,0.053604517323873745,0.06936117,0.019910049,0.016764894,0.122662,0.89400697,0.087192684,0.98460615,0.733116,0.005960997,0.0019038136,0.009349084,0.0027583903
59,0.001,0.1,0.1,8,1000,2000.0,0.734,,0.5388118982111036,0.008702918,0.05074980854988098,0.04283343728145192,0.10686632,0.032493144,0.015626129,0.1603738,0.86196405,0.03295622,0.8984259,0.80947757,0.012147924,0.0015102099,0.015337571,0.009266765
60,0.001,0.1,0.2,1,1000,20.0,0.456,,0.7125831060476313,0.11079723,0.1037934273481369,0.1852678970109446,0.25328395,0.015693842,0.17733477,0.28832236,0.404957,0.19082741,0.50002015,0.020889059,0.23577324,0.106217705,0.28867513,0.020457169
61,0.001,0.1,0.2,3,1000,200.0,0.6228,,0.5892586172477856,0.03762045,0.12023045867681503,0.12667746253942677,0.07824938,0.041106954,0.019970827,0.16914687,0.64571124,0.18254377,0.90892553,0.46118018,0.009545704,0.00484117,0.020261021,0.004409014
62,0.001,0.1,0.2,8,1000,2000.0,0.739,,0.5369249784703523,0.008559892,0.03351418301463127,0.02738852768202851,0.1244532,0.04843686,0.023989288,0.17916273,0.92373866,0.0031753127,0.9269799,0.918499,0.014071841,0.0026314708,0.018725509,0.010477576
63,0.001,0.01,0.05,1,1000,20.0,0.4746,,0.6934687481166656,0.10151402,0.07858550548553467,0.18491140485515423,0.24520916,0.026258448,0.15600646,0.28840277,0.5675659,0.18443416,0.92281884,0.3840569,0.1934049,0.11519228,0.28867513,0.02873071
64,0.001,0.01,0.05,3,1000,200.0,0.7272,,0.5465717498000837,0.011224199,0.046552374958992004,0.021980174040399293,0.06378881,0.018291509,0.023912134,0.11368872,0.827513,0.076633334,0.93275493,0.7001426,0.007343942,0.0011092507,0.00932547,0.0050603584
65,0.001,0.01,0.05,8,1000,2000.0,,,,,,,,,,,,,,,,,,
66,0.001,0.01,0.1,1,1000,20.0,0.477,,0.6941619912334864,0.10127101,0.05030316486954689,0.22401810877432654,0.25082916,0.02088944,0.17657483,0.2886377,0.5052814,0.24539489,0.9533097,0.18731417,0.16966341,0.10652824,0.28867513,0.044168457
67,0.001,0.01,0.1,3,1000,200.0,0.7366,,0.5382907987364188,0.00968365,0.03622601181268692,0.026884681944154006,0.08980359,0.02323521,0.036137674,0.14126603,0.8598284,0.0596499,0.9468621,0.76886827,0.0100452285,0.0021239445,0.014589735,0.0067970706
68,0.001,0.01,0.1,8,1000,2000.0,0.7082,,0.5584027540833466,0.023038331,0.08174225687980652,0.08003019771275649,0.10665184,0.038768545,0.020356864,0.15446205,0.8609911,0.011421903,0.87461466,0.8453086,0.015011902,0.0026811892,0.019037541,0.0094169425
69,0.001,0.01,0.2,1,1000,20.0,0.4894,,0.696765769501468,0.10231487,0.0966128557920456,0.19869942694415876,0.22759375,0.038584106,0.11096804,0.2864784,0.59601426,0.16209793,0.9199017,0.5,0.13800381,0.123728454,0.28867513,0.025454957
70,0.001,0.01,0.2,3,1000,200.0,0.7286,,0.5404081166566806,0.0109950425,0.044529981911182404,0.03693657024686764,0.12329283,0.037417904,0.04805479,0.18878926,0.8701779,0.11887935,0.9971305,0.7182943,0.011756675,0.0061311675,0.02219018,0.0025998866
71,0.001,0.01,0.2,8,1000,2000.0,0.7396,,0.5315027423743716,0.0053688413,0.028407739475369453,0.027300732788421014,0.10282798,0.0344028,0.018984992,0.15439239,0.8737709,0.0129835205,0.89815116,0.8612538,0.012177249,0.0011207325,0.014605084,0.010049766
72,0.001,0.001,0.05,1,1000,20.0,0.4412,,0.7231999304401635,0.11696682,0.15799880027770996,0.16043507680704425,0.22432148,0.028115869,0.12201148,0.28269693,0.4815457,0.33728778,0.9610872,0.016944615,0.08431871,0.102931164,0.28867513,0.016659856
73,0.001,0.001,0.05,3,1000,200.0,0.6392,,0.6523425666712519,0.079590045,0.07819268852472305,0.17924406783690283,0.053447723,0.019650768,0.018341973,0.11653051,0.5975298,0.045627683,0.64471126,0.5174345,0.0061071534,0.0010233913,0.008087063,0.0043064845
74,0.001,0.001,0.05,8,1000,2000.0,0.5514,,0.6791580999768803,0.08805382,0.16286325454711914,0.16313652016257474,0.11808276,0.040336575,0.008150274,0.26083252,0.62421685,0.09234179,0.75338924,0.5435886,0.015618777,0.002631286,0.020184228,0.011473156
75,0.001,0.001,0.1,1,1000,20.0,0.5022,,0.6973362001891583,0.10321593,0.11546057462692261,0.2209393976401312,0.23537222,0.03202362,0.13872539,0.2886315,0.55458075,0.20668706,0.9639036,0.39033478,0.14029403,0.12164102,0.28867513,0.034816135
76,0.001,0.001,0.1,3,1000,200.0,0.6656,,0.5861880273889396,0.03636481,0.06815927475690842,0.09954206024815868,0.06931526,0.02514256,0.021746583,0.13823824,0.65641415,0.16072488,0.90811676,0.49694744,0.007877859,0.0017463487,0.0112956725,0.004625226
77,0.001,0.001,0.1,8,1000,2000.0,0.728,,0.5452506392060976,0.014836118,0.06118303909897804,0.062434811281017764,0.10467703,0.027688306,0.03370686,0.14869215,0.9160271,0.003400004,0.9192347,0.9114363,0.009235088,0.0015359842,0.011444739,0.005924106
78,0.001,0.001,0.2,1,1000,20.0,0.4264,,0.716972390120871,0.11348074,0.0868881344795227,0.201047051231168,0.25348705,0.022873364,0.15415995,0.2886488,0.4024397,0.19587621,0.50000006,0.010246571,0.23334992,0.11107978,0.28867513,0.010142111
79,0.001,0.001,0.2,3,1000,200.0,0.5172,,0.7217373994684866,0.1085676,0.06729242950677872,0.17468527975787948,0.07913773,0.034063004,0.028633442,0.22690542,0.5994954,0.19340739,0.98479104,0.49857384,0.007783391,0.0023647337,0.012177551,0.003755715
80,0.001,0.001,0.2,8,1000,2000.0,0.7324,,0.540947831620644,0.011113935,0.05044268071651459,0.046001130941860174,0.135645,0.046138644,0.04177378,0.19152315,0.90041834,0.008341579,0.9102173,0.8886819,0.015578743,0.0023264366,0.019491445,0.010865289
