,lr,weight_decay,annealing_coef,layers,ntrain,nodes,ACC,ROCAUC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD
0,0.1,0.1,0.05,1,1000,20.0,0.4944,,0.8563469872721055,0.2156843,0.23089717328548431,0.2681703802775366,0.07013245,0.03558805,0.02050947,0.22544155,0.2773684,0.07626133,0.37224045,0.17447951,0.008092775,0.0022838593,0.0116869155,0.004329888
1,0.1,0.1,0.05,3,1000,200.0,0.5708,,0.6730289292288718,0.08931259,0.06764312088489532,0.17705080415716,0.06265808,0.031344153,0.017376348,0.20197004,0.59610605,0.047392655,0.6718274,0.539823,0.008308352,0.0037632578,0.016009403,0.004122556
2,0.1,0.1,0.05,8,1000,2000.0,0.5056,,0.6934636203122871,0.10058088,0.013760864734649658,0.23578681360592674,3.309441e-09,1.7591169e-09,1.3468078e-09,2.6795735e-08,0.5193625,4.390705e-08,0.5193626,0.51936245,3.5286266e-10,2.1276548e-11,4.0353137e-10,3.1401126e-10
3,0.1,0.1,0.1,1,1000,20.0,,,,,,,,,,,,,,,,,,
4,0.1,0.1,0.1,3,1000,200.0,0.5064,,0.6922242942431529,0.099942654,0.013910949230194092,0.232610311294697,0.0014125413,0.0010082008,0.00030323176,0.008776896,0.51950735,0.0026171675,0.5222924,0.5155413,0.00013745727,5.1200223e-05,0.00023258662,6.466594e-05
5,0.1,0.1,0.1,8,1000,2000.0,0.4944,,0.6954696206583185,0.10150891,0.03450930118560791,0.24563103264679736,3.9726942e-07,2.1323153e-07,1.5933978e-07,3.2554012e-06,0.47109175,3.729331e-08,0.47109187,0.4710917,4.233197e-08,2.4627453e-09,4.7553367e-08,3.758114e-08
6,0.1,0.1,0.2,1,1000,20.0,0.7406,,0.5886612713396516,0.045584276,0.10985642671585083,0.11060604667773077,0.16939595,0.02730746,0.06204377,0.20319226,0.9672118,0.029386925,0.99662715,0.92690176,0.008857961,0.0040871887,0.015247095,0.0033614933
7,0.1,0.1,0.2,3,1000,200.0,,,,,,,,,,,,,,,,,,
8,0.1,0.1,0.2,8,1000,2000.0,0.5056,,0.6938361876927731,0.1007723,0.019374966621398926,0.2349011341105921,5.1664202e-08,2.737743e-08,2.1215195e-08,3.963419e-07,0.52497315,3.927166e-08,0.5249732,0.52497303,5.516257e-09,3.166951e-10,6.238538e-09,4.9224793e-09
9,0.1,0.01,0.05,1,1000,20.0,,,,,,,,,,,,,,,,,,
