,lr,weight_decay,annealing_coef,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD
0,0.01,0.1,0.01,1,1000,20.0,0.5608,0.6832776302215003,0.09635853,0.08682040870189667,0.1863570385407431,0.19033982,0.028144302,0.10451063,0.23404881,0.6036682,0.11964576,0.7564323,0.39619282,0.038709857,0.018229512,0.08078207,0.025761254
1,0.01,0.1,0.01,3,1000,200.0,0.5096,0.6924041424262466,0.09991548,0.009115157648921013,0.21959863022675347,0.0016773419,0.0010862409,0.00040833623,0.015439715,0.50447965,0.026162473,0.5328127,0.45849425,0.00017480555,5.660155e-05,0.00026162047,9.242802e-05
2,0.01,0.1,0.01,8,1000,2000.0,0.4944,0.6936531513566518,0.10060838,0.016839146614074707,0.2415827999423964,3.5558806e-08,1.9123153e-08,1.5076006e-08,2.9369437e-07,0.488739,3.793398e-08,0.48873913,0.48873895,3.791748e-09,2.378911e-10,4.3017905e-09,3.340662e-09
3,0.01,0.1,0.1,1,1000,20.0,0.6932,0.6074961410604428,0.054734632,0.12227429449558258,0.13897781627883743,0.13601439,0.029833296,0.058634885,0.19630992,0.79323685,0.14157331,0.99586445,0.59804165,0.014306393,0.0054339296,0.022604313,0.004118484
4,0.01,0.1,0.1,3,1000,200.0,0.5552,0.6795698423778258,0.09202415,0.07899245619773865,0.2013308395073058,0.0047020083,0.0024779402,0.0016167653,0.033427972,0.48676687,0.034018956,0.5293772,0.4328366,0.0004849231,6.512162e-05,0.0006367297,0.00036364666
5,0.01,0.1,0.1,8,1000,2000.0,0.4944,0.6946659711861521,0.10110321,0.02808547019958496,0.24410715497245616,3.7240646e-08,2.0126096e-08,1.4996626e-08,3.0681355e-07,0.47749183,3.9095948e-08,0.4774919,0.4774917,3.9695403e-09,2.6964725e-10,4.5420876e-09,3.4264127e-09
6,0.01,0.1,1.0,1,1000,20.0,0.5478,0.6850491539407464,0.0966371,0.05927993357181549,0.22643884072413273,0.27263102,0.017668217,0.24864712,0.28867513,0.635818,0.16858636,0.8909558,0.5,0.22735608,0.077159844,0.28867513,0.09773636
7,0.01,0.1,1.0,3,1000,200.0,0.5328,0.6994601007361451,0.10502882,0.08625774085521698,0.19137555033972092,0.012697973,0.005918536,0.003997261,0.041490916,0.44034648,0.084272,0.5446938,0.30937973,0.0013814808,0.00028143343,0.0019382462,0.00096952426
8,0.01,0.1,1.0,8,1000,2000.0,0.5056,0.6931745891867644,0.10042395,0.006699979305267334,0.23697723136057686,3.001869e-08,1.6246268e-08,1.2185627e-08,2.594033e-07,0.5123116,4.421956e-08,0.5123117,0.5123115,3.204776e-09,2.8623431e-10,3.8907335e-09,2.6883646e-09
9,0.01,0.01,0.01,1,1000,20.0,0.4976,0.7195281668634399,0.107349545,0.10669969022274017,0.15599019970407316,0.23529844,0.05518137,0.051137406,0.28867513,0.73101056,0.22506881,0.99731314,0.5,0.16275728,0.1317025,0.28867513,0.0026796595
