,lr,weight_decay,annealing_coef,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD
0,0.01,0.1,0.01,1,1000,20.0,0.4978,0.7986901778294929,0.1445472,0.17185433208942413,0.11573974039664098,0.19227144,0.077655464,0.02686939,0.28867513,0.5753661,0.37777224,0.9946988,0.004848515,0.068815716,0.111128844,0.28867513,0.00396464
1,0.01,0.1,0.01,3,1000,200.0,0.5324,0.6795396900863627,0.09287797,0.03804347664117813,0.19617755622377225,0.002746456,0.0014114539,0.00093029963,0.010311393,0.5360397,0.043727905,0.5806369,0.46927506,0.00029882503,8.243772e-05,0.000491809,0.00021056751
2,0.01,0.1,0.01,8,1000,2000.0,,,,,,,,,,,,,,,,,
3,0.01,0.1,0.1,1,1000,20.0,0.5064,0.7604561936733857,0.14459069,0.11907513439655304,0.17512275326063464,0.24516454,0.048552122,0.09236803,0.28867513,0.3443913,0.20232877,0.5,0.0061122584,0.18097287,0.13264632,0.28867513,0.006075012
4,0.01,0.1,0.1,3,1000,200.0,0.6522,0.6268845777721045,0.06277329,0.11366680264472961,0.1732502448767198,0.002886913,0.0011073415,0.00089532323,0.0065504685,0.5791682,0.07677162,0.7038583,0.47684687,0.00032519142,7.1110066e-05,0.00046365627,0.00021564428
5,0.01,0.1,0.1,8,1000,2000.0,0.4944,0.6933151978181612,0.10045213,0.01072847843170166,0.24029866627564261,1.194337e-07,6.426435e-08,4.963968e-08,1.0395823e-06,0.4948592,3.996679e-08,0.49485928,0.49485907,1.2747855e-08,7.8901846e-10,1.4757566e-08,1.1304885e-08
6,0.01,0.1,1.0,1,1000,20.0,0.4208,0.7064898505127541,0.10549934,0.09136337041854858,0.18038624452462027,0.27099627,0.020069912,0.14206526,0.28867513,0.58242565,0.12988275,0.85329586,0.5,0.2550818,0.058161125,0.28867513,0.12655126
7,0.01,0.1,1.0,3,1000,200.0,0.5056,1.0847642610772048,0.19176966,0.3662470877170563,0.3674988066803439,0.0023547627,0.001675563,0.0006109858,0.030716166,0.87228674,0.0014292164,0.87419343,0.8704351,0.00023723597,7.176791e-05,0.00037969436,0.00014824478
8,0.01,0.1,1.0,8,1000,2000.0,0.4944,0.6933690074483752,0.10047635,0.011942565441131592,0.24054163164605924,3.6840046e-08,2.0046832e-08,1.4963677e-08,3.416275e-07,0.49367246,3.3500328e-08,0.49367258,0.49367243,3.9218744e-09,2.3055025e-10,4.4664343e-09,3.4563123e-09
9,0.01,0.01,0.01,1,1000,20.0,0.5422,0.79217908880118,0.1700293,0.18555325269699097,0.14300173592229914,0.09273782,0.041488186,0.027181784,0.21754098,0.5055211,0.2692409,0.90490484,0.1376296,0.013102775,0.005603812,0.025600275,0.006445974
10,0.01,0.01,0.01,3,1000,200.0,0.4944,0.6946357148403386,0.10092467,0.029043367132544518,0.23218037833084892,0.003138895,0.0017865712,0.0010083164,0.02269675,0.47671515,0.013216447,0.4932113,0.45884693,0.0003343156,7.4956784e-05,0.00047867742,0.00022483684
11,0.01,0.01,0.01,8,1000,2000.0,,,,,,,,,,,,,,,,,
12,0.01,0.01,0.1,1,1000,20.0,0.4292,0.6981175390815451,0.10235545,0.0380818247795105,0.2125331830095274,0.21887589,0.08298714,0.054149307,0.28867513,0.47632077,0.029655598,0.5,0.4318966,0.17907937,0.13475083,0.28867513,0.011980699
13,0.01,0.01,0.1,3,1000,200.0,0.4948,1.0559591241144117,0.4649502,0.1271088421344757,0.15086286303921878,0.0053096986,0.003485878,0.00011133674,0.026978571,0.35987404,0.1891193,0.51753896,7.2413613e-06,0.00049680605,0.00030282608,0.0009160606,7.241309e-06
14,0.01,0.01,0.1,8,1000,2000.0,0.4944,0.6945567372112859,0.10104878,0.02710437774658203,0.24387858538141083,1.4501123e-08,7.972618e-09,5.9790706e-09,1.4580712e-07,0.4784788,4.0480302e-08,0.47847888,0.4784787,1.5446561e-09,1.06884404e-10,1.7956469e-09,1.331617e-09
15,0.01,0.01,1.0,1,1000,20.0,0.4644,0.6885582758573048,0.099302605,0.03910467401146889,0.19407135508766007,0.22646497,0.07731877,0.056703195,0.28867513,0.568791,0.0954473,0.7417626,0.5,0.18003488,0.13357906,0.28867513,0.013731847
16,0.01,0.01,1.0,3,1000,200.0,0.4944,0.7167774246220314,0.11350289,0.10785338282585144,0.2670174752961619,0.0035551055,0.0019970331,0.001169986,0.030203596,0.39786822,0.0009675136,0.39911205,0.39631492,0.00037548516,5.5445387e-05,0.00049620034,0.0002736384
17,0.01,0.01,1.0,8,1000,2000.0,0.5056,0.6931177665249268,0.10036969,0.004110574722290039,0.23897078117241688,1.5863884e-08,8.584639e-09,6.6378725e-09,1.472362e-07,0.5015192,4.894912e-08,0.50151926,0.5015191,1.6904098e-09,8.924139e-11,1.8670034e-09,1.5290748e-09
18,0.01,0.001,0.01,1,1000,20.0,0.4144,0.6971429752118894,0.10404639,0.05748886615037918,0.20960253472437693,0.22100003,0.08830097,0.044011965,0.28867513,0.4762635,0.030393101,0.5,0.4272663,0.17803791,0.13602716,0.28867513,0.01094518
19,0.01,0.001,0.01,3,1000,200.0,0.6008,0.6643682644106838,0.08321997,0.09366422891616821,0.2119490581672413,0.0033465715,0.0020146365,0.0007414808,0.010600661,0.5184736,0.027039872,0.55407584,0.4841601,0.0003426425,0.00012412007,0.00053197425,0.0001598081
