,lr,weight_decay,annealing_coef,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD
0,0.01,0.1,0.01,1,1000,20.0,0.517,0.6837482899383626,0.09624278,0.1196136325597763,0.22057636284341642,0.18961938,0.026646286,0.102562405,0.2337453,0.60238856,0.12323886,0.84208894,0.49160323,0.03660637,0.009275622,0.058102198,0.023915768
1,0.01,0.1,0.01,3,1000,200.0,0.5148,0.691928896375122,0.099460535,0.016784971579909325,0.21264389842858145,0.011232936,0.007145632,0.0037691821,0.094400994,0.51086915,0.031156538,0.5407561,0.45394313,0.0011678328,0.00025764754,0.0015978884,0.0008037252
2,0.01,0.1,0.01,8,1000,2000.0,0.4944,0.6938852245328666,0.100719325,0.020004361867904663,0.24226926481833289,5.3188973e-08,2.8927637e-08,2.2092186e-08,4.7776615e-07,0.48559374,3.3908883e-08,0.48559383,0.48559365,5.665059e-09,3.1800618e-10,6.315708e-09,4.991121e-09
3,0.01,0.1,0.1,1,1000,20.0,0.5126,0.6831787015770517,0.09634768,0.14279431104660034,0.1882533485125525,0.20965396,0.019728256,0.12850644,0.23936714,0.6479773,0.21183954,0.98528755,0.4082738,0.035123874,0.010160602,0.05047153,0.01449592
4,0.01,0.1,0.1,3,1000,200.0,0.5148,0.6857247873096214,0.095689036,0.07787641882896423,0.19797174242136606,0.011228383,0.0050349752,0.004131474,0.04923325,0.46409094,0.03287997,0.5167751,0.4195285,0.0012203077,0.00019812278,0.0015953823,0.00095248886
5,0.01,0.1,0.1,8,1000,2000.0,0.5056,0.6936184497025284,0.10066127,0.016353309154510498,0.23537577716221642,5.6598846e-08,3.082769e-08,2.3075826e-08,5.368106e-07,0.52193063,4.2955882e-08,0.52193075,0.5219305,6.0323275e-09,4.017401e-10,6.901957e-09,5.1153894e-09
6,0.01,0.1,1.0,1,1000,20.0,0.5954,0.7050978794785777,0.117489524,0.10381577163934708,0.13712925332596132,0.15918127,0.03535808,0.07346465,0.21846536,0.69391435,0.3190778,0.99527067,0.29980642,0.017747883,0.008470602,0.031855494,0.00470701
7,0.01,0.1,1.0,3,1000,200.0,0.524,0.8182421309160747,0.19966978,0.19290763139724731,0.11048527758696657,0.021174815,0.0107529685,0.003370744,0.08283901,0.5436547,0.21994084,0.7798191,0.27043855,0.0024743131,0.00053520827,0.0034833928,0.0017553873
8,0.01,0.1,1.0,8,1000,2000.0,0.4944,0.6933803205628764,0.10048147,0.012185424566268921,0.2405901542793734,5.065923e-08,2.7097556e-08,2.1421489e-08,4.1231408e-07,0.49343768,3.8295262e-08,0.49343774,0.49343756,5.400724e-09,3.1268205e-10,6.1655365e-09,4.8477764e-09
9,0.01,0.01,0.01,1,1000,20.0,0.734,0.5573472817827669,0.023413638,0.07765607535839081,0.07459641476383042,0.08616012,0.014199049,0.019844446,0.10203356,0.9882437,0.021904934,0.99950755,0.942953,0.0022145708,0.0027570324,0.008470304,0.00049221143
