,lr,weight_decay,p_dropout,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD
0,0.01,0.1,0.2,1,1000,20.0,0.7208,0.5857889266653902,0.029965134,0.08820964395999908,0.08195467988660167,0.07105464714213751,0.03710102217568793,0.004630809998874559,0.1572963077033068,0.9986506210990395,0.0035815960609254256,1.0,0.9742407184652984,0.01323135063138449,0.030164153742039124,0.14716279460906162,0.0
1,0.01,0.1,0.2,3,1000,200.0,0.7132,0.5865774473434343,0.03972553,0.10272835195064545,0.10011136830558609,0.09935687283297752,0.026285987217025113,0.02243637669264372,0.21904983324331237,0.9277328203733152,0.030145822322940528,0.9923141738772392,0.8843045887351036,0.15385627742085037,0.03793220071735064,0.1906769292692259,0.05410577428607061
2,0.01,0.1,0.2,8,1000,2000.0,0.5016,0.6930340563398479,0.1003647,0.009582996368408203,0.23608314122071095,0.05598803971985966,0.02344016264671523,0.006501999438283591,0.13111032586447774,0.4959689281687058,0.006051559493085667,0.515164031535387,0.48326351106166837,0.0587839539906682,0.02352489896210478,0.11143893948225443,0.00703513439080231
3,0.01,0.1,0.3,1,1000,20.0,0.7252,0.5710363330253228,0.02599707,0.0921388640999794,0.08139490126182863,0.07848621795334054,0.043078599684861274,0.0029054099616170124,0.1618072606088412,0.9999203211642229,0.0004492932923766239,1.0,0.9971886873245239,0.0011239868136950259,0.006337931660545204,0.039655682423309684,1.714930427887263e-27
4,0.01,0.1,0.3,3,1000,200.0,0.7154,0.5637724558398609,0.02496471,0.05570998042821884,0.07032389466443638,0.08797522140879177,0.028693036655991638,0.028631828683958863,0.1715605191775674,0.9706974391905734,0.012693938893079137,0.9954597091674805,0.9341223274171352,0.1026444638728313,0.023194078321686344,0.1527164669429802,0.0428764242926059
5,0.01,0.1,0.3,8,1000,2000.0,0.4974,0.6932323165675698,0.10041549,0.007171124219894409,0.23874770857205224,0.01425219924293707,0.0067828825747803445,0.010363319262308558,0.051807329285548286,0.49832176090547675,0.00101241474607013,0.5009106749296188,0.49545835360884666,0.014681718844633943,0.0072779984717717145,0.037596806446920955,0.01093914562818312
6,0.01,0.1,0.5,1,1000,20.0,0.7102,0.5835295106057471,0.03921446,0.12055324018001556,0.12190733606328796,0.09340429779447038,0.05764452972374557,0.002050663631603045,0.21122829434268892,0.9940400256904272,0.005445813335110607,1.0,0.971049518585205,0.05412758763548387,0.035259934119460885,0.14185627996515157,1.5586701035709848e-09
7,0.01,0.1,0.5,3,1000,200.0,0.74,0.5415683325230206,0.010928929,0.0629001334309578,0.05690479145234058,0.1062103575043248,0.03403928783230425,0.018164300886846944,0.19278721434279628,0.9807379739358403,0.00989798895783222,0.9999927976727485,0.9457532336787494,0.10801468083991585,0.03417449127201789,0.1891503134558117,8.129779623137618e-05
8,0.01,0.1,0.5,8,1000,2000.0,0.4944,0.694087213672905,0.1008268,0.02277424931526184,0.24180629001369308,0.019929603696602523,0.006463034589927363,0.015020344781890738,0.0655814335245781,0.4830537045277082,0.0016520328709202093,0.48949175149202345,0.479178428798914,0.02066499726203504,0.007832242888826568,0.05471425954805373,0.015731224235111283
9,0.01,0.01,0.2,1,1000,20.0,0.7132,0.5786685756454142,0.0268775,0.09779265522956848,0.08703247540404627,0.06646941053944415,0.036365713534009254,0.008139051953756008,0.143649862848425,0.9999999952087036,5.085075647615629e-08,1.0,0.9999994206428527,6.757554429319602e-08,7.175492972140116e-07,8.175298081594739e-06,3.671768452403248e-33
