,lr,p_dropout,layers,n_MC_inference,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Delta time,Time
0,0.01,0.1,1,50,5000,20.0,0.7254,0.5650563004430159,0.023636114,0.08857107907533646,0.0815238868962748,0.05727027266110235,0.02871840537914082,0.00976457891684534,0.14064163775020216,0.9999998886952033,9.201285373125924e-07,1.0,0.9999910128116608,7.790626978894493e-07,6.4403636492168395e-06,6.290629273280495e-05,0.0,0 days 00:01:15.566095,1417058.122610132
1,0.01,0.1,1,200,5000,20.0,0.7226,0.5611725108918759,0.021913381,0.08475019037723541,0.07879359552969763,0.06505616923445708,0.03180896414908745,0.012762057286012015,0.15785528037081947,0.9982516109971904,0.0038370573872078236,1.0,0.980614524040973,0.018625421378455232,0.03570076890575335,0.13572027660363334,2.7372251065731927e-31,0 days 00:02:00.787226,1417178.958346583
2,0.01,0.1,1,500,5000,20.0,0.7042,0.5698217332248862,0.026775924,0.103604257106781,0.09953978865256141,0.05485077870874081,0.027875021564391683,0.008776487081148338,0.14777614770448522,0.9997924018264408,0.0006569596159954871,1.0,0.9960085377579136,0.004075378894559225,0.012324624354240392,0.0629841376116819,5.587528390876367e-30,0 days 00:03:07.507548,1417366.511428577
3,0.01,0.1,3,50,5000,200.0,0.7334,0.5355941310629709,0.0071740462,0.044325780123472214,0.04694347028844423,0.06507920707842182,0.03142087171454863,0.00010095884462997114,0.1818660498248631,0.9560428724655738,0.01645002251387139,0.9930072736740112,0.9127460163831711,0.13094617476690232,0.02513329718867846,0.19072746760158674,0.04894908845424651,0 days 00:01:42.619237,1417469.195070932
4,0.01,0.1,3,200,5000,200.0,0.737,0.5280472710260049,0.0034678641,0.03483452647924423,0.029401503802638767,0.07545995710339974,0.034562026937310225,0.0003175119553375362,0.19547777233593802,0.9566674078049567,0.009734319459372328,0.9860849991440773,0.9287609630823135,0.1354432515879103,0.015019156072277193,0.16992268714700373,0.08054509055833935,0 days 00:02:27.257865,1417616.503028474
5,0.01,0.1,3,500,5000,200.0,0.7384,0.5357981801435173,0.0047785635,0.04403845593333244,0.04238306943451244,0.05002729847032987,0.017472628727755072,0.0005696857570923454,0.09592326389908334,0.9990198756870742,0.0014694093923983396,1.0,0.9940702892933041,0.01876478634225633,0.02470518093006389,0.07632230791528505,1.0120294647627693e-28,0 days 00:03:00.630023,1417797.191623551
6,0.01,0.1,8,50,5000,2000.0,0.5066,0.6924247492582619,0.09990904,0.005158662796020508,0.23558696260959516,0.009814659904705526,0.003624335871379021,0.0,0.19214739988105148,0.5112834098980976,0.001428161420737727,0.5141131287813187,0.5068610852956772,0.009710478806889238,0.001134832980389001,0.012792856461274545,0.006070515336943766,0 days 00:01:56.529033,1417914.274957011
7,0.01,0.1,8,200,5000,2000.0,0.735,0.5384180780084493,0.008697783,0.05100312829017639,0.04682005266039123,0.08757290256708686,0.01898394454253153,0.0028308671012243283,0.1304400623943029,0.9945749950139567,0.003856044810995584,1.0,0.9824419015645981,0.049782535721316565,0.024919799628796296,0.10769927661335472,4.981433365650751e-16,0 days 00:03:29.072825,1418123.876400236
8,0.01,0.1,8,500,5000,2000.0,0.5068,0.6922569400446099,0.09976331,0.0008704374777153134,0.23749361550111864,0.003952371286047986,0.001865373210073305,0.003155826534152357,0.05321589137533738,0.5053608538746833,0.00017468163955116882,0.5064388135075569,0.504943097114563,0.003940699433198577,0.001642314041340434,0.022447132520242708,0.0033141038019870975,0 days 00:04:02.146795,1418366.583211799
9,0.01,0.3,1,50,5000,20.0,0.7186,0.5704013643936385,0.028940756,0.10079027712345123,0.09375115678419899,0.0764325331394223,0.04373504870047094,0.004649198782276502,0.19464474139282673,0.999513417623364,0.0025085132585017534,1.0,0.9821709375083446,0.003220472713278302,0.016612699778109273,0.1248034405708313,5.539171214739149e-37,0 days 00:01:27.663964,1418454.286106806
10,0.01,0.3,1,200,5000,20.0,0.7172,0.5736675249562743,0.031227782,0.10780004411935806,0.10131743649949859,0.07909670032482513,0.04292465683797522,0.01110527550460784,0.16281848315239597,0.999059187505525,0.0020491758659062853,1.0,0.9900081103603589,0.012457615246479809,0.026395810255480504,0.09941805062161549,1.0434531125136437e-23,0 days 00:01:45.609485,1418559.950855727
11,0.01,0.3,1,500,5000,20.0,0.7262,0.5713890477854812,0.03062742,0.09708720445632935,0.09048064698090384,0.08053200655725043,0.04280159859966646,0.009834945841165565,0.1528791550815844,0.9994424053667273,0.0010237064464646073,1.0,0.9945857588648797,0.010472626576031131,0.017864714554826085,0.0627203774752329,3.4405072667205084e-25,0 days 00:03:03.981394,1418743.972462195
12,0.01,0.3,3,50,5000,200.0,0.7384,0.5303809617397441,0.008230642,0.019566521048545837,0.01790064392599816,0.07226609223447329,0.029634042715461145,0.009633591357437984,0.1863120982456702,0.9125855101988866,0.020868090897444486,0.9503888952732086,0.8498106122016906,0.1322198800411679,0.009719153485818994,0.15132444913172355,0.10671820391674297,0 days 00:02:57.296823,1418921.331050858
13,0.01,0.3,3,200,5000,200.0,0.7376,0.5369998680890794,0.007523918,0.05755462870001793,0.05672222872192579,0.07679090473207148,0.023706358617692058,0.006902913571508635,0.1531942073305085,0.9586392348764035,0.009881654446899238,0.983118219524622,0.9316943018138408,0.13137819082017915,0.015804350196204933,0.16641508844811156,0.08082314364345837,0 days 00:02:45.217950,1419086.599836603
14,0.01,0.3,3,500,5000,200.0,0.731,0.575645079071226,0.036654238,0.11051079630851746,0.11148155004119108,0.12107719146366039,0.03716654647887272,0.06810135532513642,0.2527651572924336,0.8438783194090925,0.010569799038842902,0.8722803555727004,0.8114905757308006,0.24630547460879756,0.005939413951624857,0.26362299263924127,0.22824083166034773,0 days 00:03:06.495589,1419273.137819001
15,0.01,0.3,8,50,5000,2000.0,0.5062,0.6930791200298019,0.10036894,0.0007091760635375977,0.23780331183781456,0.004452179715930049,0.0055617753654454895,0.0026823101101200817,0.07093596473692187,0.5048799376120935,0.0010105786959424654,0.5065172851085663,0.4956181311607361,0.004515648680539359,0.005879599901659717,0.07092388672998678,0.002957097774183153,0 days 00:00:49.284684,1419322.890424722
