,lr,weight_decay,p_dropout,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD
0,0.01,0.1,0.2,1,1000,20.0,0.7244,0.5733696402826809,0.025436904,0.09519364684820175,0.08421677042057346,0.0660711351204759,0.034521873684002446,0.006304168212859795,0.1360872257726172,0.9999614163250726,0.00043848567719211403,1.0,0.9950003898571231,0.000544289674291949,0.006185601735761917,0.07052818088983454,9.883873732470763e-47
1,0.01,0.1,0.2,3,1000,200.0,0.7354,0.5454445090262338,0.009265608,0.0655217319726944,0.06408455998243372,0.050857295868189385,0.020738902726613585,0.0092728412164065,0.12290664673786153,0.9974328597907264,0.0037353049230869706,1.0,0.9859530144929886,0.026820505519193988,0.035763382020461226,0.10173185405495831,5.5453672330073704e-14
2,0.01,0.1,0.2,8,1000,2000.0,0.4924,0.6941283428086904,0.10070438,0.011441015638411045,0.23861169606556726,0.024811841654727114,0.00642824433690724,0.015523409001404007,0.2071630315195939,0.4956832800049048,0.0017755944150912829,0.4999168705940247,0.49104347079992294,0.024522813364011783,0.0036389958324320928,0.03769749747775663,0.016880111966531334
3,0.01,0.1,0.3,1,1000,20.0,0.7274,0.5709829655284351,0.02759684,0.09326078742742538,0.08652169441392253,0.0878728800118153,0.045155812690373213,0.011630638129387725,0.18159321718131002,0.9992868609687745,0.0017533049818773353,1.0,0.9913512778747827,0.008819170338947628,0.02034678470175303,0.08637205111972648,5.8089495217312894e-30
4,0.01,0.1,0.3,3,1000,200.0,0.724,0.5366394273072644,0.008731377,0.053983062505722046,0.05484622154363969,0.0778014968652748,0.03255424148776277,0.01458503257291901,0.1760372460230082,0.9441468830792806,0.053032403375317144,0.9999999976158143,0.8576316557824611,0.11283795433900382,0.06278265465982923,0.19582819012860916,2.363821490900353e-08
5,0.01,0.1,0.3,8,1000,2000.0,0.4944,0.6933766487845862,0.10048606,0.012100815773010254,0.24015271129717658,0.006984203402946517,0.0058997934978175575,0.00489536782484251,0.04953408431467601,0.4935597067475319,0.0005971139232021806,0.4945630669593811,0.4908500100672245,0.006881885901086929,0.0057055000716673444,0.03530031818494891,0.005097008572596358
6,0.01,0.1,0.5,1,1000,20.0,0.7176,0.5799351267416618,0.036596913,0.11467869579792023,0.11282764118423294,0.09620830597999082,0.058911416607231655,0.0,0.21667848537069667,0.9943903693586114,0.007078765283165325,1.0,0.9682005800306797,0.04776638366795124,0.04612172393640442,0.16627231311899457,7.73917584655913e-15
7,0.01,0.1,0.5,3,1000,200.0,0.7208,0.5586049570867639,0.01861108,0.07921140640974045,0.08222307015208136,0.10657783878666391,0.037489797909848695,0.02467244290775751,0.24002058741697652,0.8141824946528291,0.07126796845897677,0.9339580590047889,0.6673017017733731,0.3576896238614484,0.05401046097734722,0.4523558882271736,0.23149665588408952
8,0.01,0.1,0.5,8,1000,2000.0,0.5052,0.6934839650186154,0.10050445,0.00597229041159153,0.23355289097537824,0.062049306184714305,0.009017625592863836,0.03971786049565273,0.2751101995694901,0.5122323312706385,0.004339398887554363,0.5274761746823787,0.5025448048114777,0.06388470595507878,0.007070126369627641,0.08424823102521577,0.04790229983707241
9,0.01,0.01,0.2,1,1000,20.0,0.7218,0.5736223920849065,0.025905343,0.08378304541110992,0.078424795423053,0.07126499383969509,0.038358494544351834,0.0031633240161968394,0.14637274072342848,0.9999924139563855,8.637782311670948e-05,1.0,0.9990151315927506,0.00010698528297865108,0.0012185097416530352,0.013893259593181965,0.0
10,0.01,0.01,0.2,3,1000,200.0,0.7208,0.5528836984143162,0.015062411,0.07979407161474228,0.07988542531709174,0.08456683471013092,0.04523872667961284,0.0003660977839665554,0.207974783221753,0.9931957324399397,0.0054358664795665056,0.9999998223781585,0.9720963375270366,0.05594407408210879,0.030035013436787515,0.12280028955186686,1.7482917357325683e-06
11,0.01,0.01,0.2,8,1000,2000.0,0.4944,0.693327594327262,0.10046003,0.010888367891311646,0.2402457389902098,0.0011504444607951618,0.006300855611044261,0.0,0.050002757536826814,0.4947040313069638,0.0004908338257070922,0.49724863588809964,0.4922486358880997,0.0013535533877989652,0.006794327424158534,0.03563909928112301,0.0
12,0.01,0.01,0.3,1,1000,20.0,0.7112,0.5759256977457513,0.027477488,0.10323026776313782,0.09272260556628535,0.08234604813048135,0.0464663462939402,0.006198453755133767,0.17715332124514632,0.9997526473080239,0.0009093955845444142,1.0,0.9946636663004756,0.0032540370983660787,0.011970925315668037,0.06968386022219786,3.3495741871913234e-34
13,0.01,0.01,0.3,3,1000,200.0,0.7318,0.5480440399180766,0.017175848,0.05220639333128929,0.06157855907556732,0.11815021825112046,0.05251242143520138,0.0008281941397937458,0.20884770204246156,0.9626240666715907,0.016940800269571787,0.995149727165699,0.9250692111998796,0.1301743309455929,0.03267653376685788,0.18657625943785086,0.044988686794527714
14,0.01,0.01,0.3,8,1000,2000.0,0.494,0.692960243180153,0.1002757,0.0156302060931921,0.23936411560287307,0.022632339632728392,0.015502492023934679,0.01368953193115227,0.42098565446612707,0.4922582623952857,0.0014717322435937883,0.4970985996723175,0.4884078043699265,0.021929210062863594,0.0062690409161456585,0.0527807482738056,0.015737210451192033
15,0.01,0.01,0.5,1,1000,20.0,0.6822,0.594879069817098,0.04309993,0.12420522421598434,0.12487767602314778,0.09304379664606552,0.06121971972539871,0.0,0.23128095126850828,0.9895951120159946,0.0078091511843357275,1.0,0.9696562513709068,0.07439014012139623,0.043293634789839504,0.1614530723736999,1.821299578481889e-14
16,0.01,0.01,0.5,3,1000,200.0,0.7408,0.5364558011329383,0.007220842,0.0556519590318203,0.048109292172618015,0.11254486217431003,0.037252019172613504,0.03286386232919503,0.21266893522942187,0.9749333937095356,0.009757994312762103,0.9928248929977417,0.9437511309232204,0.1209841572879585,0.030248256988799606,0.19481874723284123,0.05824364808304152
17,0.01,0.01,0.5,8,1000,2000.0,0.4942,0.6941197130792538,0.10080663,0.022705702111124992,0.23996195312847923,0.05144001885846785,0.007591508953818165,0.02512619698370394,0.1582433474400294,0.4830642441230325,0.0034659418046820807,0.4926481033861637,0.47454715371131895,0.050562581119001464,0.006626175596543459,0.06785057433382188,0.03267287627171962
18,0.01,0.001,0.2,1,1000,20.0,0.7346,0.5879197811440816,0.026630592,0.09008902311325073,0.07365083129515479,0.06727819837174798,0.032419235696553396,0.002930746910935063,0.14155853563771895,0.9999971765990442,3.2191355079807304e-05,1.0,0.9996329620480537,3.982887539405824e-05,0.0004541150947930279,0.005177709059173514,0.0
19,0.01,0.001,0.2,3,1000,200.0,0.7346,0.5668113578088926,0.028856335,0.08104296028614044,0.0787195544700844,0.11210834905774952,0.03650141258012776,0.05049081332650743,0.22672025377732377,0.9001767071038485,0.013459307865041664,0.9299749921262265,0.8651626080274581,0.20255963424231743,0.01177698356439607,0.23155138262165617,0.16789687221565996
20,0.01,0.001,0.2,8,1000,2000.0,0.5082,0.6931297166009788,0.1003773,0.004694461822509766,0.23822229438533615,0.01569529160479019,0.002293154805944264,0.012554317030217818,0.03929906824606886,0.5008931255684449,0.001115661144652504,0.503455092459917,0.497993473559618,0.01589904017071226,0.0029633716924967403,0.038814363621830224,0.013382690789064063
21,0.01,0.001,0.3,1,1000,20.0,0.709,0.5743176074683755,0.028769562,0.10247604548931122,0.09559104211141894,0.079818385159734,0.046117103423815795,0.004406541170079415,0.18644550602024845,0.9995873731816044,0.0014079507965928982,1.0,0.9917408483475447,0.004781385047555544,0.015017595721063055,0.0721382833227134,2.884659878193243e-32
22,0.01,0.001,0.3,3,1000,200.0,0.731,0.549384716870422,0.013409192,0.05897015333175659,0.06209792442347462,0.089913095849603,0.03853678172581535,0.009021438721223313,0.19069903851856201,0.9359333515579884,0.0358001773869267,0.9886491885781288,0.8480226305127144,0.13988153285154697,0.03627995098749748,0.19808857866574348,0.06637558204374429
23,0.01,0.001,0.3,8,1000,2000.0,0.4946,0.6932145747874895,0.10040743,0.008376836776733398,0.23914740445723365,0.012358039425723756,0.002291842215662863,0.010307076410555003,0.037683167091657456,0.4970956921669153,0.00087682162062455,0.4991562168300152,0.49457966059446334,0.012199877192148791,0.0006068933483377203,0.014279018787062133,0.01052766451924291
