,lr,weight_decay,p_dropout,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD
0,0.01,0.1,0.2,1,1000,20.0,0.735,0.5717274769850447,0.023297114,0.08044075220823288,0.07358892269244025,0.07024424446242904,0.03553521058792846,0.008800315097786669,0.14954119782501138,0.999786354677024,0.0011664151956080145,1.0,0.9899989530825621,0.002644132223370276,0.013711314728168847,0.09949701050151476,6.241775667485569e-41
1,0.01,0.1,0.2,3,1000,200.0,0.7302,0.5572081359412888,0.015942132,0.07747019827365875,0.0741318365069812,0.057057536269453694,0.031897805910423405,0.012702546198945276,0.15935395544693381,0.9897458796088511,0.008672011216159807,0.9999995446205139,0.963525910526514,0.06077932361161695,0.032852959573437,0.12867560802121264,4.301241635022775e-06
2,0.01,0.1,0.2,8,1000,2000.0,0.5048,0.6930740038805964,0.10036551,0.0019396543502807617,0.23792030581941437,0.010650796325535766,0.0077499965846020815,0.00689987475379066,0.050925022615805664,0.5037707223731738,0.0008088396093465052,0.5065997819602489,0.5015254302322865,0.010245353318382921,0.00726643827404335,0.05074316596653585,0.007355109472523482
3,0.01,0.1,0.3,1,1000,20.0,0.7294,0.5785490548166046,0.029475726,0.09043017029762268,0.07624665233304331,0.08401366719795235,0.04216077160031809,0.00666261796643324,0.17357983008820052,0.9993355133553192,0.001770086967036379,1.0,0.9901964704255807,0.008812846378872722,0.0226463100704933,0.09756126358035064,9.93319742571752e-36
4,0.01,0.1,0.3,3,1000,200.0,0.7232,0.5403741195505287,0.008868224,0.048886582255363464,0.053876924756519305,0.06477487160909551,0.025011762109797542,0.015101046622819277,0.15243455442087608,0.9950607901169702,0.004334627584723585,1.0,0.9834387484192848,0.046776244908444925,0.030881335187610697,0.10359460505276376,9.620440182253068e-12
5,0.01,0.1,0.3,8,1000,2000.0,0.4944,0.703604165006582,0.106192455,0.07549290359020233,0.24882747668137384,0.04759090588064729,0.015370284727287822,0.02453985875705678,0.1667922716071339,0.431230084989793,0.009404282173592314,0.44422016337513925,0.4104806925356388,0.04673274672523135,0.015587482662691075,0.08392628196598162,0.03004653371749429
6,0.01,0.1,0.5,1,1000,20.0,0.712,0.5839683814708917,0.036317293,0.10620653629302979,0.09671677144279311,0.09676798665390478,0.05504492090232602,0.0,0.21233003717126325,0.9976416350247768,0.003522507960636626,1.0,0.9771059106290341,0.02593189364828364,0.030828003380927546,0.12904790059930893,1.3128953146663706e-24
7,0.01,0.1,0.5,3,1000,200.0,0.7016,0.5644546616918033,0.023876522,0.07955093681812286,0.08689021983181665,0.10242977346212499,0.03785965730920714,0.03225625461562541,0.20582065984829706,0.9328438243399255,0.03507885895387915,0.9896293437281958,0.8450869027176547,0.20574047698217832,0.05490619230933713,0.3248147217453518,0.09721699039380176
8,0.01,0.1,0.5,8,1000,2000.0,0.5058,0.6938566411721525,0.10069566,0.0075874654576182365,0.23420316501965355,0.04301372339096763,0.018967941909836025,0.020058077878214002,0.23118666664880855,0.5129662640960171,0.0032337432944256925,0.5244731549918652,0.5048720192909241,0.041958920134456124,0.016992507914891552,0.1001314211341091,0.021861668382459468
9,0.01,0.01,0.2,1,1000,20.0,0.72,0.5729875323143048,0.025941724,0.09794338047504425,0.08869932386388608,0.06786419488870511,0.035611187898249866,0.010361517660860225,0.1475812872812384,0.9999999997753365,1.8498598457192498e-09,1.0,0.9999999803304672,3.136715116468497e-09,2.5666857578008664e-08,2.735476308631559e-07,6.144068923307442e-38
