,lr,weight_decay,p_dropout,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Delta time,Time
0,0.01,0.1,0.1,1,5000,20.0,0.7226,0.5679716868036204,0.025689615,0.09637914597988129,0.0865475753139479,0.054002643279340234,0.025336532228039978,0.010532467080498877,0.1121229486638737,0.9999615148205865,0.0004373135599841975,1.0,0.9950137369742151,0.000542619412122616,0.0061690872190732935,0.07033989870676857,2.8559735168062605e-37,0 days 00:00:32.625674,6860211.951147985
1,0.01,0.1,0.1,3,5000,200.0,0.7334,0.5285603068860552,0.004348339,0.028365693986415863,0.028396882525878762,0.034124081973263325,0.016449778456849504,0.0013213196004674143,0.09236592685327807,0.999682342463961,0.001301727813695437,1.0,0.9908164528757334,0.004187531398345688,0.01656516167489918,0.09138453057681437,6.939477715210607e-22,0 days 00:00:43.610892,6860255.582688648
2,0.01,0.1,0.1,8,5000,2000.0,0.7386,0.5418506673302848,0.013928808,0.06845493614673615,0.06303967387715893,0.1009373473908651,0.014563490366348608,0.011733390109661264,0.1616836555558961,0.9555938467773107,0.011401884654943522,0.9864274887740612,0.9270615112781525,0.15246188214118778,0.01949609858522525,0.19706677114134127,0.08566027126826231,0 days 00:01:14.205108,6860330.036968122
3,0.01,0.1,0.3,1,5000,20.0,0.7178,0.5721728509315251,0.03074851,0.10399875044822693,0.09716566041817497,0.0797524553000047,0.042205569637198896,0.010768464157939826,0.16334207380631127,0.9990284163988091,0.0020532956780941443,1.0,0.9891877999901771,0.012647351710356775,0.025125441396257574,0.09622975664815324,1.2220846257222417e-20,0 days 00:00:36.422482,6860366.480110494
4,0.01,0.1,0.3,3,5000,200.0,0.7372,0.5368714749534859,0.006623352,0.0616978257894516,0.05752220448085646,0.06568921027097076,0.019286410731864642,0.018332358675901942,0.12751938451957961,0.9658962019888253,0.008816112169788051,0.9904250413179397,0.9410987766087056,0.11120434952408413,0.014409245999782461,0.14071155972350202,0.06097520514097602,0 days 00:00:39.698957,6860406.197823934
5,0.01,0.1,0.3,8,5000,2000.0,0.5056,0.6930993144277637,0.100361645,0.0006072521209716797,0.23805332557072467,0.004590572640163877,0.001215853208549661,0.0038214229885982325,0.03595238590760312,0.504987784691728,0.0003520415156803951,0.5057728859782219,0.504073578119278,0.00454652896890836,0.00022827156765283207,0.005015021548901626,0.0040394696686923874,0 days 00:00:34.720580,6860441.168906155
6,0.01,0.1,0.5,1,5000,20.0,0.719,0.581735062617465,0.03896282,0.11457367986440659,0.10927226682414838,0.09040140559487347,0.05393113879630351,0.0021622560153167687,0.19235418104657853,0.9944746433380776,0.006391175055998665,1.0,0.9649769283924252,0.04941953981743329,0.04287761000706078,0.17339779996378865,2.0673722072342246e-10,0 days 00:00:32.605021,6860473.903949987
7,0.01,0.1,0.5,3,5000,200.0,0.7272,0.5398556578683407,0.010754549,0.06100556254386902,0.06526757847329209,0.08079677188736437,0.02680991944808474,0.04077471616741519,0.17140739986117776,0.9400705627983394,0.01704581376358991,0.9710190871357918,0.8964235687255859,0.12750180130284364,0.01447275359891507,0.15890439101592013,0.09424201972245737,0 days 00:00:44.308958,6860518.233544037
8,0.01,0.1,0.5,8,5000,2000.0,0.5056,0.6931093448079848,0.10036468,0.0007582306861877441,0.23786003377547094,0.003121549613226167,0.005065487912502,0.0017567244852405822,0.03580789457244012,0.5063846855450134,0.0004969995167106715,0.5090035255253315,0.5038544337451458,0.0035735685553678156,0.006362189924834578,0.03579504735159928,0.001996989308135346,0 days 00:00:38.029162,6860556.512087474
9,0.01,0.01,0.1,1,5000,20.0,0.7218,0.5656112148585584,0.023360817,0.09520582109689713,0.08572056422641108,0.05373408620368719,0.02559230334899296,0.008742641025865118,0.10708161098151595,0.9999956381687752,4.973252771040327e-05,1.0,0.9994329619407654,6.153121934982715e-05,0.0007015638222250603,0.007999058294112347,2.534134529741483e-40,0 days 00:00:36.293941,6860592.825873924
10,0.01,0.01,0.1,3,5000,200.0,0.7374,0.5375647329101028,0.0045039807,0.04851250723004341,0.04211006605479125,0.054030811521035955,0.017926627172114268,0.0018069233145246884,0.11200118569268003,0.9940395243560466,0.004073248193347149,1.0,0.9819921635463834,0.05197218378128066,0.025144753880083196,0.10490028465498628,5.0308828240149774e-34,0 days 00:00:38.373233,6860631.218428179
11,0.01,0.01,0.1,8,5000,2000.0,0.5056,0.6931125914214821,0.1003612,0.0008203983306884766,0.23748160348048042,0.015756501490845183,0.00192323725025952,0.012653338875851529,0.03977794504542032,0.5047766801302249,0.0011408358020073865,0.5078087416291237,0.5011593391001224,0.015688051102921912,0.002225873443543801,0.03881515537728543,0.013142746252715385,0 days 00:00:33.188717,6860664.65844464
12,0.01,0.01,0.3,1,5000,20.0,0.7288,0.5708838294506897,0.029683795,0.09535451978445053,0.08932528437187504,0.07607510054440224,0.041755244921336844,0.004309191875362052,0.1552080327603504,0.9998712887420105,0.0005372135932644728,1.0,0.9969715940952301,0.0017101204689301279,0.007142480792332595,0.04272092253687811,2.6907434594564586e-25,0 days 00:00:30.285505,6860694.96237808
13,0.01,0.01,0.3,3,5000,200.0,0.7364,0.5346086214067725,0.005785527,0.05533416569232941,0.052618991261325576,0.06414708012062532,0.02296339955427174,0.012828638782139043,0.1647245446228384,0.9676449783410017,0.006563676056267826,0.9835646730661393,0.9497493600845337,0.10324262722292665,0.01103750574145511,0.13249980929070887,0.07317272552209064,0 days 00:00:41.966197,6860736.949671439
14,0.01,0.01,0.3,8,5000,2000.0,0.5038,0.6931000457674507,0.10037132,0.002202153205871582,0.23735437111964053,0.022675648242103996,0.0046168718252584725,0.015613149961602422,0.16732544616064948,0.5033681614823066,0.0018325298460288501,0.509410952180624,0.4996126279234886,0.022611679816311257,0.00359869307035751,0.04269297598752308,0.01641590572962083,0 days 00:00:38.042200,6860775.241671627
15,0.01,0.01,0.5,1,5000,20.0,0.7298,0.5755998068748467,0.035927586,0.10544414073228836,0.10039069793333838,0.09336711002011436,0.05466828126594301,0.0013756191433382991,0.19830620477888813,0.9953183088904388,0.004725384141993394,1.0,0.9775886975228787,0.042786568936285144,0.034945293455330734,0.12134029138317096,4.307006737982237e-17,0 days 00:00:31.862562,6860807.124088001
16,0.01,0.01,0.5,3,5000,200.0,0.7292,0.592409185013827,0.046012152,0.1323198676109314,0.13131803507318326,0.1163431730778156,0.04254865464525917,0.0418279563223241,0.22459831533865388,0.9501795664369203,0.015665810234250035,0.9784495262801647,0.9087366121262312,0.1651195371979287,0.024807075392331807,0.2179338793233344,0.10653233918820283,0 days 00:00:25.956748,6860833.099901928
17,0.01,0.01,0.5,8,5000,2000.0,0.5134,0.6923567619988008,0.099968836,0.005037043243646622,0.23629087604840826,0.017983173652924643,0.024989775406324306,0.006073288560881334,0.2650436234387493,0.5016033363302166,0.0055311229718238335,0.508015765696764,0.4781079037487507,0.02261475063448508,0.028399502239146966,0.10992358909072145,0.007239163731492051,0 days 00:00:41.280139,6860874.629939544
18,0.01,0.001,0.1,1,5000,20.0,0.719,0.563953533283857,0.023860436,0.09153144061565399,0.08606009729912112,0.06266458823499572,0.030325546008779458,0.0139517124510867,0.15683859074676826,0.9998190674552553,0.0007507384317314397,1.0,0.9966865122318268,0.0025523673681312493,0.010590467894440863,0.046742492913337,2.6768415301186014e-31,0 days 00:00:34.799725,6860909.449659314
19,0.01,0.001,0.1,3,5000,200.0,0.7328,0.5334312322447563,0.003957021,0.03180117532610893,0.03177495694945174,0.050762766264011196,0.01701013770655253,0.009025306450540834,0.10505432113985111,0.998981727135296,0.0022009785529683574,1.0,0.9904287890903651,0.013459307836849725,0.02796709075669081,0.09523235881488454,1.200748517523952e-22,0 days 00:00:33.660036,6860943.129109717
20,0.01,0.001,0.1,8,5000,2000.0,0.5056,0.6932239095657913,0.1004496,0.00795358419418335,0.23612997119536233,0.011209241768657043,0.002858397031444288,0.0088496959954091,0.03817091661589907,0.5134640497267247,0.0009022359157378968,0.5159890568256378,0.5093679113686085,0.011723151516692497,0.00468468484974109,0.0381277911752086,0.009647513089742701,0 days 00:00:44.559982,6860987.940890574
21,0.01,0.001,0.3,1,5000,20.0,0.7296,0.5718161782322421,0.031515796,0.09748565405607224,0.09080503743996451,0.07654975230367703,0.04237783653221415,0.005010963773013973,0.16333480790991237,0.9994938825185751,0.0014966971042566699,1.0,0.9911518016085029,0.006526696615256039,0.018813470980139663,0.08228671142736024,2.0888884255011813e-22,0 days 00:00:30.175829,6861018.134949983
22,0.01,0.001,0.3,3,5000,200.0,0.735,0.5343461810690621,0.008559457,0.04804910719394684,0.05465228311081956,0.06974510065261895,0.02653855068351256,0.02020701241246656,0.16255471878568034,0.9450727260628572,0.046624493579828306,0.9978772962093353,0.8617409653961658,0.11572951323784754,0.0528841884318493,0.1892550799289731,0.02994371626532048,0 days 00:00:54.420012,6861072.575794824
23,0.01,0.001,0.3,8,5000,2000.0,0.4956,0.6934648750200204,0.100524314,0.008023293688893318,0.23856131191959212,0.013580610632099456,0.010342866422201776,0.009317600243158919,0.2684310933075979,0.49916969268253214,0.0012029294221708173,0.5039943182468414,0.4941653425991535,0.014171211019303322,0.008569656133711768,0.051260567769608405,0.00992563840563809,0 days 00:00:31.623871,6861104.449627715
24,0.01,0.001,0.5,1,5000,20.0,0.7216,0.5817917630717347,0.039387584,0.11987756937742233,0.11349475545396635,0.09075523182964756,0.054361607904966566,0.0019476481645719175,0.1949403051444013,0.9950608816893342,0.0057539807520896975,1.0,0.9743849112093449,0.04503391735112949,0.04055341785153688,0.13471010101292175,3.3141626732345486e-12,0 days 00:00:27.932289,6861132.401675214
25,0.01,0.001,0.5,3,5000,200.0,0.7286,0.5396874807174576,0.010448752,0.06642384827136993,0.06957152739798257,0.08217650671168306,0.02909881715538348,0.04035621648219958,0.1911777090475936,0.9565387494288958,0.00854790199181722,0.9769002315402031,0.9344626072049141,0.11376924087844444,0.010067532325189674,0.13665368781797904,0.0843884875225679,0 days 00:00:42.128868,6861174.549729584
26,0.01,0.001,0.5,8,5000,2000.0,0.5066,0.6930076867598813,0.10032135,0.0032047380227595568,0.23720918398012947,0.005959493729631637,0.006568415389627516,0.0033754322596414956,0.26325190323596986,0.508917728338104,0.00045192953277235553,0.5104576177895069,0.5080181592702866,0.0056829768753322435,0.0010808417118890533,0.00971115348895937,0.0034586666528474016,0 days 00:00:48.626151,6861223.428195451
27,0.001,0.1,0.1,1,5000,20.0,0.7274,0.5665756283868455,0.026383236,0.09059272706508636,0.0850812331091387,0.07508288554496136,0.024665744692876912,0.026816900193300058,0.13984639044725747,0.9995531122161002,0.0014415712129065199,1.0,0.991847311258316,0.006033355252283376,0.01907406071353779,0.08007486973577206,1.0378895883151488e-27,0 days 00:00:41.633028,6861265.079548937
28,0.001,0.1,0.1,3,5000,200.0,0.7354,0.5295755668734975,0.0022124785,0.02368799038231373,0.026510100197024447,0.03491970562966499,0.015184355564990275,0.002850856479830191,0.08164974818506962,0.9999999999862452,1.5683019155924684e-10,1.0,0.9999999982118607,2.2930030032568897e-10,1.8782207711708717e-09,2.1112592866475716e-08,3.7528436716907984e-23,0 days 00:00:26.002258,6861291.103177366
29,0.001,0.1,0.1,8,5000,2000.0,0.731,0.5356736811262184,0.005524553,0.06853611767292023,0.0622893152988393,0.033130683722972766,0.01551252593053558,1.920305514485207e-06,0.06654322610470786,0.999999999830356,9.824494118943635e-10,1.0,0.9999999904632568,2.1935596334973075e-09,1.11233024289051e-08,1.134839014483524e-07,4.8018340558844506e-15,0 days 00:00:40.571217,6861331.924739557
30,0.001,0.1,0.3,1,5000,20.0,0.7274,0.5783877543461147,0.036732912,0.10620996356010437,0.10099235001911949,0.09258994899218999,0.026922096357220007,0.042056693206889054,0.15425654661964122,0.999048214715874,0.00226976511443044,1.0,0.9899235690123623,0.01166949982738303,0.026214150526509977,0.09949834985032203,7.951696706605216e-24,0 days 00:00:47.027619,6861378.972249817
31,0.001,0.1,0.3,3,5000,200.0,0.7368,0.528020242640972,0.0030888852,0.03391110524535179,0.03308617627665009,0.049114502602410154,0.020853565823348907,0.005298482323553219,0.1191783458439202,0.9999999998991305,6.847990426277252e-10,1.0,0.9999999934434891,1.4174175342116821e-09,8.587987738073949e-09,8.343674373914386e-08,9.271974627814631e-18,0 days 00:00:47.374880,6861426.366727993
32,0.001,0.1,0.3,8,5000,2000.0,0.731,0.5335802955075859,0.0043286043,0.056596219539642334,0.047801492804371085,0.05774825142648174,0.02564974013453356,5.067914692365899e-05,0.1127880059425481,0.9999999977625332,7.526318280253293e-09,1.0,0.9999999356269836,2.808918779619327e-08,1.0038165706821865e-07,9.071993102930907e-07,1.567281664703677e-13,0 days 00:00:34.202099,6861460.820370682
