,lr,p_dropout,layers,n_MC_inference,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Delta time,Time
0,0.01,0.1,1,50,250,20.0,0.725,0.5768408791990516,0.0228948,0.08219069987535477,0.07641083557417223,0.07230572990650992,0.03686784999991205,0.0012401216940304716,0.22253763224122988,0.9996868190581982,0.0017615155096129885,1.0,0.9860811161994935,0.0020793195557853596,0.012200375551883573,0.09743218660354615,0.0,0 days 00:00:12.772107,1216187.674518349
1,0.01,0.1,1,200,250,20.0,0.722,0.5671865793314711,0.020499231,0.08241534233093262,0.07728731710722277,0.09096235074099311,0.04241461961432485,0.009053842490823978,0.22556932875695293,0.9961590972002512,0.006241127255931633,1.0,0.9747254572808742,0.033551445113614534,0.04590163604371683,0.15612483432208954,4.378240520429853e-39,0 days 00:00:43.521494,1216231.243704307
2,0.01,0.1,1,500,250,20.0,0.7174,0.5785254058897881,0.019810699,0.08820360153913498,0.07983210709502528,0.07384927541752286,0.03647271679060212,0.007268936290082072,0.16987869728278623,0.9997683755891799,0.0007639104427007779,1.0,0.9960000002525146,0.004566782080552153,0.01428646202829431,0.06311893159004676,3.3528514938916203e-43,0 days 00:01:49.692762,1216340.997226651
3,0.01,0.1,3,50,250,200.0,0.7066,0.5865730100050986,0.033647336,0.07654421776533127,0.07324652156045268,0.09283858526734577,0.06009031726039108,0.0037410009972190365,0.3186292282324163,0.9685705222739622,0.03885416712430832,1.0,0.8455711340904236,0.10374373053939386,0.10611247247735049,0.30902160024606146,0.0,0 days 00:00:13.911541,1216354.945860805
4,0.01,0.1,3,200,250,200.0,0.7096,0.5571400534621651,0.01478714,0.056936636567115784,0.05343038967556859,0.0898231110331435,0.0479139633746613,0.011040841238043294,0.28193674024960014,0.9796266914255056,0.032542586986295405,1.0,0.8830525608360767,0.08577955885960391,0.08884453309516714,0.2898778320111446,1.650328156786172e-28,0 days 00:00:47.370757,1216402.364928846
5,0.01,0.1,3,500,250,200.0,0.702,0.5812862810505199,0.029361544,0.08785056322813034,0.08375374833566676,0.08208178570933297,0.041594939252578816,0.016018361306028683,0.20373170878914867,0.9960647708373861,0.004770566345536511,1.0,0.9808516598790884,0.04231106301026193,0.039884239114377724,0.12768873509851342,2.066951233931077e-19,0 days 00:01:50.573090,1216512.972388832
6,0.01,0.1,8,50,250,2000.0,0.5366,0.6891360743739074,0.09799624,0.04285335913300514,0.22791754886617493,0.10926953325842483,0.032932637545911074,0.040664480760432054,0.2926065471280375,0.5066792178657771,0.020727117308729143,0.5871325399944785,0.46496060414239765,0.13462360530764184,0.04272562266015328,0.22792246156701812,0.04448970863917864,0 days 00:00:22.966569,1216536.490740441
7,0.01,0.1,8,200,250,2000.0,0.4944,0.6934293102014298,0.10044143,0.02004338428378105,0.2408614397901816,0.01899665573889873,0.008100872708076187,0.013023291761696525,0.25131793801314684,0.4858108643694566,0.0014499942418380585,0.4893684786558151,0.4813824586570263,0.01854824632160454,0.006408485162903409,0.04050025560821669,0.014285702390718757,0 days 00:00:58.947258,1216595.925295583
8,0.01,0.1,8,500,250,2000.0,0.5044,0.7913811203490244,0.16237852,0.16830579936504364,0.21634682844241687,0.4517590286615553,0.04964674294924189,0.01763467398071592,0.4999677463601861,0.3783639760933348,0.1194732512179287,0.546,0.16,0.46830456737442155,0.041458090239615365,0.49999828186404477,0.36660605559646536,0 days 00:02:12.526616,1216728.996670285
9,0.01,0.3,1,50,250,20.0,0.7096,0.5859786289882101,0.028579125,0.10004037618637085,0.08640301284005474,0.08859446796670443,0.046274230753523486,0.0015826072008544615,0.20953861706741767,0.9996165328865442,0.0025626541623374965,1.0,0.9801176337525248,0.0026840928584801757,0.017937239381609064,0.1391765666007995,0.0,0 days 00:00:13.683758,1216742.735387082
