,lr,weight_decay,p_dropout,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Delta time,Time
0,0.01,0.1,0.1,1,5000,20.0,0.7196,0.5676787261171551,0.023818994,0.09767076373100281,0.08857557952215503,0.04872970233191322,0.023630184785923707,0.007697949222563204,0.10658558457782871,1.0,0.0,1.0,1.0,1.9101236391523324e-15,1.8214025179738625e-14,2.0611882839769656e-13,2.1116724992271265e-39,0 days 00:00:31.829501,6880586.755603824
1,0.01,0.1,0.1,3,5000,200.0,0.7126,0.5526421185959743,0.015639672,0.04952400177717209,0.048887661170564395,0.09348948474624393,0.05764037289719088,0.014719558295494754,0.3399124353872512,0.9789938249269375,0.025931271579843308,1.0,0.9013245383442251,0.11336561986896528,0.07875010435405479,0.2961816483133687,6.315531785083999e-23,0 days 00:00:35.869712,6880622.645298842
2,0.01,0.1,0.1,8,5000,2000.0,0.506,0.693002382778125,0.10031698,0.001822343678213656,0.23746481025328464,0.005861310631240313,0.0016740777368249385,0.004617667747258889,0.060441258947174045,0.5074596172857744,0.0004688957804503934,0.5081512159109116,0.5040745954215526,0.006028216006199941,0.0026868167544363214,0.03622514527094788,0.005043888248997786,0 days 00:00:41.961213,6880664.85038992
3,0.01,0.1,0.3,1,5000,20.0,0.7176,0.5734196976595045,0.03218472,0.11132525652647018,0.10310813245286772,0.07667890933080082,0.03965889262724874,0.013074917462220548,0.16203195401165593,0.999402804721745,0.002051112633127568,1.0,0.987138988324441,0.006939081504714768,0.02206181824914825,0.10491149335149988,1.3059772553082818e-21,0 days 00:00:32.515925,6880697.385155077
4,0.01,0.1,0.3,3,5000,200.0,0.7334,0.5412279193722106,0.010345782,0.0646701529622078,0.06757871875565107,0.09162087842640573,0.038150208017580775,0.01672611576632444,0.2053975102268926,0.8819358383075397,0.012848782792894383,0.9109865584969521,0.8433089865744114,0.18352270051826536,0.01160276971821713,0.22709013711924733,0.16356697497665276,0 days 00:00:41.187276,6880738.590819379
5,0.01,0.1,0.3,8,5000,2000.0,0.5056,0.693087343509281,0.10036127,0.0024929046630859375,0.23843350215067693,0.004190855074376588,0.001121338204680528,0.00336236337876562,0.03533231775770543,0.5030964985340834,0.00033033365220200555,0.5038762484490872,0.5020905296504498,0.004137465714873753,0.00021452561458510657,0.004644941939808469,0.003393098061196192,0 days 00:00:53.367429,6880792.204016559
6,0.01,0.1,0.5,1,5000,20.0,0.7262,0.5771486647012223,0.035701882,0.10739060491323471,0.10056165670265982,0.08864393652603093,0.05124205395395303,0.0,0.1877394671158129,0.9990912616596771,0.0019792957300813776,1.0,0.9888588127493858,0.010916817631522316,0.02209351372852612,0.09028257230483003,3.661331252314898e-15,0 days 00:00:24.899267,6880817.121215547
7,0.01,0.1,0.5,3,5000,200.0,0.6974,0.6046810488176215,0.051384382,0.15513667464256287,0.15681429798116514,0.108352805833126,0.03397639068149013,0.0406191400607335,0.2234366530641729,0.8961374875164865,0.024742445381652947,0.9517914398014545,0.8459863021224737,0.20613239897091754,0.02034964678075694,0.243610513092985,0.14982909396093946,0 days 00:00:29.733248,6880846.874703294
8,0.01,0.1,0.5,8,5000,2000.0,0.5056,0.6931065298747932,0.10036524,0.0003274679183959961,0.237833977497719,0.004937521236615641,0.0024964950520629157,0.0006561121474244636,0.03952780452864225,0.5058999652484288,0.00038326108499531187,0.506598735153675,0.5042978501319886,0.004971568748351875,0.002158946181649113,0.016460338341773413,0.002075290922814997,0 days 00:00:46.041301,6880893.16036251
9,0.01,0.01,0.1,1,5000,20.0,0.73,0.5645281062909364,0.024047483,0.08452288806438446,0.07990998535563777,0.058545843596245505,0.027741849065105816,0.010964941626191488,0.13074551644901483,0.9999614740518579,0.0004384199684596821,1.0,0.995001175107609,0.000543475351438985,0.006184674747639236,0.07051710299428053,2.4235844164615266e-27,0 days 00:00:31.677989,6880924.881355463
10,0.01,0.01,0.1,3,5000,200.0,0.733,0.5420573361756856,0.006375122,0.05105861648917198,0.050151221587653894,0.045705752531098154,0.02372282163684855,5.3322300204133405e-05,0.12632776411593893,0.9968719291893334,0.0023156619220259704,1.0,0.9878700983524322,0.029142040464134204,0.014428455264449006,0.06384608237204994,1.0650490255592362e-30,0 days 00:00:37.462500,6880962.362539912
11,0.01,0.01,0.1,8,5000,2000.0,0.5062,0.6928461421935223,0.10019976,0.007335953414440155,0.23620288361019992,0.007070396560486921,0.004411759728080343,0.004226608045356913,0.24195957621568828,0.5132389004872395,0.0006050124934974523,0.5163427852094173,0.5120714552700519,0.007223125762014643,0.003501826145360535,0.03508475068329564,0.005791724375860983,0 days 00:00:42.742866,6881005.351563568
12,0.01,0.01,0.3,1,5000,20.0,0.711,0.5732702136759869,0.030349527,0.10875736176967621,0.10207177439441512,0.07147390598978617,0.04122425912272515,0.00417212043051045,0.15696964846957445,0.9998973595358144,0.0006189910050010462,1.0,0.9951746737398207,0.0014470943610093627,0.008732043353228783,0.06806960698390647,1.1208276265980167e-24,0 days 00:00:29.439961,6881034.809271667
13,0.01,0.01,0.3,3,5000,200.0,0.736,0.5342245573081879,0.007528534,0.05509456992149353,0.05447861366448414,0.07396322881814883,0.024513163943793298,0.0011258235091245676,0.14064125779434902,0.9671255808438246,0.007381380890053336,0.9890425628423691,0.9360875436663627,0.10487653586163992,0.011013189983449195,0.1399620552539262,0.06267580326578573,0 days 00:00:39.727318,6881074.556927487
14,0.01,0.01,0.3,8,5000,2000.0,0.5056,0.6930680374420694,0.10035876,0.00020235776901245117,0.238041968036793,0.003331271892706093,0.0017643860497364512,0.002743416814854154,0.03581713852520115,0.5053811320398862,0.0003294028622039457,0.5060017812252045,0.502721039056778,0.003496100720074864,0.002858650684668147,0.0357909041478694,0.002847084890656218,0 days 00:00:41.933087,6881116.734539886
15,0.01,0.01,0.5,1,5000,20.0,0.7094,0.5794126969884222,0.036352504,0.11890462785959244,0.11453926963319609,0.08375414278301284,0.05184615525959058,0.0,0.18472215153943922,0.9986233049803056,0.0024003701150412757,1.0,0.9887970799207687,0.015848798637906166,0.0252676570378516,0.09078281672631373,4.350787323375823e-22,0 days 00:00:33.282077,6881150.036134618
16,0.01,0.01,0.5,3,5000,200.0,0.7334,0.5306505033726593,0.0054361103,0.047795966267585754,0.04802432569151352,0.06826688027240119,0.026981520923709628,0.027884442500390193,0.1525945702458847,0.9747386865690723,0.009561872876397447,0.9950118665397167,0.948924176338478,0.12566100053030152,0.030833683074450634,0.195497721776466,0.036432338756897165,0 days 00:00:48.116655,6881198.172022558
