,lr,weight_decay,p_dropout,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Delta time,Time
0,0.01,0.1,0.1,1,250,20.0,0.7066,0.5801582261393902,0.02496899,0.09843061119318008,0.09224771985819172,0.07925541869650844,0.03870895396619915,0.0016542312665332882,0.21791954421028342,0.9997609215595612,0.0010541160741845336,1.0,0.9949960331022157,0.0033717389932463654,0.014866537831193433,0.0705336798983297,0.0,0 days 00:00:15.744445,6890790.580036207
1,0.01,0.1,0.1,3,250,200.0,0.6952,0.5749631474662857,0.022825463,0.09706367552280426,0.08589975589409078,0.06870094207115213,0.034016637394577984,0.0006796987180591056,0.15854540985159524,0.9995289030026356,0.0014188759532737197,1.0,0.9952494471520186,0.006645641030856243,0.02001570863962207,0.06701479373289024,1.8702758098123004e-28,0 days 00:00:16.945345,6890807.543811497
2,0.01,0.1,0.1,8,250,2000.0,0.5076,0.6922483880241083,inf,0.006549802143126726,0.23463854569051784,0.027025577727328245,0.007323478720575836,0.0,0.1712535373927872,0.5130089427611003,0.0020108895277184315,0.5175616446137429,0.5067624506354332,0.027831270246837764,0.007719877032795765,0.054833786334233185,0.021041623121511602,0 days 00:00:23.663037,6890831.456771506
3,0.01,0.1,0.3,1,250,20.0,0.7076,0.5753788136820315,0.030423664,0.11089862138032913,0.10186106644382309,0.1055101216250981,0.04814848825174372,0.031157211743555742,0.23116335677037664,0.9943962075303698,0.008812529481358577,1.0,0.9664644186604414,0.0422072506716766,0.057595497804821594,0.17612941963240847,3.688482314293247e-37,0 days 00:00:16.188945,6890847.663072639
4,0.01,0.1,0.3,3,250,200.0,0.7304,0.5712653532039099,0.031751134,0.08816871792078018,0.08494969740172455,0.10770300234100985,0.054204940232385236,0.010529507102943248,0.2657480521472771,0.9770419714354972,0.022815646126187732,0.9999999988079071,0.911603267043829,0.11261966777433725,0.058612379592227475,0.24037373776381615,1.3537098645578311e-08,0 days 00:00:16.713610,6890864.395144653
5,0.01,0.1,0.3,8,250,2000.0,0.4962,0.6932961116306251,0.100442715,0.00963619351387024,0.23857783271779848,0.026127013574295244,0.010021358543726894,0.016966603831288098,0.07339790665422574,0.49601122848804186,0.002030018948265771,0.5011617325246334,0.49007263898849485,0.027314983019690566,0.010836621435600817,0.05458718267649204,0.018437024199438674,0 days 00:00:23.373621,6890888.017327626
6,0.01,0.1,0.5,1,250,20.0,0.712,0.5878268819464929,0.040728748,0.11327710002660751,0.10381134281863998,0.10057990303366636,0.05271773155973337,0.013038853083633787,0.20785534015708393,0.9966935814245862,0.0038605637230887525,1.0,0.9780314702447503,0.03481132157046083,0.0334848702411819,0.12983561535390573,7.064365240658894e-19,0 days 00:00:16.004205,6890904.040694458
7,0.01,0.1,0.5,3,250,200.0,0.714,0.5997722833388272,0.05118752,0.09515136480331421,0.10835249117722341,0.1345313771182109,0.06205669003179821,0.0013081962984049268,0.23718176272928326,0.9849055795054256,0.007603201430824262,0.9999924194812775,0.9633403772666547,0.10150963055701025,0.03210334861537214,0.1729872912327244,0.00010627117849718422,0 days 00:00:16.396546,6890920.455674626
8,0.01,0.1,0.5,8,250,2000.0,0.5002,0.6929006201954989,0.10021063,0.0016060397028923035,0.23446725949158498,0.06763983980083633,0.009395119212514718,0.04837976249185771,0.3034078359900463,0.5049127805055333,0.0048972681467250685,0.5220472594350576,0.49448204182088373,0.06664412858272539,0.005975771569607828,0.09308713543788488,0.0543609481055502,0 days 00:00:23.010246,6890943.715176752
9,0.01,0.01,0.1,1,250,20.0,0.7158,0.5790254350044071,0.021854477,0.0714854747056961,0.07058924962391684,0.0804201481314757,0.04371686530084199,0.006097797048332364,0.20919989262430522,0.9995771421395813,0.0015280739751354132,1.0,0.9900048504694132,0.005645505912170304,0.01977267352582283,0.09945049242071209,0.0,0 days 00:00:16.512703,6890960.245389131
