,lr,weight_decay,layers,bias_weight,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time,Time
10,0.01,0.01,1,0.1,1000,20.0,0.4878,0.6972794100344689,0.00113715,0.03136704862117767,0.02719121007919311,0.053400792,0.00854141,0.037597027,0.10363365,0.80237484,0.19217396,0.9999913,0.566498,0.24725468,0.1996529,0.47235525,3.615661e-05,0 days 00:07:38.257340,7703519.45275829
11,0.01,0.01,1,0.2,1000,20.0,0.486,0.6966383319840863,0.0009314681,0.03374283015727997,0.024593281292915343,0.08841039,0.0077626444,0.07636163,0.13196509,0.78906786,0.19539152,0.99994916,0.5179941,0.26124492,0.18239261,0.46143723,0.00022026038,0 days 00:06:52.626375,7703932.238315405
12,0.01,0.01,3,0.5,1000,200.0,0.4914,0.6942488680385305,0.00024195814,0.011376159265637398,0.012190419536828994,0.1697297,0.011378276,0.14953505,0.22791156,0.5677088,0.046766613,0.64829755,0.501963,0.34585965,0.033025272,0.37478182,0.28472564,0 days 00:07:49.322790,7704401.727872908
13,0.01,0.01,3,0.1,1000,200.0,0.491,0.6964119478565869,0.0009527236,0.02684476599097252,0.024534115141630175,0.054100208,0.010769472,0.034317184,0.122525886,0.64001393,0.107384846,0.8242521,0.53561705,0.30091998,0.042488933,0.37001663,0.23759508,0 days 00:07:47.477850,7704869.37389626
14,0.01,0.01,3,0.2,1000,200.0,0.4882,0.6955826691398571,0.0006571206,0.020552588626742363,0.02023700334429741,0.08850915,0.011438758,0.07280805,0.17113613,0.6958278,0.059037656,0.75990826,0.5983651,0.28935406,0.02181158,0.3222362,0.25469422,0 days 00:07:16.047205,7705305.591689042
15,0.01,0.01,8,0.5,1000,2000.0,0.505,0.6932744101837283,0.00018907512,0.007294952869415283,0.012979645782709121,0.2674927,0.009148984,0.24880904,0.31072906,0.5280094,0.019216465,0.5483307,0.49857268,0.36344248,0.011659772,0.38199055,0.34247372,0 days 00:12:56.337200,7706082.09427009
16,0.01,0.01,8,0.1,1000,2000.0,0.5036,0.6933295830981218,0.00013098546,0.0026761472690850496,0.00837598057985306,0.13496035,0.030307766,0.04857683,0.18797961,0.5912822,0.020607576,0.6192316,0.5653127,0.26971442,0.014252376,0.2949104,0.2506343,0 days 00:13:44.559194,7706906.821340422
17,0.01,0.01,8,0.2,1000,2000.0,0.4948,0.7015500725729313,0.003539978,0.054263561964035034,0.048700735098123546,0.258345,0.009458908,0.21496639,0.28652465,0.5611608,0.023286276,0.59841925,0.5276806,0.35033283,0.006506226,0.3610391,0.33974656,0 days 00:13:26.516828,7707713.511468375
18,0.01,0.001,1,0.5,1000,20.0,0.4846,0.6961195271092983,0.0007479523,0.02577165886759758,0.022895840334892274,0.17276984,0.008087941,0.1468279,0.21390149,0.7431025,0.22490141,0.99944574,0.464501,0.2672162,0.20726494,0.479378,0.0016943016,0 days 00:08:22.670697,7708216.352636907
19,0.01,0.001,1,0.1,1000,20.0,0.4888,0.6968104536551843,0.001053992,0.035316720604896545,0.02632396529912949,0.05143103,0.00828232,0.037117396,0.10993454,0.79020756,0.17809379,0.9875045,0.57455224,0.2544169,0.15381348,0.41903928,0.055521917,0 days 00:06:49.589750,7708626.101160326
20,0.01,0.001,1,0.2,1000,20.0,0.4844,0.6969792689614451,0.000982768,0.031302329152822495,0.025593306469917296,0.09143011,0.0071520186,0.077663355,0.13183615,0.71240103,0.20049843,0.9996192,0.45977694,0.33679527,0.17312783,0.47784162,0.0010697164,0 days 00:07:17.527338,7709063.789099788
21,0.01,0.001,3,0.5,1000,200.0,0.485,0.6945231649900055,0.00027705746,0.015496417880058289,0.01348300267457962,0.16910017,0.009947626,0.1555584,0.2255269,0.57224995,0.04655216,0.6315676,0.5113094,0.30273676,0.024846848,0.32921383,0.25470713,0 days 00:08:09.540091,7709553.502387639
22,0.01,0.001,3,0.1,1000,200.0,0.487,0.6963068870688699,0.00089490606,0.026166994124650955,0.0240702856361866,0.05687317,0.013284985,0.03902908,0.1510206,0.6402353,0.046192992,0.7190189,0.5885931,0.30445173,0.036494642,0.36987895,0.25609747,0 days 00:07:05.860754,7709979.531033501
23,0.01,0.001,3,0.2,1000,200.0,0.4982,0.6950863925786375,0.00059818366,0.020783107727766037,0.01925908963084221,0.08880371,0.010232367,0.069795,0.16338372,0.57689625,0.06836948,0.6673781,0.4644534,0.2944052,0.021788018,0.33944842,0.26930657,0 days 00:08:24.868726,7710484.568182469
24,0.01,0.001,8,0.5,1000,2000.0,0.493,0.6945008016318147,0.00039515868,0.024263285100460052,0.018042155492305752,0.31305277,0.0068907817,0.28431082,0.338799,0.48997086,0.05369512,0.53303725,0.38727564,0.40900913,0.014556497,0.42395595,0.3779895,0 days 00:13:10.573533,7711275.305636225
25,0.01,0.001,8,0.1,1000,2000.0,0.4946,0.6935062650963402,6.3903804e-05,0.00996674969792366,0.006935539281368255,0.23486157,0.0025239587,0.2238179,0.2547286,0.57137334,0.022856431,0.59956837,0.53577405,0.33524272,0.007350628,0.3451226,0.31890696,0 days 00:11:56.023959,7711991.491106165
26,0.01,0.001,8,0.2,1000,2000.0,0.4944,0.7095295257888218,0.0073763602,0.08341465145349503,0.07549544773697853,0.24768938,0.011949032,0.20867038,0.29373813,0.44632116,0.038428813,0.5108322,0.40302745,0.36937168,0.013286378,0.38402987,0.34911636,0 days 00:12:30.556222,7712742.211201751
27,0.001,0.1,1,0.5,1000,20.0,0.49,0.6952705591350897,0.00055807893,0.02166961133480072,0.01900817375779152,0.16221754,0.029105663,0.09930437,0.27731064,0.5464882,0.050224047,0.6382603,0.49950486,0.49526337,0.018831229,0.5124776,0.46029073,0 days 00:08:56.214688,7713278.594397112
28,0.001,0.1,1,0.1,1000,20.0,0.4996,0.6957195042328438,0.00081360596,0.026821624487638474,0.022267042469978335,0.049512316,0.011239958,0.035031073,0.122460134,0.675346,0.13756093,0.92420226,0.5553847,0.3884376,0.08305575,0.46790743,0.2273167,0 days 00:06:58.025610,7713696.784562787
29,0.001,0.1,1,0.2,1000,20.0,0.4976,0.6956056745939567,0.0007671156,0.02331342175602913,0.021161130023002624,0.081906386,0.020544374,0.04623444,0.1974845,0.604021,0.06934249,0.74285203,0.5444356,0.4629858,0.02748071,0.49582306,0.40653682,0 days 00:07:55.387164,7714172.337776421
30,0.001,0.1,3,0.5,1000,200.0,0.494,0.6988109876006356,0.002067985,0.041380155831575394,0.03718508086204529,0.17009279,0.02297127,0.12046963,0.2752961,0.60202545,0.15838498,0.8990027,0.47564754,0.45662266,0.077978075,0.5127384,0.30606365,0 days 00:07:37.028208,7714629.536959214
31,0.001,0.1,3,0.1,1000,200.0,0.4964,0.7027726238192276,0.0036882893,0.05304151400923729,0.04880669713020325,0.048779838,0.012161773,0.02852579,0.12489111,0.7316221,0.15699632,0.99999446,0.54170287,0.32476988,0.16693886,0.46237016,1.6556178e-05,0 days 00:07:24.558072,7715074.25588645
32,0.001,0.1,3,0.2,1000,200.0,0.4914,0.7018313880456726,0.0032746936,0.04977989196777344,0.04468923867940902,0.0827057,0.016698806,0.048623852,0.16446327,0.6558683,0.17962012,0.99506825,0.50376284,0.3880479,0.18086109,0.5060246,0.02163877,0 days 00:07:15.898335,7715510.326683416
33,0.001,0.1,8,0.5,1000,2000.0,0.4928,0.6959610684560554,0.0009319259,0.024851467460393906,0.025755952644348146,0.16815656,0.009695178,0.14999147,0.23764254,0.67297363,0.05708478,0.7649854,0.5927399,0.38328707,0.03386716,0.4467763,0.33409205,0 days 00:08:01.626363,7715992.130114397
34,0.001,0.1,8,0.1,1000,2000.0,0.4908,0.6958300428265167,0.0008540015,0.024837717413902283,0.023264054721593857,0.048900414,0.011100697,0.032662902,0.11840595,0.7425745,0.093435444,0.8831914,0.60625446,0.25626826,0.030040942,0.31948382,0.21689016,0 days 00:07:47.360073,7716459.666153203
35,0.001,0.1,8,0.2,1000,2000.0,0.4916,0.6970176270653788,0.0012584468,0.031786032021045685,0.029462165731191634,0.0834417,0.014715218,0.06366197,0.19075054,0.70774615,0.12035682,0.8895391,0.5097185,0.28250015,0.06517762,0.36206695,0.17764665,0 days 00:07:51.995841,7716931.836102107
36,0.001,0.01,1,0.5,1000,20.0,0.505,0.6947066265435179,0.00055117183,0.018218208104372025,0.01840750386714935,0.1612218,0.032168947,0.0913865,0.29149294,0.5293711,0.055804756,0.6410724,0.50002265,0.5021257,0.018601255,0.5129654,0.4640863,0 days 00:08:36.874350,7717448.87031875
37,0.001,0.01,1,0.1,1000,20.0,0.4974,0.6961931568464734,0.0008798494,0.02914745733141899,0.0225192080438137,0.049821068,0.009168832,0.03504512,0.09807599,0.64450485,0.17341791,0.94037086,0.43029237,0.35828704,0.09432437,0.46788132,0.17664707,0 days 00:07:55.687504,7717924.731161793
38,0.001,0.01,1,0.2,1000,20.0,0.4992,0.6959270125281469,0.0008238306,0.025302298367023468,0.022212777680158616,0.08301226,0.014838644,0.05580446,0.16508245,0.6208696,0.15089156,0.88392115,0.4732294,0.4300698,0.07114278,0.49521235,0.2893402,0 days 00:07:31.393335,7718376.286407193
39,0.001,0.01,3,0.5,1000,200.0,0.4944,0.6988956714517837,0.002110228,0.03731083124876022,0.03760769719481469,0.16669929,0.025002697,0.109742515,0.2686121,0.54595417,0.10854663,0.76114815,0.4657208,0.4858611,0.033673953,0.51118636,0.4175227,0 days 00:07:13.811921,7718810.264481919
40,0.001,0.01,3,0.1,1000,200.0,0.4956,0.7026245768252513,0.0035682155,0.048872195184230804,0.047276376229524616,0.051188733,0.012808696,0.0267,0.109145366,0.70031685,0.1848346,0.9999604,0.4876574,0.3340072,0.17365178,0.4711749,0.00011936535,0 days 00:06:32.312919,7719202.745516839
41,0.001,0.01,3,0.2,1000,200.0,0.4964,0.7011511715394283,0.0029801284,0.043976377695798874,0.04314938534498215,0.087427914,0.01975387,0.04420807,0.1777255,0.64817655,0.15613581,0.9541975,0.53119904,0.42343098,0.10945674,0.49451515,0.20019458,0 days 00:06:03.017615,7719565.928065521
42,0.001,0.01,8,0.5,1000,2000.0,0.4866,0.6962521331838055,0.00097066915,0.024753954261541367,0.025610186594724655,0.16857561,0.009195039,0.15178737,0.24452919,0.60602075,0.060141016,0.69215256,0.5336853,0.37750965,0.039965812,0.4461217,0.32031104,0 days 00:07:29.261923,7720015.351635966
43,0.001,0.01,8,0.1,1000,2000.0,0.4932,0.6959455262905502,0.00085080205,0.02524670585989952,0.024161667317152025,0.04934005,0.014781456,0.031280953,0.14473897,0.6334496,0.07183858,0.75937206,0.52578807,0.3323687,0.040358648,0.4140772,0.25671408,0 days 00:06:45.196728,7720420.714598089
44,0.001,0.01,8,0.2,1000,2000.0,0.4908,0.6971468234286377,0.0013028511,0.03160504624247551,0.029370520502328874,0.08480491,0.012631641,0.06642236,0.18008609,0.78616285,0.079498224,0.9236499,0.66023093,0.22763467,0.049044915,0.2810143,0.1328276,0 days 00:06:59.227830,7720840.110434097
45,0.001,0.001,1,0.5,1000,20.0,0.5012,0.6947216516172333,0.0004572362,0.017855390906333923,0.015928322315216063,0.16167302,0.030468054,0.096980415,0.29399306,0.5212895,0.018317671,0.54927963,0.5011101,0.500989,0.0076093725,0.5097619,0.4882247,0 days 00:06:51.436264,7721251.711513003
46,0.001,0.001,1,0.1,1000,20.0,0.5006,0.6963233265569476,0.0010076418,0.025217412039637566,0.024092249912023543,0.04762315,0.014207126,0.025839308,0.1295953,0.59762084,0.1384733,0.8639742,0.47496715,0.43442324,0.080593206,0.49504328,0.27472383,0 days 00:07:38.423114,7721710.301295498
47,0.001,0.001,1,0.2,1000,20.0,0.5038,0.6955511634130428,0.00075926323,0.02522774413228035,0.021161234885454176,0.08245749,0.018230096,0.043375622,0.17067337,0.5990755,0.115415856,0.82892954,0.50652933,0.4588634,0.054852292,0.50220877,0.3445395,0 days 00:07:57.044791,7722187.511773357
48,0.001,0.001,3,0.5,1000,200.0,0.491,0.699438043723853,0.0022689279,0.03854706510901451,0.038797570073604584,0.1674061,0.022489341,0.12674388,0.2679366,0.5908978,0.13207401,0.8455161,0.4835465,0.47101828,0.05712988,0.5127991,0.35422513,0 days 00:07:09.325849,7722617.006235764
49,0.001,0.001,3,0.1,1000,200.0,0.4982,0.7021487941334698,0.0034442109,0.048541583120822906,0.046911690670251846,0.048346333,0.013151747,0.022610527,0.12843926,0.7196602,0.1624492,0.99979085,0.5378535,0.33592176,0.16953401,0.45880914,0.00067232904,0 days 00:06:07.025071,7722984.208461683
50,0.001,0.001,3,0.2,1000,200.0,0.4952,0.7015308640366019,0.0031289589,0.047672901302576065,0.04424295051097869,0.08713805,0.01892423,0.051866323,0.18323645,0.6806691,0.16821085,0.98221207,0.47661012,0.3827187,0.15144077,0.4908073,0.07765239,0 days 00:06:42.457219,7723386.834324782
51,0.001,0.001,8,0.5,1000,2000.0,0.4912,0.6963757264880527,0.0010746119,0.025141283869743347,0.02781130625009537,0.16685493,0.0089574875,0.14971577,0.22037546,0.64038384,0.08948811,0.77651256,0.5321924,0.36635098,0.055567373,0.45374155,0.29746944,0 days 00:08:08.122673,7723875.128401144
52,0.001,0.001,8,0.1,1000,2000.0,0.4876,0.6969261302367741,0.0012192185,0.030217595398426056,0.02815472472310066,0.053232238,0.013227204,0.0385851,0.12925826,0.7310631,0.10137097,0.92201316,0.6208431,0.2821544,0.10234705,0.41558033,0.13906139,0 days 00:07:47.396771,7724342.693495147
53,0.001,0.001,8,0.2,1000,2000.0,0.493,0.6967941830577129,0.0012048064,0.03049468621611595,0.029478294932842253,0.08669197,0.011550413,0.06568193,0.1715329,0.6921624,0.08005179,0.84322035,0.59976375,0.33161604,0.041493896,0.37498742,0.24673033,0 days 00:07:41.872314,7724804.739981208
54,0.0001,0.1,1,0.5,1000,20.0,0.4988,0.6941932968089276,0.00030660714,0.012161526829004288,0.013938093066215514,0.15542747,0.050014548,0.055740006,0.34685543,0.5078182,0.011776579,0.53133875,0.49885565,0.50797004,0.006411539,0.5129891,0.4954322,0 days 00:13:47.181976,7725632.089994147
55,0.0001,0.1,1,0.1,1000,20.0,0.4948,0.6941013696052168,0.0004464689,0.012850768864154816,0.016750914669036863,0.058353197,0.017293014,0.036781013,0.15748231,0.53817034,0.1198724,0.6855127,0.38518783,0.45520234,0.022930898,0.49631795,0.4136118,0 days 00:13:19.622588,7726431.881337745
56,0.0001,0.1,1,0.2,1000,20.0,0.4986,0.6950842129222788,0.0005892716,0.015728138387203217,0.019054259300231934,0.08618999,0.02715217,0.0430911,0.22735132,0.52022356,0.102022946,0.6753098,0.40101132,0.4794834,0.018868247,0.49986228,0.4402144,0 days 00:12:16.954833,7727169.000643844
57,0.0001,0.1,3,0.5,1000,200.0,0.4924,0.6985529304061134,0.0019639092,0.03538360074162483,0.03598708302974701,0.15598084,0.039960496,0.06287745,0.32625377,0.50000983,8.096354e-05,0.5003487,0.49988905,0.5129433,6.984783e-05,0.51298916,0.51263195,0 days 00:07:01.599218,7727590.769501865
58,0.0001,0.1,3,0.1,1000,200.0,0.4938,0.7024490371968182,0.0034875576,0.04978308081626892,0.047313981270790104,0.04525412,0.0118427025,0.020576682,0.1016305,0.64440554,0.18714581,0.9991811,0.49137902,0.38260028,0.18987516,0.50232446,0.0025975786,0 days 00:06:53.270168,7728004.208097283
59,0.0001,0.1,3,0.2,1000,200.0,0.4956,0.7011438938873695,0.0030136316,0.04547305405139923,0.04383108618855476,0.079143256,0.021408247,0.031437367,0.18379454,0.57202035,0.14341623,0.85923165,0.4968392,0.46895298,0.08494169,0.5129299,0.29248536,0 days 00:07:38.105494,7728462.487403982
60,0.0001,0.1,8,0.5,1000,2000.0,0.4974,0.6984791386188279,0.0018510948,0.03703849017620087,0.035374262154102325,0.17229846,0.010615524,0.14400117,0.22589856,0.72822106,0.16958317,0.9470582,0.5023054,0.33790457,0.1330666,0.498151,0.17134821,0 days 00:07:30.155082,7728912.811654682
61,0.0001,0.1,8,0.1,1000,2000.0,0.4926,0.700841069754755,0.002742884,0.045474618673324585,0.043838810557127,0.052111182,0.01298062,0.030254582,0.14607197,0.685226,0.31913933,0.9712861,0.1683002,0.22472732,0.12385264,0.435909,0.09298775,0 days 00:06:25.652153,7729298.638215707
62,0.0001,0.1,8,0.2,1000,2000.0,0.492,0.6993184559482154,0.0021287426,0.04192132502794266,0.03794306815266609,0.089644685,0.0101994565,0.06636164,0.14376672,0.7521955,0.19887951,0.97883,0.44793004,0.29627946,0.14263655,0.4658884,0.071422905,0 days 00:06:41.248549,7729700.06094281
63,0.0001,0.01,1,0.5,1000,20.0,0.5074,0.6935993870520067,0.00025096082,0.010112985037267208,0.011450169104337693,0.15507416,0.052117888,0.05563629,0.36603266,0.50269246,0.0042194594,0.5113058,0.49998483,0.5095306,0.005752119,0.5129886,0.4967568,0 days 00:13:54.947639,7730535.182569551
64,0.0001,0.01,1,0.1,1000,20.0,0.5028,0.6936745680367135,0.00020061972,0.006389028392732143,0.011602124404907228,0.05736139,0.020229682,0.028177142,0.16311882,0.5355618,0.09336289,0.6733161,0.42083573,0.47209054,0.019468457,0.50702167,0.4463777,0 days 00:14:13.914933,7731389.25973492
65,0.0001,0.01,1,0.2,1000,20.0,0.502,0.6939750297891222,0.00035616217,0.008431864902377129,0.01437138376235962,0.08438971,0.03324289,0.035712782,0.23908487,0.51991165,0.06281042,0.6041262,0.41045317,0.4945701,0.015427807,0.5127478,0.46339244,0 days 00:13:48.790032,7732218.22195218
66,0.0001,0.01,3,0.5,1000,200.0,0.4952,0.6981922274991247,0.001801526,0.03630426526069641,0.03453730090260505,0.15863155,0.04135061,0.059835017,0.327548,0.5100191,0.0201155,0.5502332,0.5,0.5124451,0.0010930788,0.51298916,0.5100375,0 days 00:06:40.239011,7732618.629374141
67,0.0001,0.01,3,0.1,1000,200.0,0.4952,0.7024137265875358,0.0034634208,0.048152856528759,0.04673589778542519,0.04379195,0.011472703,0.01927163,0.10037121,0.62555724,0.18824112,0.9999425,0.5111548,0.3759878,0.18852775,0.48181987,0.00011956964,0 days 00:07:11.873999,7733050.671231146
68,0.0001,0.01,3,0.2,1000,200.0,0.496,0.7009827361633164,0.0028678612,0.04462559521198273,0.042575981891155246,0.07981087,0.020673586,0.033965543,0.17900836,0.581965,0.14810845,0.8768884,0.50016487,0.46004897,0.09347218,0.51264733,0.26360634,0 days 00:06:10.476646,7733421.325445182
69,0.0001,0.01,8,0.5,1000,2000.0,0.4938,0.6979139537323173,0.0016559476,0.03397062048316002,0.03398008238077164,0.16791746,0.010069428,0.1431428,0.23219717,0.6275029,0.18492621,0.91020334,0.36188442,0.3912147,0.09346616,0.5081394,0.2281979,0 days 00:07:26.411884,7733867.908297339
70,0.0001,0.01,8,0.1,1000,2000.0,0.4968,0.7012889651051144,0.0030232752,0.047702569514513016,0.046490009754896165,0.05246251,0.012492708,0.030220045,0.14035721,0.76000786,0.23736036,0.98977405,0.35778442,0.22394277,0.15326619,0.42044297,0.018460141,0 days 00:06:44.058468,7734272.144361914
71,0.0001,0.01,8,0.2,1000,2000.0,0.4946,0.7001594116451504,0.0024718558,0.04246904328465462,0.04129173733592033,0.0888709,0.011187319,0.062027577,0.16090198,0.7476463,0.22071224,0.9955721,0.41973257,0.25200018,0.18406388,0.47795498,0.01058177,0 days 00:06:42.133952,7734674.45059369
72,0.0001,0.001,1,0.5,1000,20.0,0.4948,0.6941298221961619,0.00032017552,0.012660082429647446,0.013740352386236191,0.15367632,0.053249143,0.04740691,0.35994452,0.5001017,0.00023416762,0.50095856,0.4999354,0.512875,0.000232995,0.51298916,0.5120176,0 days 00:15:47.464809,7735622.093369017
73,0.0001,0.001,1,0.1,1000,20.0,0.5012,0.6953511327779118,0.0007784528,0.017111700028181076,0.020517668986320493,0.053643,0.019945458,0.028177043,0.19569704,0.59496295,0.110091746,0.7437016,0.46982464,0.46135804,0.034929637,0.49890485,0.39190975,0 days 00:13:38.917622,7736441.180011695
74,0.0001,0.001,1,0.2,1000,20.0,0.4908,0.6946164247285518,0.00041948055,0.011060861870646477,0.015613349974155425,0.08187854,0.029552436,0.030713268,0.24283823,0.52374434,0.0728505,0.62422585,0.42897677,0.4869608,0.014844096,0.51007795,0.46508753,0 days 00:15:06.770265,7737348.127427094
75,0.0001,0.001,3,0.5,1000,200.0,0.4934,0.698476625199245,0.0019474834,0.03706946223974228,0.03600676466822624,0.15728022,0.037333786,0.07078539,0.3138821,0.522851,0.045723315,0.62026566,0.50000006,0.5041759,0.017522257,0.5129891,0.466391,0 days 00:06:39.653588,7737747.959192551
76,0.0001,0.001,3,0.1,1000,200.0,0.4934,0.7024617767086575,0.0034679358,0.046002574265003204,0.04685921905040741,0.044803675,0.013914204,0.018175192,0.123352885,0.62592506,0.17624153,0.98078394,0.5155484,0.39817563,0.16879609,0.4961508,0.049465805,0 days 00:07:06.608435,7738174.739913113
77,0.0001,0.001,3,0.2,1000,200.0,0.4946,0.7008379952621006,0.0028565442,0.04467986524105072,0.04306115481257439,0.079627,0.022864161,0.03019155,0.1897936,0.55666494,0.112844564,0.7839986,0.49951658,0.48733875,0.04956587,0.51290125,0.3800714,0 days 00:07:17.380199,7738612.286170674
78,0.0001,0.001,8,0.5,1000,2000.0,0.497,0.6979668253664326,0.001743541,0.03665795549750328,0.03445521061420441,0.16919303,0.010467086,0.1409285,0.22877936,0.70900035,0.2043345,0.9726516,0.43333292,0.33219808,0.15111144,0.5014166,0.09102606,0 days 00:07:46.145302,7739078.617386706
79,0.0001,0.001,8,0.1,1000,2000.0,0.495,0.7004344602679617,0.0025815256,0.04369054362177849,0.04264270579218865,0.05274887,0.010806338,0.035701912,0.1155612,0.75593615,0.23775075,0.9796845,0.34873617,0.2537527,0.15523061,0.45688772,0.046380598,0 days 00:06:37.487910,7739476.28570293
80,0.0001,0.001,8,0.2,1000,2000.0,0.494,0.6996485964219145,0.0022886875,0.03953511267900467,0.03989175311923027,0.088991895,0.010322134,0.061920937,0.14582504,0.73867166,0.2485338,0.97872484,0.3651322,0.2514114,0.16747163,0.46284133,0.0720326,0 days 00:06:49.344129,7739885.819184814
