,lr,weight_decay,layers,bias_weight,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time,Time
20,0.01,0.001,1,0.2,5000,20.0,0.503,0.6933434977886501,0.00017493307,0.0009887907654047012,0.010274086880683899,0.085149616,0.0043458175,0.075991705,0.114526935,0.42634743,0.23554635,0.71869344,0.009917525,0.2918466,0.1330657,0.43334225,0.028280303,0 days 00:24:40.399637,7782903.386447508
21,0.01,0.001,3,0.5,5000,200.0,0.5106,0.6930250286865086,2.4542358e-05,0.0019236207008361816,0.004343871307373047,0.17132144,0.0013093862,0.16687353,0.1776601,0.47171178,0.06982893,0.5473291,0.35137624,0.26278,0.02583495,0.30050576,0.20891951,0 days 00:26:40.702715,7784504.191567027
22,0.01,0.001,3,0.1,5000,200.0,0.5124,0.693051828084324,7.658255e-05,0.0010405958164483309,0.007218956339359283,0.047274854,0.004335168,0.041784443,0.07994968,0.41568047,0.077678844,0.504099,0.26874262,0.24147403,0.025130643,0.2769088,0.19187808,0 days 00:24:52.292789,7785996.589549469
23,0.01,0.001,3,0.2,5000,200.0,0.5042,0.6930494699522362,4.6351237e-05,0.001718759536743164,0.0054788193285465235,0.08545203,0.0029649714,0.08027684,0.10408752,0.4495252,0.06154667,0.50237006,0.32448167,0.25510418,0.045348052,0.3269956,0.17121045,0 days 00:21:50.268920,7787306.96668817
24,0.01,0.001,8,0.5,5000,2000.0,0.4992,0.6946348085262068,0.000684359,0.024299509823322296,0.02569607948660851,0.19775598,0.0021251766,0.16461483,0.21103056,0.45169365,0.028727137,0.49279565,0.4098341,0.28737164,0.0043435004,0.2983752,0.27796486,0 days 00:39:00.184722,7789647.257075228
25,0.01,0.001,8,0.1,5000,2000.0,0.4942,0.694592757098091,0.0005463767,0.028197364881634712,0.022598398810625076,0.20352712,0.004670301,0.14659466,0.21979977,0.5042444,0.039558608,0.55034673,0.43168107,0.3506182,0.009233843,0.37185982,0.33259058,0 days 00:30:50.117169,7791497.4814706
26,0.01,0.001,8,0.2,5000,2000.0,0.507,0.693116057917635,4.5110588e-05,0.0001450181007385254,0.006040995824337006,0.23860845,0.0030552007,0.21228312,0.24655536,0.44090164,0.011954373,0.46143946,0.42525905,0.29960492,0.006476252,0.3092153,0.28616175,0 days 00:27:57.323900,7793174.909876186
27,0.001,0.1,1,0.5,5000,20.0,0.513,0.6932468182266266,0.00013719668,0.0017914038617163897,0.009321072435379028,0.16320671,0.022575324,0.11350955,0.28192794,0.49073023,0.04568372,0.5512011,0.43335146,0.4989313,0.003923116,0.50601393,0.49027967,0 days 00:27:03.477617,7794798.493641454
28,0.001,0.1,1,0.1,5000,20.0,0.5046,0.6932328405353199,0.00020812874,0.0024440912529826164,0.011421969956159591,0.04830783,0.009057581,0.03309644,0.10581004,0.45188212,0.1669327,0.66591233,0.15315881,0.41349107,0.050940644,0.4658001,0.31529304,0 days 00:20:55.750072,7796054.351922355
29,0.001,0.1,1,0.2,5000,20.0,0.5138,0.6932161231680785,0.00019563193,0.0030973805114626884,0.01117929083108902,0.083147146,0.012596012,0.05529676,0.14200303,0.44537345,0.13510092,0.64300895,0.21192627,0.4484239,0.026017172,0.48252618,0.39755526,0 days 00:24:39.754408,7797534.213882051
30,0.001,0.1,3,0.5,5000,200.0,0.508,0.6930084666016115,0.00025585236,0.007002498954534531,0.011512937498092653,0.16799338,0.008839399,0.15777735,0.22481167,0.41977128,0.16181242,0.6238518,0.1553358,0.44460568,0.064809516,0.51009136,0.3229455,0 days 00:25:57.854953,7799092.173614312
31,0.001,0.1,3,0.1,5000,200.0,0.5028,0.693256149978598,0.00034294382,0.0054997047409415245,0.013200324201583862,0.04600808,0.0067928983,0.029458707,0.085708834,0.39461535,0.22751066,0.7403819,0.013617744,0.32945117,0.13334557,0.44068283,0.059983343,0 days 00:21:01.446311,7800353.724187973
32,0.001,0.1,3,0.2,5000,200.0,0.5014,0.6931654480062133,0.00029433702,0.002964472398161888,0.012299743038415908,0.08336741,0.009415599,0.064605385,0.13874802,0.4294877,0.22701757,0.72460073,0.021235423,0.38193026,0.15541545,0.48975646,0.06466077,0 days 00:23:46.235884,7801780.063355372
33,0.001,0.1,8,0.5,5000,2000.0,0.4982,0.6928775153256688,9.018586e-05,0.002540742978453636,0.007410792911052704,0.17120542,0.004166155,0.15772803,0.20803249,0.361297,0.120667376,0.54773957,0.21119139,0.29267395,0.046860453,0.36898053,0.21601757,0 days 00:25:27.411170,7803307.578732404
34,0.001,0.1,8,0.1,5000,2000.0,0.5132,0.693026681184352,8.3361665e-05,0.00038643318112008274,0.007155023044347764,0.04608664,0.0030154695,0.04145867,0.068261996,0.37255007,0.11328185,0.5209811,0.25026673,0.2392982,0.039427504,0.29546738,0.16939448,0 days 00:25:12.722072,7804820.404943388
35,0.001,0.1,8,0.2,5000,2000.0,0.5022,0.6930815142159445,9.603184e-05,0.0017161921132355928,0.007835113537311554,0.086547926,0.0025628852,0.08210245,0.108909525,0.36031613,0.12705405,0.56544656,0.22018977,0.2759289,0.04108453,0.34163976,0.21394378,0 days 00:22:06.875607,7806147.385073622
36,0.001,0.01,1,0.5,5000,20.0,0.508,0.6931984605935599,0.00010857397,0.002219365444034338,0.008465761715173723,0.1637122,0.01672044,0.12606387,0.23990439,0.46941224,0.10094351,0.63454527,0.35068876,0.47679913,0.006934505,0.4903597,0.4612551,0 days 00:31:33.710932,7808041.203848979
37,0.001,0.01,1,0.1,5000,20.0,0.5122,0.6932433104884834,0.00018392618,0.001773085561580956,0.01069298021197319,0.047346983,0.008212701,0.029503541,0.09766646,0.33817005,0.16624767,0.5552691,0.08513097,0.37646925,0.068367235,0.46231768,0.2530174,0 days 00:26:29.270913,7809630.578992821
38,0.001,0.01,1,0.2,5000,20.0,0.508,0.6931818202322338,0.00014149767,0.0022991441655904055,0.009548845851421357,0.08585505,0.010469816,0.06576017,0.14247873,0.48085922,0.12847546,0.6560701,0.29741746,0.450297,0.019448154,0.4769334,0.4094487,0 days 00:29:38.222787,7811408.905683988
39,0.001,0.01,3,0.5,5000,200.0,0.509,0.6929432829871833,0.00025305423,0.003897543530911207,0.011910238212347032,0.16640563,0.01049875,0.15160027,0.23458514,0.34468386,0.19736528,0.5553408,0.012955678,0.3797019,0.17764251,0.5094109,0.03018099,0 days 00:21:52.806295,7812721.817293954
40,0.001,0.01,3,0.1,5000,200.0,0.5084,0.6933039106109472,0.00032432878,0.0035993573255836964,0.013226951456069946,0.045924608,0.008237622,0.029166983,0.09332949,0.3347346,0.19145337,0.57362163,0.0010444982,0.3331604,0.16731116,0.47059777,0.0025079714,0 days 00:15:55.653267,7813677.57572922
41,0.001,0.01,3,0.2,5000,200.0,0.507,0.6931840776905414,0.0003166913,0.0066511668264865875,0.01311180631518364,0.08362567,0.008379201,0.06874607,0.12522836,0.39161476,0.20566177,0.65194505,0.0188293,0.3709113,0.14358827,0.49062255,0.083350725,0 days 00:19:18.567406,7814836.247895271
42,0.001,0.01,8,0.5,5000,2000.0,0.5138,0.6928903808359627,9.966582e-05,0.0006583756767213345,0.008171861308813096,0.16944955,0.002497061,0.16445667,0.19663537,0.3514899,0.123350814,0.5071639,0.17014179,0.2977536,0.03815672,0.37246734,0.23467048,0 days 00:21:28.095235,7816124.450660161
43,0.001,0.01,8,0.1,5000,2000.0,0.5084,0.693031548080524,7.7509176e-05,0.00040525197982788086,0.007321014302968978,0.04576634,0.0023102206,0.04159636,0.06690971,0.4604889,0.075249955,0.5586548,0.3702205,0.2629081,0.03474891,0.3129407,0.18189731,0 days 00:21:17.864887,7817402.420299477
44,0.001,0.01,8,0.2,5000,2000.0,0.5042,0.693046584875502,8.857107e-05,0.0005072382627986372,0.007393328738212586,0.084876455,0.0026006505,0.08067926,0.10914352,0.39253336,0.11695409,0.5311121,0.24108267,0.26337308,0.034501284,0.31640288,0.20352295,0 days 00:21:56.264110,7818718.791859933
45,0.001,0.001,1,0.5,5000,20.0,0.5106,0.6930196672688319,0.00012639452,0.0037353690713644028,0.008860615837574005,0.16538817,0.019020723,0.122985445,0.25349373,0.47830558,0.06151993,0.58441675,0.40128937,0.48676655,0.019029783,0.5124545,0.45133832,0 days 00:23:21.151076,7820120.050232064
46,0.001,0.001,1,0.1,5000,20.0,0.5064,0.6932554711154184,0.00017530646,0.00473055150359869,0.010195600593090059,0.046039965,0.009856937,0.028020227,0.113296025,0.36121985,0.082749516,0.49444848,0.24142766,0.43544218,0.023375453,0.46898583,0.38885078,0 days 00:22:15.125670,7821455.280693646
47,0.001,0.001,1,0.2,5000,20.0,0.5118,0.6930873909632872,0.00017346277,0.0035307565703988075,0.010452465158700942,0.082817934,0.010133968,0.062241655,0.14212227,0.50758106,0.17588758,0.7424259,0.23426807,0.41987115,0.039668784,0.46995816,0.34990013,0 days 00:29:31.141210,7823226.526283389
48,0.001,0.001,3,0.5,5000,200.0,0.505,0.6930035026864645,0.00028581265,0.0022390158846974373,0.012767467820644378,0.16531499,0.007138302,0.15435232,0.21009085,0.34216157,0.20268679,0.5676662,0.016809564,0.37130302,0.16164528,0.50343215,0.059700616,0 days 00:27:55.561872,7824902.192379271
49,0.001,0.001,3,0.1,5000,200.0,0.5064,0.6932463076430481,0.00035362,0.006239535752683878,0.013382677805423737,0.046546094,0.0066774157,0.032774556,0.082690984,0.3732961,0.22327258,0.6981827,0.0015495105,0.31421202,0.15298995,0.43300906,0.00661374,0 days 00:23:16.369498,7826298.666685482
50,0.001,0.001,3,0.2,5000,200.0,0.513,0.693306828993139,0.00032398105,0.0026187743060290813,0.014192003351449968,0.08195603,0.009579705,0.05909171,0.1304791,0.37980273,0.17390467,0.5594083,0.05472646,0.3957726,0.12572439,0.48237464,0.14259398,0 days 00:20:49.132491,7827547.904575491
51,0.001,0.001,8,0.5,5000,2000.0,0.507,0.6929300824286424,0.000103939405,0.0008895037462934852,0.008127882403135299,0.17107111,0.002328426,0.16530345,0.18809919,0.3475682,0.1838313,0.56451225,0.12271236,0.27416682,0.06090078,0.362974,0.18678784,0 days 00:25:21.101194,7829069.111583579
52,0.001,0.001,8,0.1,5000,2000.0,0.5104,0.6930953449270854,8.31532e-05,0.0008499026298522949,0.006877663671970367,0.044823088,0.001571674,0.039838605,0.05273228,0.42641443,0.06099159,0.50086725,0.31831044,0.24410653,0.023802338,0.28996363,0.18904832,0 days 00:23:55.543097,7830504.759406126
53,0.001,0.001,8,0.2,5000,2000.0,0.516,0.6929488769704524,9.95974e-05,0.0017601336585357785,0.00733687624335289,0.085711375,0.004385769,0.07861357,0.10627308,0.33793116,0.12479895,0.5003022,0.17927669,0.2916416,0.05022489,0.3875497,0.2175244,0 days 00:22:13.529075,7831838.394860958
54,0.0001,0.1,1,0.5,5000,20.0,0.5106,0.6931784394634293,9.394534e-05,0.002709686756134033,0.008018825381994247,0.15171675,0.05108979,0.037807338,0.3570409,0.4996826,0.0006907088,0.50010777,0.4975369,0.5126563,0.0006761144,0.51298916,0.510573,0 days 00:40:56.746850,7834295.246914211
55,0.0001,0.1,1,0.1,5000,20.0,0.4914,0.6936402509542949,0.00015407582,0.00770501047372818,0.009390835440158844,0.055169154,0.013237858,0.033074405,0.127649,0.5950607,0.106707044,0.7466979,0.4338816,0.43665332,0.028265554,0.48998305,0.39231706,0 days 00:38:43.184945,7836618.537768682
56,0.0001,0.1,1,0.2,5000,20.0,0.4914,0.6932309196370192,0.000113917115,0.002693325048312545,0.008899189287424086,0.08212201,0.023186084,0.038159806,0.20283853,0.48733428,0.04106236,0.5502478,0.42243272,0.4718383,0.008602682,0.48553362,0.4539922,0 days 00:41:23.799341,7839102.443536011
57,0.0001,0.1,3,0.5,5000,200.0,0.5002,0.6931387150591312,0.00027952332,0.002934994176030159,0.012489642602205277,0.16303918,0.024773303,0.097265996,0.28175366,0.4650836,0.086489126,0.57102907,0.31275293,0.492123,0.024372881,0.51298064,0.44373053,0 days 00:21:22.601829,7840385.151307832
58,0.0001,0.1,3,0.1,5000,200.0,0.4996,0.6932169534239405,0.00045239273,0.0036285878159105778,0.015274437046051026,0.042821307,0.009907182,0.023224216,0.09890478,0.40290672,0.204641,0.5981,0.0044057467,0.37015212,0.17590187,0.4868783,0.013254058,0 days 00:10:47.768935,7841033.027401217
59,0.0001,0.1,3,0.2,5000,200.0,0.5044,0.6932026650168956,0.00040536304,0.0034738928079605103,0.01500801028609276,0.08042671,0.017445562,0.04357611,0.16348271,0.45148993,0.14991723,0.5995294,0.15943901,0.459198,0.07600073,0.5093856,0.3002496,0 days 00:14:17.258008,7841890.394061231
60,0.0001,0.1,8,0.5,5000,2000.0,0.5036,0.6929316359625586,0.00020231145,0.002063596621155739,0.01073810264468193,0.1697133,0.0023946078,0.16034685,0.18374051,0.3425495,0.22579008,0.6098547,0.040206548,0.29785457,0.10178784,0.43400288,0.13507618,0 days 00:17:58.633136,7842969.134307322
61,0.0001,0.1,8,0.1,5000,2000.0,0.513,0.6928489837937832,0.00021671441,0.0015628340188413858,0.011456045770645143,0.048740495,0.005141355,0.041106604,0.10018387,0.4073803,0.24169198,0.7429224,0.11393474,0.26781034,0.06370211,0.39525515,0.19413173,0 days 00:14:02.121339,7843811.37262131
62,0.0001,0.1,8,0.2,5000,2000.0,0.4986,0.692851603140813,0.00024554375,0.002983352169394493,0.011895123165845869,0.086386636,0.0033282065,0.07985173,0.1232096,0.3895084,0.22938097,0.69650984,0.138096,0.27634272,0.043515526,0.35852432,0.19897306,0 days 00:15:43.200746,7844754.682105937
63,0.0001,0.01,1,0.5,5000,20.0,0.5074,0.6930014572810714,9.662733e-05,0.002609812654554844,0.007977489495277405,0.15339765,0.05015517,0.052310746,0.35768098,0.49000955,0.020054586,0.50003135,0.45000988,0.5124519,0.0010492216,0.51298916,0.5102677,0 days 00:29:32.841300,7846527.628507809
64,0.0001,0.01,1,0.1,5000,20.0,0.5096,0.6933001353374668,0.00018128689,0.0005338518531061709,0.011302683037519455,0.05315127,0.013927167,0.034763254,0.134235,0.41486502,0.10383242,0.55579525,0.29459542,0.4592247,0.016630594,0.48531932,0.42976665,0 days 00:30:37.834498,7848365.567490599
65,0.0001,0.01,1,0.2,5000,20.0,0.5086,0.6933634136027207,0.000116879,0.005322723183780909,0.008193118542432785,0.081819534,0.02511809,0.044230167,0.2421196,0.47676054,0.029718092,0.5034522,0.41981968,0.48101428,0.015808087,0.51061124,0.45743987,0 days 00:30:37.618870,7850203.29189355
66,0.0001,0.01,3,0.5,5000,200.0,0.499,0.693177986714517,0.00031594626,0.002476244466379285,0.013350987684726714,0.1659428,0.021541193,0.109674074,0.27255997,0.4545182,0.12053195,0.5987571,0.23615655,0.48201293,0.034671783,0.5127029,0.4178598,0 days 00:16:24.776835,7851188.173777721
67,0.0001,0.01,3,0.1,5000,200.0,0.5018,0.6932952163521235,0.0005062292,0.004710260778665543,0.016362187379598617,0.044321492,0.008214008,0.026964176,0.085260324,0.3546526,0.20460126,0.6328405,0.00048756832,0.33551782,0.166727,0.4535764,0.0021590919,0 days 00:13:37.341880,7852005.622042411
68,0.0001,0.01,3,0.2,5000,200.0,0.503,0.693268674596612,0.0004009955,0.004777648486196995,0.014399573582410813,0.07848844,0.016270341,0.039210945,0.16104768,0.41633558,0.15424791,0.5337704,0.11292031,0.45201463,0.094760194,0.5099207,0.25575694,0 days 00:13:55.054960,7852840.781888342
69,0.0001,0.01,8,0.5,5000,2000.0,0.5036,0.6928247831868645,0.00019390612,0.0021158773452043533,0.010712910252809524,0.1703266,0.0025174292,0.16373208,0.18897556,0.37609905,0.19811583,0.6200994,0.07789682,0.32826075,0.09434797,0.42334476,0.14289808,0 days 00:15:23.795240,7853764.681705027
70,0.0001,0.01,8,0.1,5000,2000.0,0.5136,0.6927684167890278,0.00021875543,0.0023132762871682644,0.011460356211662293,0.049041938,0.0035037978,0.04058861,0.07923704,0.35904926,0.27943134,0.7024137,0.022354566,0.22660607,0.10277102,0.37654266,0.037716344,0 days 00:15:52.039211,7854716.824873542
71,0.0001,0.01,8,0.2,5000,2000.0,0.509,0.6928399467847257,0.00021180151,0.0013231453485786915,0.011423758137226103,0.08693334,0.00305581,0.08154907,0.11356318,0.4096971,0.25854558,0.7418128,0.10520728,0.28170523,0.051490314,0.3797215,0.20899484,0 days 00:15:44.735976,7855661.667966661
72,0.0001,0.001,1,0.5,5000,20.0,0.5012,0.6931519802420592,9.4735624e-05,0.0027522752061486244,0.007939173924922945,0.15678555,0.045939043,0.057132263,0.34852642,0.4908581,0.019898238,0.5116445,0.45154136,0.50481987,0.008167971,0.5129764,0.48929423,0 days 00:28:42.232357,7857384.005325173
73,0.0001,0.001,1,0.1,5000,20.0,0.5062,0.693123572895372,0.00012611727,0.004587176255881786,0.008971815103292466,0.05248638,0.016052773,0.03105151,0.14806275,0.5444135,0.05191899,0.64782137,0.50318664,0.4852838,0.01334907,0.5079925,0.45872623,0 days 00:30:46.591753,7859230.703793043
74,0.0001,0.001,1,0.2,5000,20.0,0.5044,0.6932662854170638,0.00015847612,0.008103476837277412,0.00949903697371483,0.081322916,0.026509637,0.03929475,0.21983202,0.5443026,0.04308214,0.6284376,0.5039433,0.4876998,0.017237805,0.509034,0.45403963,0 days 00:33:36.064983,7861246.876630678
75,0.0001,0.001,3,0.5,5000,200.0,0.5102,0.6930797877993446,0.00029898205,0.004923502914607525,0.01298316594362259,0.16191144,0.020736089,0.106334336,0.27036253,0.43486187,0.12105045,0.54542804,0.20085683,0.47936764,0.036981173,0.5127875,0.4078224,0 days 00:21:16.377115,7862523.358961481
76,0.0001,0.001,3,0.1,5000,200.0,0.5024,0.6932274290575873,0.0004577172,0.005591869354248047,0.015155551230907439,0.043525085,0.009606932,0.02435581,0.098047875,0.41462046,0.21297495,0.6549124,0.011714238,0.3674866,0.15605347,0.4723007,0.05196426,0 days 00:12:29.919466,7863273.384406321
77,0.0001,0.001,3,0.2,5000,200.0,0.5012,0.6933551357463595,0.00045847753,0.004192410036921501,0.01570835130214691,0.081243545,0.0148821175,0.045065448,0.163937,0.39122373,0.19379619,0.5197159,0.0044446127,0.40296978,0.19186361,0.5114446,0.012958708,0 days 00:14:35.774768,7864149.266626121
78,0.0001,0.001,8,0.5,5000,2000.0,0.501,0.6929026090938541,0.00020648469,0.0034979081247001886,0.010954692840576171,0.17060205,0.0020363848,0.16361755,0.18302348,0.40391016,0.23595358,0.7230486,0.08017904,0.30559194,0.07460638,0.3794855,0.1513888,0 days 00:13:26.003607,7864955.376355941
79,0.0001,0.001,8,0.1,5000,2000.0,0.5032,0.6929569097703714,0.00017802353,0.0016022927593439817,0.010142265903949739,0.046902537,0.0050407075,0.03936449,0.092259504,0.44746885,0.24669044,0.78545904,0.14379278,0.25653306,0.06011132,0.37190378,0.17975195,0 days 00:13:02.246037,7865737.729573155
80,0.0001,0.001,8,0.2,5000,2000.0,0.502,0.6927620752248649,0.00021598315,0.0017963985446840525,0.011091878598928451,0.08528105,0.0033904836,0.0731743,0.11889196,0.3843564,0.2479107,0.7233842,0.10736594,0.2479008,0.07234196,0.39388627,0.1557273,0 days 00:14:29.115516,7866606.950541494
