,lr,weight_decay,layers,bias_weight,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time,Time
13,0.01,0.01,3,0.1,250,200.0,0.505,0.7178694821891588,0.014024682,0.0764918252825737,0.08630222251415254,0.08194984,0.032441206,0.02158558,0.19865073,0.57839906,0.35118046,0.97268105,0.12546396,0.2684865,0.10535695,0.40667075,0.1221733,0 days 00:02:30.529090,7687002.111500811
14,0.01,0.01,3,0.2,250,200.0,0.5048,0.7066940282539954,0.008403526,0.06289026141166687,0.0676547631919384,0.100066185,0.031718936,0.040953036,0.23470542,0.58709526,0.27616912,0.87402856,0.24802855,0.32310557,0.06326696,0.38465092,0.23208372,0 days 00:02:19.350366,7687141.628623666
15,0.01,0.01,8,0.5,250,2000.0,0.5056,0.7140931803563849,0.009524877,0.09541609138250351,0.10101629164218903,0.39493194,0.0174092,0.35985607,0.4506776,0.6309542,0.03653268,0.6805993,0.5805979,0.44917,0.012912326,0.46955168,0.43285787,0 days 00:04:35.974873,7687417.766131007
16,0.01,0.01,8,0.1,250,2000.0,0.5036,0.7024898560436051,0.00490698,0.05627966672182083,0.06232920838594437,0.2841327,0.02253476,0.24426675,0.3469655,0.62281716,0.09453054,0.7507325,0.5123827,0.37063357,0.037914876,0.4120014,0.30409423,0 days 00:05:23.149280,7687741.078400991
17,0.01,0.01,8,0.2,250,2000.0,0.5144,0.6935453982850286,0.0012838623,0.02128971368074417,0.02993149039745331,0.34658867,0.010679006,0.32524508,0.37788132,0.55389464,0.049852,0.62282336,0.49552488,0.42807868,0.007058202,0.44001225,0.41842353,0 days 00:05:08.835670,7688050.07938027
18,0.01,0.001,1,0.5,250,20.0,0.5038,0.7011736799728293,0.005059537,0.04701440781354904,0.05555516493916512,0.16466057,0.011742458,0.13527775,0.21649183,0.82655907,0.20386934,0.99951285,0.4966565,0.21129411,0.1925637,0.46437067,0.0019498656,0 days 00:02:44.124639,7688214.370721189
19,0.01,0.001,1,0.1,250,20.0,0.5046,0.7078424742180903,0.008922896,0.06205778568983078,0.07036689840853214,0.059062745,0.010609581,0.0390289,0.11184165,0.81718624,0.21123703,1.0,0.49119416,0.21610717,0.18814784,0.46508667,0.0,0 days 00:02:18.098028,7688352.629749725
20,0.01,0.001,1,0.2,250,20.0,0.5038,0.7052467466357881,0.0074961535,0.06013302505016327,0.06593894324898719,0.08335296,0.010654483,0.060793273,0.14510691,0.80059856,0.22546206,0.9999998,0.5116788,0.2319824,0.21011691,0.47889358,9.0630425e-07,0 days 00:01:56.828174,7688469.623441175
21,0.01,0.001,3,0.5,250,200.0,0.5014,0.7028144447605806,0.005782591,0.04877558723092079,0.057011767143011094,0.16792136,0.032960717,0.085713364,0.28788614,0.58822024,0.12903462,0.7633948,0.40693036,0.4311659,0.06352761,0.48787317,0.346369,0 days 00:01:44.647092,7688574.437184422
22,0.01,0.001,3,0.1,250,200.0,0.4994,0.7199629666053399,0.015608255,0.0807456448674202,0.09116398872733117,0.07682066,0.02770009,0.021235786,0.21211645,0.6157041,0.37112147,0.9742068,0.09131032,0.23563763,0.111694805,0.37024948,0.11534746,0 days 00:01:56.711582,7688691.311327585
23,0.01,0.001,3,0.2,250,200.0,0.5054,0.7163908405718468,0.014283646,0.0762283205986023,0.08316278766989707,0.108576834,0.032770872,0.040792238,0.21616377,0.602665,0.29114822,0.9121212,0.23823139,0.32027325,0.08013631,0.40093908,0.21471907,0 days 00:02:05.474913,7688816.949158611
24,0.01,0.001,8,0.5,250,2000.0,0.5056,0.7264777998777466,0.014938407,0.12597374618053436,0.1315719780921936,0.3945766,0.006874794,0.35730463,0.4124463,0.6654426,0.070704475,0.7589738,0.57016146,0.43808293,0.028444307,0.47357318,0.407024,0 days 00:03:47.309496,7689044.421888107
25,0.01,0.001,8,0.1,250,2000.0,0.5056,0.7131778718604217,0.009590616,0.09767968207597733,0.10327961928844451,0.38348702,0.006922957,0.3675048,0.40471458,0.62745154,0.019073632,0.64842737,0.59843075,0.4027619,0.008217156,0.4180643,0.3956542,0 days 00:03:52.619358,7689277.209722219
26,0.01,0.001,8,0.2,250,2000.0,0.496,0.693702754949295,0.00017069314,0.0061751981265842915,0.010039288389682769,0.36686328,0.008692599,0.3182606,0.39808384,0.5481805,0.039033566,0.6071477,0.49787226,0.41695204,0.0072243144,0.42766726,0.40501997,0 days 00:04:18.568067,7689535.946239861
27,0.001,0.1,1,0.5,250,20.0,0.5058,0.6975666503058484,0.0031504177,0.0361655093729496,0.044795368760824204,0.15659985,0.046753563,0.059322134,0.34170803,0.5262973,0.060389873,0.6478784,0.48731288,0.50271076,0.008864698,0.5129337,0.48469785,0 days 00:02:10.573957,7689666.687987616
28,0.001,0.1,1,0.1,250,20.0,0.51,0.7019461397826045,0.005807083,0.05164627730846405,0.05945749309360981,0.050538417,0.014188921,0.030052474,0.124471605,0.6474261,0.3902961,0.995413,0.16479185,0.18725972,0.15019399,0.36619526,0.014873295,0 days 00:02:36.218796,7689823.069483801
29,0.001,0.1,1,0.2,250,20.0,0.5108,0.6989406725237999,0.0042384765,0.04184296354651451,0.050912376356124875,0.08483485,0.020507008,0.050720934,0.19549482,0.5780614,0.26452222,0.8221447,0.2400947,0.39508876,0.028856566,0.4352761,0.35553116,0 days 00:02:23.267546,7689966.504933339
30,0.001,0.1,3,0.5,250,200.0,0.5052,0.7125920565834457,0.011588839,0.07098900526762009,0.07952264864742757,0.16858713,0.033908922,0.08973943,0.29802123,0.6255384,0.22000642,0.9041212,0.38307595,0.41731527,0.097171046,0.5129797,0.28316227,0 days 00:02:13.996480,7690100.665210721
31,0.001,0.1,3,0.1,250,200.0,0.5064,0.7328108649756159,0.024609527,0.09744306653738022,0.10488667364865542,0.06459689,0.01836898,0.024610806,0.15762644,0.5365006,0.4294961,1.0,0.016393626,0.1573538,0.18179499,0.48141888,0.0,0 days 00:02:01.003555,7690221.835183569
32,0.001,0.1,3,0.2,250,200.0,0.5054,0.7246263831530475,0.019476296,0.08855753391981125,0.09630577600598335,0.081551306,0.019486915,0.04034317,0.18169044,0.5525439,0.38289452,1.0,0.117027305,0.2369874,0.20565248,0.51005554,0.0,0 days 00:01:48.450229,7690330.456225296
33,0.001,0.1,8,0.5,250,2000.0,0.5024,0.7063042423640827,0.007520672,0.06083419546484947,0.06720922293663026,0.17636396,0.02623523,0.11623785,0.2794236,0.6512505,0.13673507,0.8472727,0.49678198,0.40848136,0.09618987,0.5015473,0.23660855,0 days 00:02:31.601770,7690482.224280499
34,0.001,0.1,8,0.1,250,2000.0,0.5066,0.7073171595226524,0.00886451,0.06120584160089493,0.07283628598451614,0.07115713,0.02943238,0.021922778,0.18385671,0.7213567,0.301999,0.9965995,0.35003924,0.21631537,0.16428386,0.42319638,0.013443173,0 days 00:02:16.943845,7690619.340252905
35,0.001,0.1,8,0.2,250,2000.0,0.5064,0.7069827801232981,0.008069652,0.06294231861829758,0.06836760832071304,0.10304574,0.024804834,0.03629325,0.19937217,0.6516296,0.2573009,0.94626445,0.3132587,0.3385217,0.109501705,0.47318512,0.188293,0 days 00:02:21.684718,7690761.191159421
36,0.001,0.01,1,0.5,250,20.0,0.5076,0.6967138794055057,0.0028486024,0.030628157779574394,0.04256467177271843,0.15746139,0.04194646,0.07064185,0.32375738,0.54438937,0.052985974,0.64818525,0.49855098,0.49567917,0.021153467,0.5129727,0.452772,0 days 00:02:17.769225,7690899.124183973
37,0.001,0.01,1,0.1,250,20.0,0.5086,0.7026865393662263,0.0065548057,0.05068565905094147,0.06072949157059193,0.052144624,0.013091998,0.030600956,0.14489304,0.59031045,0.3533285,0.9468155,0.12477317,0.32099903,0.07156875,0.4177278,0.2012166,0 days 00:02:28.655615,7691047.946148515
38,0.001,0.01,1,0.2,250,20.0,0.5032,0.6995320457497852,0.0046507455,0.04543936625123024,0.05216675487458706,0.08445642,0.027916813,0.039306358,0.22289573,0.5391288,0.23027351,0.79273194,0.20718284,0.40947294,0.045302358,0.49226785,0.36520675,0 days 00:02:07.778097,7691175.887969821
39,0.001,0.01,3,0.5,250,200.0,0.5064,0.7113787469888858,0.010698983,0.07039723545312881,0.0778658000677824,0.1594028,0.03446324,0.07606678,0.29970935,0.6497908,0.21463452,0.94120616,0.44814473,0.39639875,0.12709053,0.5047839,0.18424827,0 days 00:01:52.747719,7691288.801104083
40,0.001,0.01,3,0.1,250,200.0,0.5054,0.7324719685916244,0.024229974,0.09829319268465042,0.1051546981781721,0.06136167,0.018724425,0.019369928,0.15579388,0.5773624,0.43917146,1.0,0.049356714,0.16601674,0.14905748,0.39460033,0.0,0 days 00:01:47.420597,7691396.388865013
41,0.001,0.01,3,0.2,250,200.0,0.5084,0.7282798045840294,0.021117602,0.09254057705402374,0.09985790871232747,0.077441856,0.01938489,0.03426489,0.18241918,0.5121783,0.41820398,1.0,0.015740527,0.16909157,0.1903661,0.48201516,0.0,0 days 00:02:05.382852,7691521.941103482
42,0.001,0.01,8,0.5,250,2000.0,0.5034,0.7072120367753891,0.008148439,0.06539697200059891,0.07100112645626068,0.1682411,0.023775503,0.11384577,0.2898938,0.6564349,0.21020187,0.9237286,0.36986294,0.3614694,0.120976366,0.49921745,0.17673407,0 days 00:02:37.972879,7691680.07887046
43,0.001,0.01,8,0.1,250,2000.0,0.5102,0.7087535540978483,0.009221616,0.06482875347137451,0.07300606731772422,0.076796174,0.03100981,0.028781038,0.20066318,0.80930245,0.23732,0.99999094,0.41952094,0.16396359,0.19109462,0.43824717,2.3569539e-05,0 days 00:02:30.736536,7691830.980355482
44,0.001,0.01,8,0.2,250,2000.0,0.5034,0.7094013241070667,0.009514611,0.06661337614059448,0.07420727373361587,0.09777624,0.0231692,0.040694043,0.17831068,0.68098605,0.22736292,0.9802612,0.40317217,0.29865274,0.1124839,0.39374295,0.08685903,0 days 00:02:35.077767,7691986.223919805
45,0.001,0.001,1,0.5,250,20.0,0.508,0.6969797441197028,0.0029038554,0.03383299708366394,0.04276165912747383,0.15999553,0.043688033,0.06998712,0.33689952,0.5311413,0.041212358,0.57123524,0.4656096,0.4971603,0.012072229,0.51286983,0.47669718,0 days 00:02:27.188711,7692133.575500555
46,0.001,0.001,1,0.1,250,20.0,0.5058,0.7031052286316551,0.0066119065,0.04996234551072121,0.06093167455792427,0.053368848,0.015686132,0.030902777,0.13769262,0.64547163,0.350562,0.9884834,0.18805942,0.27837735,0.11853261,0.39183342,0.045794033,0 days 00:02:46.102446,7692299.842887889
47,0.001,0.001,1,0.2,250,20.0,0.5054,0.701279359734936,0.0055738413,0.045728493481874466,0.05568745034635067,0.08049392,0.025647754,0.03483394,0.18868262,0.62089694,0.23063782,0.82673055,0.3051638,0.3987631,0.049378354,0.47899872,0.3492761,0 days 00:02:25.440679,7692445.452692654
48,0.001,0.001,3,0.5,250,200.0,0.5044,0.7127943671593794,0.011699742,0.07170911133289337,0.07990790329873562,0.16326572,0.035112992,0.08103911,0.28935245,0.6393913,0.17446645,0.8565199,0.49287447,0.44286734,0.0753202,0.5129868,0.34036487,0 days 00:02:00.422553,7692566.042534112
49,0.001,0.001,3,0.1,250,200.0,0.507,0.7321408783745633,0.02385171,0.0982796773314476,0.1057692042633891,0.053636976,0.016372444,0.0195744,0.13629644,0.53799546,0.4371181,1.0,0.0050747427,0.12918766,0.17428724,0.45939812,0.0,0 days 00:01:43.498825,7692669.705440546
50,0.001,0.001,3,0.2,250,200.0,0.5068,0.7266466719648743,0.020934056,0.08984591066837311,0.0976973868712783,0.08900188,0.022746276,0.036469292,0.19382997,0.54423076,0.38966987,0.9999973,0.106290355,0.23286298,0.19516489,0.5087957,1.1647303e-05,0 days 00:01:55.209932,7692785.082997138
51,0.001,0.001,8,0.5,250,2000.0,0.5032,0.7065253553758126,0.007899562,0.061455175280570984,0.06809788600206376,0.17123787,0.02493794,0.10779246,0.27777055,0.59791505,0.13552718,0.8174807,0.45049757,0.4190337,0.073617384,0.49629253,0.27914974,0 days 00:02:38.912060,7692944.160303241
52,0.001,0.001,8,0.1,250,2000.0,0.5072,0.7058515558843621,0.0077212183,0.06145396828651428,0.07084752317070961,0.074597195,0.02769303,0.03246985,0.17763767,0.7137418,0.28864843,0.97848445,0.35428268,0.25425494,0.11853144,0.4089178,0.0949627,0 days 00:02:33.852803,7693098.176771706
53,0.001,0.001,8,0.2,250,2000.0,0.5046,0.710248257570738,0.009900588,0.06869551539421082,0.07698873786330222,0.108238034,0.025687223,0.053457133,0.23701161,0.695413,0.2539537,0.9890876,0.34650517,0.2956476,0.14468826,0.4464492,0.042494677,0 days 00:02:36.955283,7693255.296925794
54,0.0001,0.1,1,0.5,250,20.0,0.5074,0.6949246772759973,0.0014016953,0.02165830135345459,0.031077290838956828,0.16341949,0.05533635,0.04167854,0.3565755,0.49706545,0.050410174,0.54926556,0.40096602,0.50516236,0.0053402325,0.5129869,0.4979235,0 days 00:05:03.546338,7693559.012033334
55,0.0001,0.1,1,0.1,250,20.0,0.4998,0.6959867909513187,0.0014160917,0.026749424636363983,0.031218763667345047,0.13058402,0.042770404,0.044675797,0.30345714,0.5685448,0.18811218,0.7499081,0.23972547,0.45515934,0.034044765,0.5082436,0.40082934,0 days 00:03:29.681258,7693768.865575847
56,0.0001,0.1,1,0.2,250,20.0,0.5034,0.6965691848510224,0.0026546672,0.03383781760931015,0.0419630212366581,0.11053289,0.042620737,0.027489528,0.2999984,0.54087573,0.18782055,0.79499775,0.272394,0.45368993,0.05083455,0.50973344,0.36074105,0 days 00:04:03.647125,7694012.679881457
57,0.0001,0.1,3,0.5,250,200.0,0.5084,0.7041062601339385,0.0067410395,0.05407337099313736,0.06245825237631798,0.15643172,0.045617912,0.04676127,0.32984114,0.5425168,0.059929784,0.62711984,0.48272997,0.4872517,0.029319769,0.51298916,0.42884985,0 days 00:01:54.799217,7694127.648325688
58,0.0001,0.1,3,0.1,250,200.0,0.508,0.715926554586867,0.013660226,0.07605113834142685,0.08469712303876877,0.042254288,0.014998426,0.013088089,0.11216641,0.5660489,0.46811005,1.0,6.5048845e-08,0.06302524,0.12653747,0.3267339,0.0,0 days 00:01:53.584168,7694241.400599849
59,0.0001,0.1,3,0.2,250,200.0,0.5064,0.7127810151943408,0.011773989,0.07073264569044113,0.07942768822014333,0.07825828,0.023037625,0.027357226,0.19122729,0.5208386,0.44113672,0.9999998,0.00051456015,0.11266928,0.18004331,0.46795273,1.0118755e-06,0 days 00:02:04.429960,7694366.005188573
60,0.0001,0.1,8,0.5,250,2000.0,0.5028,0.7119309447255108,0.010561161,0.06715673953294754,0.07623157912492752,0.16546807,0.021058189,0.11359191,0.2690883,0.6858281,0.21373084,0.9760559,0.4995242,0.35641766,0.1799515,0.5101364,0.08361033,0 days 00:02:45.417145,7694531.588808529
61,0.0001,0.1,8,0.1,250,2000.0,0.5086,0.7334667130583401,0.023435993,0.09996035695075989,0.1067183435216546,0.06763426,0.023291046,0.024766738,0.21198453,0.6197215,0.32660767,1.0,0.25141993,0.24441577,0.20597853,0.4786616,0.0,0 days 00:02:14.067850,7694665.827360653
62,0.0001,0.1,8,0.2,250,2000.0,0.509,0.7255643183855883,0.019277846,0.08937172591686249,0.09529460637867451,0.08473697,0.01680036,0.042131618,0.19608346,0.65685105,0.29602057,1.0,0.29471108,0.2602655,0.21506912,0.4689642,0.0,0 days 00:02:06.842805,7694792.842109526
63,0.0001,0.01,1,0.5,250,20.0,0.5052,0.6953528924638328,0.0017164885,0.027248859405517578,0.03346273984313011,0.16443805,0.04887512,0.0554397,0.3611508,0.5520248,0.056770574,0.6141834,0.44872946,0.49515885,0.008227176,0.5098641,0.48478436,0 days 00:04:38.637279,7695071.644846128
64,0.0001,0.01,1,0.1,250,20.0,0.5058,0.6955408951064097,0.0021584355,0.029396044090390205,0.03930495390295982,0.0958594,0.030659385,0.040818367,0.22665101,0.60417444,0.19132227,0.8106163,0.3618593,0.44623286,0.039741427,0.4886184,0.3794598,0 days 00:03:55.144551,7695306.957121019
65,0.0001,0.01,1,0.2,250,20.0,0.5082,0.695389077547805,0.0022548484,0.02701500430703163,0.038101385957002645,0.12788557,0.04642155,0.038726438,0.2853633,0.5154358,0.15341106,0.6860277,0.2927984,0.46474475,0.019621734,0.50536895,0.44028664,0 days 00:03:51.897149,7695539.025206082
66,0.0001,0.01,3,0.5,250,200.0,0.5076,0.7049142998493698,0.007139109,0.05349675565958023,0.06441337339878082,0.15525484,0.045748908,0.04345446,0.32849893,0.5823714,0.110528015,0.75866497,0.48392195,0.46561292,0.055982847,0.51298916,0.36845633,0 days 00:02:18.468689,7695677.666450875
67,0.0001,0.01,3,0.1,250,200.0,0.508,0.7159965239038716,0.013609834,0.07680227607488632,0.08489477616399527,0.045409296,0.013594684,0.019977411,0.1245792,0.5755688,0.47387016,1.0,2.8741495e-06,0.056562427,0.113488935,0.29105198,0.0,0 days 00:02:06.168662,7695803.999549337
68,0.0001,0.01,3,0.2,250,200.0,0.508,0.7127538906847479,0.011816873,0.06998854875564575,0.0791485454171896,0.07718022,0.025682312,0.020767752,0.18409888,0.5245061,0.43557385,0.9999983,0.0002683205,0.12820657,0.18476553,0.4775219,4.070108e-06,0 days 00:02:05.084399,7695929.252865698
69,0.0001,0.01,8,0.5,250,2000.0,0.5076,0.7103543364429291,0.009713388,0.0659053698182106,0.0736156101346016,0.17294292,0.025838805,0.10827479,0.27882627,0.64747256,0.17515388,0.8990585,0.49889913,0.4065202,0.12032654,0.5123022,0.21982445,0 days 00:02:08.740773,7696058.16419543
70,0.0001,0.01,8,0.1,250,2000.0,0.5066,0.7324210937373444,0.023223046,0.10195478796958923,0.10523344779908658,0.065145954,0.02235728,0.026955148,0.20050205,0.64794344,0.33545262,1.0,0.24398994,0.2404129,0.19886762,0.4341978,0.0,0 days 00:01:54.939116,7696173.273165915
71,0.0001,0.01,8,0.2,250,2000.0,0.5068,0.7224552558254345,0.017615305,0.08541227132081985,0.09199251067638398,0.09582038,0.024765657,0.04489377,0.24481556,0.7197016,0.23571211,1.0,0.46044436,0.27387333,0.22102508,0.47097605,3.6691844e-08,0 days 00:02:05.076604,7696298.521209868
72,0.0001,0.001,1,0.5,250,20.0,0.5064,0.6992256421642343,0.004208738,0.03776704892516136,0.050387719148397445,0.20502168,0.050021797,0.06297634,0.36070397,0.48068398,0.11946438,0.6107537,0.30003327,0.49147776,0.014452779,0.5097114,0.4699722,0 days 00:04:25.353238,7696564.0465021
73,0.0001,0.001,1,0.1,250,20.0,0.504,0.6942607973491484,0.00094814826,0.01834549568593502,0.024086484080553056,0.12533027,0.043690603,0.03745701,0.29164323,0.56192136,0.07136252,0.6578325,0.456064,0.48691973,0.013090087,0.50622374,0.46261555,0 days 00:03:55.981761,7696800.203430482
74,0.0001,0.001,1,0.2,250,20.0,0.4916,0.6941794548949061,0.0006639545,0.010428886860609055,0.02102193822860718,0.14602894,0.045722105,0.044223927,0.33272743,0.4523696,0.07665093,0.5642295,0.35024834,0.49395072,0.013261943,0.5101013,0.4682635,0 days 00:04:59.725578,7697100.101846917
75,0.0001,0.001,3,0.5,250,200.0,0.508,0.7045363733259976,0.0069402345,0.05317426845431328,0.06386224734187126,0.1543377,0.04745649,0.041549288,0.33760867,0.52579165,0.03268063,0.57648075,0.49786028,0.4927147,0.024514219,0.51298916,0.45118204,0 days 00:01:58.815966,7697219.086802407
76,0.0001,0.001,3,0.1,250,200.0,0.508,0.7169016433202412,0.014233855,0.0777210146188736,0.08636445906460286,0.043956432,0.014863768,0.015417524,0.1267244,0.55308616,0.46141812,1.0,3.2106705e-08,0.07439695,0.14940228,0.38555425,0.0,0 days 00:01:58.819133,7697338.075473687
77,0.0001,0.001,3,0.2,250,200.0,0.5066,0.7116953208933172,0.011117464,0.07085272669792175,0.07829914720058441,0.07836096,0.024883963,0.021946613,0.19423085,0.52111477,0.43756142,0.9999983,0.014752224,0.13759238,0.18150122,0.4883048,6.6486077e-06,0 days 00:01:48.440196,7697446.684652079
78,0.0001,0.001,8,0.5,250,2000.0,0.5074,0.7117038341774851,0.010860728,0.0677897185087204,0.07575774321556092,0.16843924,0.026216486,0.10436781,0.27919373,0.6258809,0.1518697,0.82527524,0.49167448,0.4185741,0.1084617,0.5125597,0.277836,0 days 00:02:10.560093,7697577.413761742
79,0.0001,0.001,8,0.1,250,2000.0,0.5042,0.732707337821116,0.023372507,0.09804409742355347,0.10431378955245019,0.059693236,0.01999352,0.022575166,0.18641216,0.6563835,0.32314298,1.0,0.2062587,0.24822414,0.20456189,0.4577164,0.0,0 days 00:02:04.964544,7697702.548936448
80,0.0001,0.001,8,0.2,250,2000.0,0.5088,0.724851038771715,0.018195186,0.0895526185631752,0.09599715275466442,0.09929733,0.022552807,0.041305877,0.22311553,0.73413074,0.26624843,0.9999999,0.40417042,0.26044703,0.21732141,0.4894359,3.9819997e-07,0 days 00:02:01.662172,7697824.379402417
