,lr,weight_decay,layers,bias_weight,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time
0,0.01,0.1,1,0.5,5000,20.0,0.7292,0.5759027251131994,0.035635553,0.1158829852938652,0.11356130973210166,0.17836322,0.014333778,0.09223169,0.23295508,0.9382228,0.034680564,0.99193555,0.9,0.22045702,0.09794534,0.3077935,0.036065258,0 days 00:06:43.054645
1,0.01,0.1,1,0.1,5000,20.0,0.7294,0.557985181107184,0.019275961,0.08243037015199661,0.07343904547502826,0.053531855,0.013039837,0.0046294625,0.08387037,0.99996185,8.536975e-05,1.0,0.9996441,0.00017069934,0.00038180948,0.0015918701,0.0,0 days 00:06:12.384511
2,0.01,0.1,1,0.2,5000,20.0,0.7322,0.55925689897446,0.023296842,0.08855079114437103,0.07951260591556857,0.095669314,0.013839949,0.0148175135,0.12555732,0.9811892,0.023218507,1.0,0.95,0.084124506,0.1038363,0.2236068,0.0,0 days 00:07:26.606851
3,0.01,0.1,3,0.5,5000,200.0,0.7394,0.5670607000596912,0.03113825,0.10615232586860657,0.1057592008452637,0.1816652,0.022068134,0.1416393,0.23755728,0.9334638,1.0211495e-05,0.9334718,0.9334277,0.20476669,3.4831448e-06,0.20476942,0.2047544,0 days 00:07:12.713222
4,0.01,0.1,3,0.1,5000,200.0,0.7384,0.5298751114390712,0.0049262987,0.03844931349158287,0.03640327199434469,0.052888338,0.008746687,0.03608445,0.08405283,0.9999999,2.914355e-07,1.0,0.9999983,4.1432705e-07,1.2815868e-06,7.72762e-06,0.0,0 days 00:09:02.514581
5,0.01,0.1,3,0.2,5000,200.0,0.7366,0.5363808929758345,0.0102309175,0.0546010322868824,0.05159619045963118,0.09240537,0.00944235,0.07056692,0.12250348,1.0,0.0,1.0,1.0,3.4447762e-08,6.060774e-08,2.932161e-07,0.0,0 days 00:08:42.885294
6,0.01,0.1,8,0.5,5000,2000.0,0.732,0.6350613146277586,0.07209739,0.17251048982143402,0.17483121724238226,0.2774933,0.012633074,0.1955916,0.303096,0.8344132,0.0,0.83441323,0.83441323,0.29512236,0.0,0.29512233,0.29512233,0 days 00:10:30.476402
7,0.01,0.1,8,0.1,5000,2000.0,0.6162,0.6493642487206733,0.08037218,0.16024243831634521,0.1805072880815489,0.26671886,0.019023612,0.21022063,0.3252481,0.73586303,0.01358483,0.7524368,0.72481376,0.30363148,0.00069998344,0.3042008,0.30277747,0 days 00:09:35.288239
8,0.01,0.1,8,0.2,5000,2000.0,0.6716,0.658305938188146,0.08327051,0.11927919089794159,0.1980933549713118,0.18083762,0.0195477,0.117805175,0.26617312,0.6193615,0.024589662,0.6493615,0.5993615,0.26012447,0.012496726,0.2702887,0.24487817,0 days 00:09:41.742429
9,0.01,0.01,1,0.5,5000,20.0,0.729,0.5751135438434795,0.034857105,0.11532165110111237,0.11212241016735862,0.18273063,0.019143194,0.06231052,0.21386458,0.99999905,1.7581863e-06,1.0,0.9999913,4.1222215e-06,7.828926e-06,3.8791033e-05,0.0,0 days 00:06:03.065617
