,lr,weight_decay,annealing_coef,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Time
0,0.01,0.1,0.0002,1,5000,20.0,0.7308,0.5317119133847775,0.0022335756,0.022375069558620453,0.015999130945430443,0.067798875,0.016819576,0.009172842,0.09580256,0.99965763,4.30244e-05,0.99974996,0.9995632,0.00034227973,4.299444e-05,0.00043658807,0.00024997073,7093299.309839301
1,0.01,0.1,0.0002,3,5000,200.0,0.727,0.534560392323684,0.0054153586,0.017838966101408005,0.017055050377511725,0.027686872,0.009115361,0.0072686695,0.041599777,0.93142986,0.022530705,0.95442873,0.8988942,0.001651665,0.00027274157,0.0022456883,0.0012278133,7093335.475166104
2,0.01,0.1,0.0002,8,5000,2000.0,0.5056,0.6931174008962586,0.088176355,0.004055678844451904,0.23338717723168556,7.219445e-08,3.812025e-08,2.7149717e-08,4.6395806e-07,0.5015416,4.8097764e-08,0.5015417,0.5015415,6.017372e-09,3.693661e-10,6.7364914e-09,5.1839875e-09,7093400.486702157
3,0.01,0.1,0.002,1,5000,20.0,0.73,0.5397666535917024,0.0053469925,0.03246687352657318,0.014700250346736356,0.10342727,0.026220467,0.015988799,0.13910143,0.9991872,0.00013496474,0.9994223,0.9988294,0.00081207854,0.00013473521,0.0011692089,0.00057734293,7093442.096480812
4,0.01,0.1,0.002,3,5000,200.0,0.7284,0.5380681259520729,0.005598179,0.03204153850674629,0.026090292267651603,0.1229149,0.043912794,0.029806681,0.18349248,0.99767524,0.00025945486,0.9981611,0.99710757,0.002319232,0.00025823884,0.0028840862,0.0018355307,7093488.684063215
5,0.01,0.1,0.002,8,5000,2000.0,0.5056,0.6930855149109834,0.08817026,0.0007183551788330078,0.23313302407540504,4.157465e-08,2.2273527e-08,1.5738157e-08,2.9857918e-07,0.50487375,4.723107e-08,0.50487393,0.5048737,3.4659258e-09,2.1840635e-10,3.9195944e-09,2.9881075e-09,7093534.268975822
6,0.01,0.1,0.02,1,5000,20.0,0.7234,0.5465800907672621,0.011864349,0.050029605627059937,0.0429593761441869,0.19623153,0.039698813,0.07057745,0.2558625,0.99618775,0.00055284856,0.9971424,0.99464977,0.0037974196,0.0005484612,0.0053216903,0.0028494624,7093568.151381082
7,0.01,0.1,0.02,3,5000,200.0,0.7266,0.5426462223178474,0.005621833,0.04077930748462677,0.045949020708875105,0.19196141,0.060626127,0.031304955,0.24580826,0.9939282,0.0016275601,0.99606127,0.9896524,0.00603245,0.0016055165,0.010241077,0.003923253,7093604.462503177
8,0.01,0.1,0.02,8,5000,2000.0,0.5056,0.6931218672416571,0.0882028,0.0043305158615112305,0.2327881212023658,4.476407e-08,2.3824077e-08,1.6584515e-08,3.0740156e-07,0.5099241,3.820526e-08,0.5099242,0.50992405,3.7258903e-09,2.4797842e-10,4.274767e-09,3.2130314e-09,7093645.772039465
9,0.01,0.01,0.0002,1,5000,20.0,0.73,0.5335416005207059,0.0023013935,0.0193315539509058,0.017551879478768753,0.062173683,0.015425768,0.007394248,0.08442811,0.9997142,4.0158553e-05,0.9998002,0.9996192,0.00028574668,4.013528e-05,0.00038066946,0.00019976623,7093693.101223716
10,0.01,0.01,0.0002,3,5000,200.0,0.7286,0.5366090195084553,0.0035960716,0.019316760823130608,0.008357966862396642,0.025882822,0.008352056,0.0054846145,0.04331268,0.92501235,0.015828686,0.9537672,0.9071783,0.001379647,0.00027462267,0.001814732,0.00084438093,7093739.227765367
11,0.01,0.01,0.0002,8,5000,2000.0,0.5056,0.6930940515951463,0.08818296,0.002207517623901367,0.2329283480910224,2.1841222e-08,1.1625191e-08,8.148547e-09,1.4524655e-07,0.5077898,3.996679e-08,0.50778985,0.5077897,1.8188947e-09,1.1008447e-10,2.0801367e-09,1.6045509e-09,7093772.662500049
12,0.01,0.01,0.002,1,5000,20.0,0.7338,0.5349501339140921,0.0027809385,0.02537338249385357,0.009401101059989377,0.089164406,0.022415891,0.013413418,0.119403824,0.99939317,0.0001057839,0.99957216,0.9991297,0.00060639315,0.00010565136,0.0008695235,0.00042765355,7093808.282218565
13,0.01,0.01,0.002,3,5000,200.0,0.7308,0.5348477200746872,0.0032645534,0.02044706791639328,0.015413482364789888,0.11839639,0.03934518,0.030320356,0.16714501,0.9930243,0.011069187,0.9988543,0.9697239,0.0025158795,0.0021279664,0.007473156,0.0011444183,7093859.124810576
14,0.01,0.01,0.002,8,5000,2000.0,0.5056,0.6931181045236825,0.088200316,0.004091978073120117,0.2328023312596244,2.450549e-08,1.3025659e-08,9.214243e-09,1.6199279e-07,0.509701,4.1653887e-08,0.50970113,0.5097009,2.0420334e-09,1.3804097e-10,2.3229192e-09,1.7378887e-09,7093934.244059383
