,lr,weight_decay,annealing_coef,layers,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Time
0,0.01,0.1,0.0002,1,5000,20.0,0.7326,0.5341067860384335,0.0019486715,0.022679030895233154,0.01503785821996753,0.070216805,0.017520811,0.009792987,0.094138145,0.99864393,0.001996755,0.99975044,0.9942314,0.0005997995,0.00048018902,0.0017492609,0.0002494991,7187225.980014366
1,0.01,0.1,0.0002,3,5000,200.0,0.7246,0.5397156364255408,0.0063837036,0.017244387418031693,0.015840307267160462,0.0436453,0.012636305,0.013991139,0.06800424,0.9266905,0.03143766,0.96168214,0.87372017,0.0028389953,0.0005307414,0.0038506456,0.0021193675,7187286.848622876
2,0.01,0.1,0.0002,8,5000,2000.0,0.5056,0.693102841177234,0.08818972,0.003024458885192871,0.2328717531112594,5.5972702e-08,2.8764068e-08,2.131306e-08,3.223028e-07,0.5086312,4.2955882e-08,0.50863135,0.5086311,4.6841824e-09,2.763195e-10,5.348874e-09,4.1447814e-09,7187338.986689897
3,0.01,0.1,0.002,1,5000,20.0,0.7294,0.5392390347457685,0.005266747,0.03355567157268524,0.019858443772570535,0.110870056,0.02582887,0.018894808,0.14589824,0.9990523,0.00015175788,0.9993184,0.9986404,0.00094683905,0.00015145671,0.0013577234,0.000681108,7187387.676062631
4,0.01,0.1,0.002,3,5000,200.0,0.7312,0.5403231024039644,0.0048175673,0.045657336711883545,0.0435283592501295,0.11110257,0.0332935,0.029389614,0.1555357,0.93622893,0.028927013,0.97769624,0.8997978,0.008820002,0.0020278003,0.012162615,0.0053081857,7187427.497065466
5,0.01,0.1,0.002,8,5000,2000.0,0.5056,0.6931023892631539,0.088189386,0.0029680728912353516,0.23287419344462576,9.3571856e-08,4.917216e-08,3.508664e-08,6.018246e-07,0.5085938,4.6348166e-08,0.5085939,0.50859374,7.813782e-09,4.8046306e-10,8.874346e-09,6.8200117e-09,7187507.345234943
6,0.01,0.1,0.02,1,5000,20.0,0.7352,0.541952773887972,0.009517441,0.044888753443956375,0.034568415245191504,0.19552724,0.039663002,0.06761577,0.25422046,0.99625325,0.0005372388,0.99742526,0.99521416,0.0037323807,0.00053324207,0.0047629713,0.0025681213,7187542.943713231
7,0.01,0.1,0.02,3,5000,200.0,0.7312,0.539352727047944,0.004919268,0.03553833067417145,0.03785281876452391,0.18629925,0.062052824,0.032497205,0.23964237,0.9951071,0.0011116654,0.99667656,0.9920984,0.004867736,0.0010997273,0.007839424,0.003312409,7187579.192567965
8,0.01,0.1,0.02,8,5000,2000.0,0.5056,0.6930874279413459,0.088169776,0.0012069344520568848,0.23316944490946953,6.777275e-08,3.5950407e-08,2.536839e-08,4.5614314e-07,0.504382,4.4838046e-08,0.5043821,0.5043819,5.652257e-09,3.3450712e-10,6.3646826e-09,4.919067e-09,7187644.593329646
9,0.01,0.01,0.0002,1,5000,20.0,0.7314,0.5346229999732951,0.0020951692,0.02862420491874218,0.018768055040912078,0.06650664,0.01706318,0.008563988,0.093187004,0.99966407,6.959389e-05,0.9997611,0.9994758,0.00033590547,6.954279e-05,0.00052394264,0.00023884547,7187688.525552593
