x1,x2,r,a1,p_c0,p_r_given_c0,p_c0_given_r,p_c1,p_r_given_c1,p_c1_given_r,p_r
-54.742346141747674,-54.742346141747674,77.41736834978204,3.9269908169872414,0.5,1.9722923383095504e-07,0.5,0.5,1.9722923383095504e-07,0.5,1.9722923383095504e-07
-53.636440159086106,-54.742346141747674,76.63936438960165,3.9371945444811955,0.5,2.430336148494942e-07,0.5,0.5,2.430336148494942e-07,0.5,2.430336148494942e-07
-52.53053417642454,-54.742346141747674,75.86950297691044,3.9476064526128454,0.5,2.9867022199763426e-07,0.5,0.5,2.9867022199763426e-07,0.5,2.9867022199763426e-07
-51.42462819376297,-54.742346141747674,75.10803449678122,3.9582306504175095,0.5,3.660341182647886e-07,0.5,0.5,3.660341182647886e-07,0.5,3.660341182647886e-07
-50.318722211101395,-54.742346141747674,74.35521680461234,3.969071224429132,0.5,4.473303115131359e-07,0.5,0.5,4.473303115131359e-07,0.5,4.473303115131359e-07
-49.21281622843983,-54.742346141747674,73.611315313864,3.9801322258321767,0.5,5.451107747936736e-07,0.5,0.5,5.451107747936736e-07,0.5,5.451107747936736e-07
-48.10691024577826,-54.742346141747674,72.87660306640453,3.991417656412795,0.5,6.623125335347264e-07,0.5,0.5,6.623125335347264e-07,0.5,6.623125335347264e-07
-47.00100426311669,-54.742346141747674,72.15136078304019,4.002931453253137,0.5,8.022959023582628e-07,0.5,0.5,8.022959023582628e-07,0.5,8.022959023582628e-07
-45.89509828045512,-54.742346141747674,71.43587689162604,4.014677472116742,0.5,9.688816821383306e-07,0.5,0.5,9.688816821383306e-07,0.5,9.688816821383306e-07
-44.78919229779355,-54.742346141747674,70.73044752998277,4.026659469478403,0.5,1.166385827412731e-06,0.5,0.5,1.166385827412731e-06,0.5,1.166385827412731e-06
-43.68328631513198,-54.742346141747674,70.03537652067499,4.038881083158918,0.5,1.3996497721260493e-06,0.5,0.5,1.3996497721260493e-06,0.5,1.3996497721260493e-06
-42.57738033247041,-54.742346141747674,69.3509753145459,4.051345811534003,0.5,1.6740642680704693e-06,0.5,0.5,1.6740642680704693e-06,0.5,1.6740642680704693e-06
-41.471474349808844,-54.742346141747674,68.67756289975475,4.064056991297429,0.5,1.9955842593237967e-06,0.5,0.5,1.9955842593237967e-06,0.5,1.9955842593237967e-06
-40.365568367147276,-54.742346141747674,68.01546567293175,4.077017773771349,0.5,2.3707320056721007e-06,0.5,0.5,2.3707320056721007e-06,0.5,2.3707320056721007e-06
-39.25966238448571,-54.742346141747674,67.36501726895584,4.090231099772079,0.5,2.8065854009589717e-06,0.5,0.5,2.8065854009589717e-06,0.5,2.8065854009589717e-06
-38.15375640182414,-54.742346141747674,66.72655834577903,4.103699673057278,0.5,3.3107482351545247e-06,0.5,0.5,3.3107482351545247e-06,0.5,3.3107482351545247e-06
-37.04785041916257,-54.742346141747674,66.10043632067462,4.117425932400796,0.5,3.891299051891277e-06,0.5,0.5,3.891299051891277e-06,0.5,3.891299051891277e-06
-35.941944436501004,-54.742346141747674,65.48700505428113,4.131412022364388,0.5,4.556715289050475e-06,0.5,0.5,4.556715289050475e-06,0.5,4.556715289050475e-06
-34.83603845383943,-54.742346141747674,64.88662447885771,4.145659762861183,0.5,5.315769592555511e-06,0.5,0.5,5.315769592555511e-06,0.5,5.315769592555511e-06
-33.73013247117786,-54.742346141747674,64.29966016726779,4.160170617634058,0.5,6.177395595712561e-06,0.5,0.5,6.177395595712561e-06,0.5,6.177395595712561e-06
-32.62422648851629,-54.742346141747674,63.72648283937318,4.174945661802933,0.5,7.15052108754016e-06,0.5,0.5,7.15052108754016e-06,0.5,7.15052108754016e-06
-31.51832050585472,-54.742346141747674,63.16746780275982,4.189985548668161,0.5,8.243867376224724e-06,0.5,0.5,8.243867376224724e-06,0.5,8.243867376224724e-06
-30.412414523193153,-54.742346141747674,62.62299432503564,4.205290475992353,0.5,9.465714800741038e-06,0.5,0.5,9.465714800741038e-06,0.5,9.465714800741038e-06
-29.306508540531585,-54.742346141747674,62.093444935348586,4.220860152019709,0.5,1.0823635753764296e-05,0.5,0.5,1.0823635753764296e-05,0.5,1.0823635753764296e-05
-28.200602557870013,-54.742346141747674,61.57920465327448,4.236693761529698,0.5,1.2324198234136404e-05,0.5,0.5,1.2324198234136404e-05,0.5,1.2324198234136404e-05
-27.094696575208445,-54.742346141747674,61.080660143825625,4.252789932259912,0.5,1.3972644809065633e-05,0.5,0.5,1.3972644809065633e-05,0.5,1.3972644809065633e-05
-25.988790592546877,-54.742346141747674,60.59819879803499,4.2691467020704215,0.5,1.577255387437669e-05,0.5,0.5,1.577255387437669e-05,0.5,1.577255387437669e-05
