x1,x2,r,a1,p_c0,p_r_given_c0,p_c0_given_r,p_c1,p_r_given_c1,p_c1_given_r,p_r
24.380531170038267,-34.98076211353316,42.63876192124725,5.321078287712101,0.5,3.1839707584317e-06,0.02884516740650268,0.5,0.00010719745686725526,0.9711548325934973,5.519071381284348e-05
25.087213232937927,-34.98076211353316,43.04674187250985,5.334546860997301,0.5,2.8057154496917376e-06,0.028316401384463796,0.5,9.627874841269488e-05,0.9716835986155361,4.9542231931193314e-05
25.793895295837586,-34.98076211353316,43.46238319025119,5.3477601869980305,0.5,2.466304131299685e-06,0.027792378032132605,0.5,8.627400187807556e-05,0.9722076219678675,4.437015300468762e-05
26.500577358737246,-34.98076211353316,43.88546819153254,5.36072096947195,0.5,2.162748416780763e-06,0.02727363200811134,0.5,7.713539625781002e-05,0.9727263679918887,3.9649072337295394e-05
27.207259421636905,-34.98076211353316,44.31578368121055,5.373432149235376,0.5,1.8921220769670762e-06,0.026760643660595385,0.5,6.881328026554815e-05,0.9732393563394045,3.5352701171257615e-05
27.913941484536565,-34.98076211353316,44.75312108943608,5.385896877610461,0.5,1.6515927711118506e-06,0.026253841573823582,0.5,6.12570206776176e-05,0.9737461584261765,3.1454306724364726e-05
28.620623547436224,-34.98076211353316,45.19727658042748,5.398118491290976,0.5,1.438446846757958e-06,0.025753605211468918,0.5,5.441574657379549e-05,0.9742463947885311,2.792709671027672e-05
29.327305610335884,-34.98076211353316,45.6480511348035,5.410100488652637,0.5,1.2501078784648054e-06,0.025260267618985466,0.5,4.82389908643067e-05,0.9747397323810145,2.4744549371385754e-05
30.033987673235544,-34.98076211353316,46.10525060770912,5.421846507516244,0.5,1.084149654293117e-06,0.024774118151532364,0.5,4.267723259398112e-05,0.9752258818484676,2.188069112413712e-05
30.740669736135203,-34.98076211353316,46.56868576489716,5.433360304356585,0.5,9.383043286756929e-07,0.024295405198513597,0.5,3.768234517311153e-05,0.9757045948014864,1.9310324750893613e-05
31.447351799034863,-34.98076211353316,47.03817229884531,5.444645734937202,0.5,8.104664466405185e-07,0.023824338879948698,0.5,3.3207956928063586e-05,0.9761756611200514,1.700921168735205e-05
32.15403386193452,-34.98076211353316,47.51353082689213,5.455706736340248,0.5,6.986935126544799e-07,0.023361093693786465,0.5,2.9209731230332484e-05,0.9766389063062135,1.4954212371493481e-05
32.86071592483418,-34.98076211353316,47.99458687327403,5.46654731035187,0.5,6.012037324906782e-07,0.022905811096863956,0.5,2.5645573993402172e-05,0.977094188903136,1.3123388862946426e-05
33.56739798773384,-34.98076211353316,48.481170836836384,5.477171508156534,0.5,5.163715027806074e-07,0.022458602005485717,0.5,2.2475776568345054e-05,0.9775413979945142,1.1496074035562831e-05
34.2740800506335,-34.98076211353316,48.97311794608171,5.487583416288183,0.5,4.427211639565338e-07,0.022019549204548322,0.5,1.9663102068114267e-05,0.9779804507954516,1.00529116160354e-05
34.98076211353316,-34.98076211353316,49.470268203105526,5.497787143782138,0.5,3.789194711504162e-07,0.02158870965676752,0.5,1.7172822952308154e-05,0.9784112903432324,8.775871211729286e-06
-34.98076211353316,-34.2740800506335,48.97311794608171,3.9167870894932872,0.5,4.427211639565338e-07,0.022019549204548322,0.5,1.9663102068114267e-05,0.9779804507954516,1.00529116160354e-05
-34.2740800506335,-34.2740800506335,48.47086884546704,3.9269908169872414,0.5,5.180376654872721e-07,0.02246793519863736,0.5,2.25387168118307e-05,0.9775320648013626,1.1528377238658987e-05
-33.56739798773384,-34.2740800506335,47.973771698545356,3.937407106918211,0.5,6.051270677878953e-07,0.02292523667130798,0.5,2.5790546680925916e-05,0.9770747633286919,1.3197836874356906e-05
-32.86071592483418,-34.2740800506335,47.48198831567486,3.948040339124288,0.5,7.056097106283761e-07,0.023391415516328423,0.5,2.9459717827408978e-05,0.9766085844836715,1.5082663769018678e-05
-32.15403386193452,-34.2740800506335,46.99568551379654,3.958894881472264,0.5,8.212836597278906e-07,0.02386640691841323,0.5,3.359041737828047e-05,0.9761335930815866,1.7205850519004182e-05
-31.447351799034863,-34.2740800506335,46.515035187447666,3.9699750768550124,0.5,9.54134959244842e-07,0.02435011681823381,0.5,3.822986429493403e-05,0.9756498831817663,1.9591999627089437e-05
-30.740669736135203,-34.2740800506335,46.04021436899889,3.9812852288955476,0.5,1.1063464473867077e-06,0.024842419254008794,0.5,4.3428223075594745e-05,0.9751575807459912,2.2267284761490726e-05
-30.03398767323554,-34.2740800506335,45.571405276481194,3.9928295862899352,0.5,1.2803045735205812e-06,0.02534315358721412,0.5,4.9238450683777304e-05,0.9746568464127859,2.5259377628648942e-05
-29.32730561033588,-34.2740800506335,45.108795347241006,4.004612325724635,0.5,1.4786035738115156e-06,0.02585212162281683,0.5,5.571606676637884e-05,0.9741478783771831,2.859733517009518e-05
-28.62062354743622,-34.2740800506335,44.65257725553245,4.016637533308728,0.5,1.7040462823852165e-06,0.026369084637683175,0.5,6.291883713579841e-05,0.9736309153623168,3.231144170909181e-05
-27.91394148453656,-34.2740800506335,44.202948912028084,4.028909184468115,0.5,1.959640780016305e-06,0.026893760334454002,0.5,7.090636068820455e-05,0.9731062396655461,3.6433000734110426e-05
-27.207259421636902,-34.2740800506335,43.76011344310574,4.041431122257305,0.5,2.2485920169498553e-06,0.027425819742221313,0.5,7.973955047376332e-05,0.9725741802577788,4.0994071245356586e-05
-26.500577358737242,-34.2740800506335,43.32427914765173,4.054207034055129,0.5,2.5742874961090737e-06,0.02796488408977401,0.5,8.948000058336199e-05,0.972035115910226,4.6027144039735534e-05
-25.793895295837583,-34.2740800506335,42.89565942901292,4.067240426623846,0.5,2.940276073896549e-06,0.028510521681988497,0.5,0.00010018923192644518,0.9714894783180115,5.156475400017087e-05
-25.08721323293792,-34.2740800506335,42.47447269963606,4.080534599526797,0.5,3.3502389350654473e-06,0.02906224481508645,0.5,0.00011192781189624235,0.9709377551849135,5.76390254156539e-05
-24.38053117003826,-34.2740800506335,42.060942255855856,4.094092616918347,0.5,3.8079518332808764e-06,0.029619506771913134,0.5,0.0001247543453921337,0.9703804932280868,6.42811486127073e-05
-23.6738491071386,-34.2740800506335,41.65529612023903,4.107917277741363,0.5,4.31723776785316e-06,0.03018169894403124,0.5,0.00013872433771996214,0.9698183010559687,7.152078774390765e-05
-22.96716704423894,-34.2740800506335,41.257766848863845,4.122011084392163,0.5,4.8819093974531405e-06,0.030748148133177007,0.5,0.00015388893352643663,0.969251851866823,7.938542146194488e-05
-22.26048498133928,-34.2740800506335,40.868591300920386,4.136376209940737,0.5,5.5057006805800875e-06,0.03131811409036042,0.5,0.00017029354012602766,0.9686818859096396,8.789962040330388e-05
-21.553802918439622,-34.2740800506335,40.48801036806044,4.151014464025165,0.5,6.1921874861313624e-06,0.03189078735645547,0.5,0.0001879763483019295,0.9681092126435445,9.708426789403043e-05
-20.847120855539963,-34.2740800506335,40.11626866101486,4.165927257573404,0.5,6.944697239723342e-06,0.032465287473330766,0.5,0.00020696676882778637,0.9675347125266692,0.00010695573303375485
-20.140438792640303,-34.2740800506335,39.75361415113503,4.181115566542876,0.5,7.766208063882243e-06,0.03304066163920358,0.5,0.0002272838084487242,0.9669593383607964,0.00011752500825630322
-19.433756729740644,-34.2740800506335,39.40029776471205,4.196579894908168,0.5,8.659238330828205e-06,0.0336158838857102,0.5,0.00024893441472522505,0.9663841161142898,0.00012879682652802664
-18.727074666840984,-34.2740800506335,39.05657292818548,4.212320237169377,0.5,9.625728068996346e-06,0.03418985485690602,0.5,0.0002719118247893786,0.9658101451430939,0.00014076877642918748
-18.020392603941325,-34.2740800506335,38.72269506268148,4.228336040697346,0.5,1.0666914237329683e-05,0.034761402271742944,0.5,0.00029619395846114226,0.9652385977282572,0.00015343043634923596
-17.313710541041665,-34.2740800506335,38.3989210267191,4.244626168276772,0.5,1.1783202487805576e-05,0.03532928215121649,0.5,0.0003217419010614565,0.9646707178487836,0.00016676255177463105
-16.607028478142006,-34.2740800506335,38.08550850639982,4.261188861252744,0.5,1.2974038653766246e-05,0.03589218088901891,0.5,0.00034849852535349946,0.9641078191109811,0.00018073628200363285
-15.900346415242343,-34.2740800506335,37.78271535294867,4.278021703729662,0.5,1.4237783800688744e-05,0.03644871823987982,0.5,0.0003763873050429207,0.9635512817601202,0.00019531254442180473
-15.193664352342683,-34.2740800506335,37.49079886810738,4.295121588312405,0.5,1.5571597222920546e-05,0.03699745129254761,0.5,0.0004053113738712837,0.9630025487074524,0.00021044148554710213
-14.486982289443024,-34.2740800506335,37.21001503858698,4.312484683916571,0.5,1.6971332226125002e-05,0.03753687948433492,0.5,0.00043515288425829436,0.9624631205156651,0.00022606210824220967
-13.780300226543364,-34.2740800506335,36.94061772156638,4.330106406205941,0.5,1.8431449859429886e-05,0.03806545070115248,0.5,0.00046577271743476826,0.9619345492988475,0.00024210208364709907
-13.073618163643705,-34.2740800506335,36.682857784065675,4.347981391239487,0.5,1.9944955911683503e-05,0.038581568490907894,0.5,0.0004970105928598424,0.9614184315090921,0.00025847777438576294
-12.366936100744045,-34.2740800506335,36.43698219991771,4.366103472925312,0.5,2.150336642309548e-05,0.039083600399077385,0.5,0.0005286856183052176,0.9609163996009226,0.00027509449236415653
-11.660254037844386,-34.2740800506335,36.20323310899594,4.384465664883267,0.5,2.309670665253694e-05,0.0395698874133177,0.5,0.0005605973132794854,0.9604301125866823,0.00029184700996601117
-10.953571974944726,-34.2740800506335,35.98184684431203,4.403060147310002,0.5,2.4713547856427856e-05,0.04003875447947186,0.5,0.0005925271275271847,0.9599612455205281,0.0003086203376918063
-10.246889912045066,-34.2740800506335,35.773052933553274,4.421878259418316,0.5,2.634108536432098e-05,0.040488522024684205,0.5,0.0006242404633585958,0.9595114779753158,0.0003252907743614584
-9.540207849145407,-34.2740800506335,35.57707308256441,4.440910497985775,0.5,2.7965260281436833e-05,0.04091751839518666,0.5,0.0006554891958599339,0.9590824816048134,0.0003417272280706854
-8.833525786245747,-34.2740800506335,35.394120149164635,4.460146522494871,0.5,2.9570925730098636e-05,0.04132409308741671,0.5,0.0006860146690352722,0.9586759069125833,0.0003577927973826854
-8.126843723346084,-34.2740800506335,35.22439711650042,4.479575167277956,0.5,3.114205690055017e-05,0.041706630622385166,0.5,0.0007155511291904719,0.9582933693776148,0.00037334659304551107
-7.420161660446425,-34.2740800506335,35.06809607584068,4.499184460995235,0.5,3.266200237726136e-05,0.04206356488565375,0.5,0.00074382954003124,0.9579364351143462,0.0003882457712042507
-6.713479597546765,-34.2740800506335,34.92539722929304,4.518961653673842,0.5,3.411377231837907e-05,0.042393393730016236,0.5,0.0007705817077282004,0.9576066062699837,0.0004023477400232897
-6.006797534647106,-34.2740800506335,34.796467923332045,4.538893251421908,0.5,3.548035718780432e-05,0.04269469361614556,0.5,0.0007955446293549485,0.9573053063838544,0.0004155124932713764
-5.300115471747446,-34.2740800506335,34.681461724256806,4.558965058805844,0.5,3.674506897645807e-05,0.04296613404919215,0.5,0.0008184649653819613,0.9570338659508079,0.00042760501717920967
-4.593433408847787,-34.2740800506335,34.58051754671628,4.579162228744311,0.5,3.789189531091351e-05,0.043206491557638935,0.5,0.0008391035270173361,0.9567935084423611,0.0004384977111641248
-3.8867513459481273,-34.2740800506335,34.49375884623859,4.599469319632087,0.5,3.890585563972525e-05,0.04341466295552774,0.5,0.0008572396627437496,0.9565853370444722,0.00044807275919173746
-3.180069283048468,-34.2740800506335,34.42129288626768,4.619870359265043,0.5,3.977334790508154e-05,0.04358967763115611,0.5,0.0008726754258994117,0.9564103223688438,0.00045622438690224665
-2.4733872201488083,-34.2740800506335,34.363210089542406,4.640348914997862,0.5,4.048247382501031e-05,0.043730708614924514,0.5,0.0008852394069129195,0.9562692913850754,0.00046286094036896493
-1.7667051572491488,-34.2740800506335,34.31958348275637,4.6608881694334645,0.5,4.10233311778002e-05,0.043837082196303036,0.5,0.0008947901199569532,0.956162917803697,0.0004679067255673767
