x1,x2,r,a1,p_c0,p_r_given_c0,p_c0_given_r,p_c1,p_r_given_c1,p_c1_given_r,p_r
-50.05551275463989,-50.05551275463989,70.78918500915117,3.9269908169872414,0.5,2.01074231771777e-06,0.6364577952562264,0.5,1.1485281519105918e-06,0.36354220474377363,1.579635234814181e-06
-49.04429027474818,-50.05551275463989,70.07779081623275,3.9371945444811955,0.5,2.294884446738298e-06,0.623767735407878,0.5,1.3841844060898895e-06,0.376232264592122,1.8395344264140937e-06
-48.033067794856464,-50.05551275463989,69.37384203657163,3.9476064526128454,0.5,2.6152931810174975e-06,0.6111373974485745,0.5,1.6640934052657729e-06,0.3888626025514255,2.139693293141635e-06
-47.02184531496475,-50.05551275463989,68.67756761821424,3.9582306504175095,0.5,2.975892008055108e-06,0.5985935196010785,0.5,1.9955818061591446e-06,0.40140648039892146,2.4857369071071263e-06
-46.01062283507303,-50.05551275463989,67.98920333995142,3.969071224429132,0.5,3.3809035060738845e-06,0.5861618739331631,0.5,2.3869631130699434e-06,0.4138381260668368,2.883933309571914e-06
-44.999400355181315,-50.05551275463989,67.30899189154306,3.9801322258321767,0.5,3.834849505207517e-06,0.5738670970445667,0.5,2.8476202250786593e-06,0.42613290295543327,3.341234865143088e-06
-43.9881778752896,-50.05551275463989,66.63718293804169,3.991417656412795,0.5,4.342546249960766e-06,0.5617325431092661,0.5,3.3880833943966375e-06,0.4382674568907338,3.865314822178702e-06
-42.97695539539789,-50.05551275463989,65.97403316599596,4.002931453253137,0.5,4.909093628050367e-06,0.5497801605045024,0.5,4.020100221988832e-06,0.45021983949549754,4.4645969250196e-06
-41.96573291550617,-50.05551275463989,65.31980630915493,4.014677472116742,0.5,5.539857476152537e-06,0.5380303926357265,0.5,4.756693707533656e-06,0.4619696073642735,5.148275591843096e-06
-40.95451043561445,-50.05551275463989,64.67477315113497,4.026659469478403,0.5,6.240443935840163e-06,0.5265021029779724,0.5,5.612203756435529e-06,0.4734978970220276,5.926323846137846e-06
-39.94328795572274,-50.05551275463989,64.03921150235769,4.038881083158918,0.5,7.0166648187342075e-06,0.5152125238171004,0.5,6.602306953825253e-06,0.48478747618289975,6.80948588627973e-06
-38.932065475831024,-50.05551275463989,63.41340614841873,4.051345811534003,0.5,7.874492954805888e-06,0.5041772277028216,0.5,7.744008877742904e-06,0.49582277229717847,7.809250916274396e-06
-37.92084299593931,-50.05551275463989,62.79764876691321,4.064056991297429,0.5,8.820006548417455e-06,0.4934101202289074,0.5,9.055602781049878e-06,0.5065898797710926,8.937804664733666e-06
-36.909620516047596,-50.05551275463989,62.19223780962186,4.077017773771349,0.5,9.859321659844371e-06,0.48292345243983464,0.5,1.0556588170239315e-05,0.5170765475601654,1.0207954915041843e-05
-35.89839803615588,-50.05551275463989,61.597478346862516,4.090231099772079,0.5,1.0998512072333603e-05,0.47272785092851244,0.5,1.2267542700472318e-05,0.5272721490714876,1.163302738640296e-05
-34.88717555626417,-50.05551275463989,61.0136818707371,4.103699673057278,0.5,1.2243516002431692e-05,0.4628323635345308,0.5,1.4209940944552601e-05,0.5371676364654693,1.3226728473492146e-05
-33.875953076372454,-50.05551275463989,60.44116605396115,4.117425932400796,0.5,1.3600029369677455e-05,0.45324451847144936,0.5,1.6405914034873932e-05,0.5467554815285507,1.5002971702275693e-05
-32.86473059648074,-50.05551275463989,59.88025446095878,4.131412022364388,0.5,1.5073385664721548e-05,0.44397039469769545,0.5,1.8877944975208146e-05,0.5560296053023045,1.6975665319964848e-05
-31.85350811658902,-50.05551275463989,59.33127620794549,4.145659762861183,0.5,1.666842284447281e-05,0.4350147013898557,0.5,2.164849562108208e-05,0.5649852986101443,1.9158459232777445e-05
-30.842285636697305,-50.05551275463989,58.79456556881377,4.160170617634058,0.5,1.8389338138365465e-05,0.4263808644698322,0.5,2.473956297034405e-05,0.5736191355301679,2.1564450554354756e-05
-29.83106315680559,-50.05551275463989,58.27046152378785,4.174945661802933,0.5,2.023953216749269e-05,0.41807111826846555,0.5,2.8172164510620862e-05,0.5819288817315346,2.4205848339056775e-05
-28.819840676913874,-50.05551275463989,57.75930724803247,4.189985548668161,0.5,2.222144435055163e-05,0.4100866005680039,0.5,3.1965754938020805e-05,0.589913399431996,2.7093599644286218e-05
-27.80861819702216,-50.05551275463989,57.26144953769219,4.205290475992353,0.5,2.4336382185378755e-05,0.40242744944494835,0.5,3.6137579565851e-05,0.5975725505550517,3.023698087561488e-05
-26.797395717130446,-50.05551275463989,56.77723817121081,4.220860152019709,0.5,2.6584347635660474e-05,0.39509290052489804,0.5,4.0701973126727354e-05,0.604907099475102,3.364316038119391e-05
-25.786173237238728,-50.05551275463989,56.307025204238975,4.236693761529698,0.5,2.896386449761858e-05,0.3880813834547665,0.5,4.5669616345438946e-05,0.6119186165452335,3.731674042152876e-05
-24.774950757347014,-50.05551275463989,55.851164196987746,4.252789932259912,0.5,3.1471811244624426e-05,0.38139061658871465,0.5,5.10467664962724e-05,0.6186093834112852,4.1259288870448414e-05
