index,x1,x2,r_x,a_x,P_red_and_x,P_blue_and_x,P_x,P_red_given_x,P_blue_given_x
0,-25.0,-25.0,35.35533905932738,3.9269908169872414,5.6332757808529567e-11,6.115160257368751e-13,5.694427383426644e-11,0.9892611498125929,0.01073885018740713
1,-24.49494949494949,-25.0,35.0000364394114,3.937194544481196,6.699002128559523e-11,7.983781574985649e-13,6.77883994430938e-11,0.9882224958243957,0.011777504175604234
2,-23.98989898989899,-25.0,34.64845239755387,3.9476064526128454,6.91760777075278e-11,1.1441351650205773e-12,7.032021287254838e-11,0.9837296401947152,0.016270359805284733
3,-23.484848484848484,-25.0,34.300701280823546,3.9582306504175095,1.1414251842802768e-10,1.5664709730030792e-12,1.1570898940103076e-10,0.986461976886049,0.013538023113951117
4,-22.97979797979798,-25.0,33.956900847873726,3.969071224429132,1.0741252094681368e-10,2.4402209467096165e-12,1.0985274189352329e-10,0.9777864356897451,0.022213564310254938
5,-22.474747474747478,-25.0,33.617172309009995,3.9801322258321767,1.4220320297989238e-10,3.1081310937846968e-12,1.4531133407367708e-10,0.9786105391324205,0.021389460867579563
6,-21.96969696969697,-25.0,33.28164035831636,3.991417656412795,1.835207698420759e-10,2.8984765694702795e-12,1.8641924641154617e-10,0.9844518383951006,0.015548161604899384
7,-21.464646464646464,-25.0,32.95043319673142,4.002931453253137,3.199721850757734e-10,5.1950705923026675e-12,3.251672556680761e-10,0.9840233894964944,0.015976610503505576
8,-20.95959595959596,-25.0,32.62368254488618,4.014677472116742,4.093117468029101e-10,7.715312243153045e-12,4.1702705904606315e-10,0.9814992526844623,0.018500747315537726
9,-20.454545454545453,-25.0,32.301523644436124,4.026659469478403,4.88300776090907e-10,9.826734962415586e-12,4.981275110533226e-10,0.9802726515914845,0.01972734840851557
10,-19.949494949494948,-25.0,31.984095246542843,4.038881083158918,7.577442900866355e-10,1.638823917199297e-11,7.741325292586284e-10,0.9788301892084452,0.021169810791554857
11,-19.444444444444443,-25.0,31.671539586087164,4.051345811534003,9.586384423589102e-10,2.0602617222009076e-11,9.792410595809193e-10,0.978960627702002,0.021039372297998075
