,x1,x2,r_x,a_x,P_red_and_x,P_blue_and_x,P_x,P_red_given_x,P_blue_given_x
0,-25.0,-25.0,35.35533905932738,3.9269908169872414,1.01723515763761e-11,1.3613090753055176e-13,1.0308482483906653e-11,0.9867942825005449,0.013205717499455032
1,-24.494949494949495,-25.0,35.00003643941141,3.9371945444811955,1.4223011538415336e-11,1.867482852666416e-13,1.4409759823681978e-11,0.9870401528164455,0.012959847183554496
2,-23.98989898989899,-25.0,34.64845239755387,3.9476064526128454,1.6072204286000338e-11,2.8287293332714075e-13,1.635507721932748e-11,0.982704274059137,0.01729572594086306
3,-23.484848484848484,-25.0,34.300701280823546,3.9582306504175095,2.769908270114332e-11,5.128982792308954e-13,2.8211980980374218e-11,0.9818198417336345,0.01818015826636546
4,-22.97979797979798,-25.0,33.956900847873726,3.969071224429132,3.177646097341047e-11,6.158365144603372e-13,3.239229748787081e-11,0.9809881804558341,0.019011819544165868
5,-22.474747474747474,-25.0,33.61717230900999,3.9801322258321767,4.066185468331506e-11,8.3015987961291e-13,4.149201456292797e-11,0.9799922975937004,0.020007702406299552
6,-21.96969696969697,-25.0,33.28164035831636,3.991417656412795,5.636304365752386e-11,9.596849704743653e-13,5.732272862799822e-11,0.9832582119964606,0.016741788003539402
7,-21.464646464646464,-25.0,32.95043319673142,4.002931453253137,1.0462802555902991e-10,1.8497932323865647e-12,1.0647781879141647e-10,0.9826274312022658,0.017372568797734262
8,-20.95959595959596,-25.0,32.62368254488618,4.014677472116742,1.0225795344561921e-10,2.1542614857519466e-12,1.0441221493137116e-10,0.9793677254412434,0.02063227455875652
9,-20.454545454545453,-25.0,32.301523644436124,4.026659469478403,1.2310657501299172e-10,2.8908285318228386e-12,1.2599740354481456e-10,0.9770564436211209,0.022943556378879133
10,-19.949494949494948,-25.0,31.984095246542843,4.038881083158918,1.6467358465179052e-10,3.529419446060539e-12,1.6820300409785107e-10,0.9790169060000419,0.020983093999958055
11,-19.444444444444443,-25.0,31.671539586087164,4.051345811534003,1.953129070966857e-10,4.70056107757509e-12,2.000134681742608e-10,0.9764987772049443,0.02350122279505572
12,-18.939393939393938,-25.0,31.364002340127957,4.064056991297429,2.747793843251386e-10,6.125328684573069e-12,2.809047130097117e-10,0.9781942829689678,0.021805717031032155
13,-18.434343434343432,-25.0,31.061632569060514,4.077017773771349,2.7734141345868024e-10,9.005763666597103e-12,2.8634717712527735e-10,0.968549493810246,0.03145050618975394
14,-17.929292929292927,-25.0,30.764582638878647,4.090231099772079,4.4618058257515087e-10,1.0293028345117364e-11,4.5647361092026824e-10,0.9774509892820173,0.022549010717982636
15,-17.424242424242422,-25.0,30.47300812290722,4.103699673057278,6.839273714250771e-10,1.5304495080320645e-11,6.992318665053978e-10,0.9781124176207685,0.021887582379231423
16,-16.919191919191917,-25.0,30.18706768135072,4.117425932400796,7.632865371135904e-10,1.573944379977665e-11,7.790259809133671e-10,0.9797959963012749,0.020204003698725142
17,-16.41414141414141,-25.0,29.906922917000877,4.131412022364388,7.250930022921684e-10,2.048174679133172e-11,7.455747490835001e-10,0.9725289156901988,0.027471084309801216
18,-15.909090909090908,-25.0,29.632738205466584,4.145659762861183,1.2714311380263145e-09,2.686040427083346e-11,1.2982915422971479e-09,0.979310961062484,0.02068903893751605
19,-15.404040404040403,-25.0,29.36468049833523,4.160170617634058,1.6620678434873136e-09,5.1789922126660315e-11,1.713857765613974e-09,0.9697816684874622,0.030218331512537767
20,-14.898989898989898,-25.0,29.102919097750366,4.174945661802933,1.66022520650331e-09,4.0722646972570587e-11,1.7009478534758805e-09,0.9760588504289806,0.023941149571019484
21,-14.393939393939393,-25.0,28.847625400999654,4.189985548668161,2.230178334513731e-09,5.251399153677248e-11,2.2826923260505037e-09,0.9769947132438861,0.023005286756113897
22,-13.888888888888888,-25.0,28.598972613852776,4.205290475992353,2.426755008507911e-09,7.696471491187573e-11,2.5037197234197864e-09,0.9692598519746648,0.030740148025335277
23,-13.383838383838382,-25.0,28.35713543157534,4.220860152019709,3.2959636292615437e-09,8.182866844092717e-11,3.3777922977024708e-09,0.9757745115066472,0.024225488493352876
