,x1,x2,r_x,a_x,P_red_and_x,P_blue_and_x,P_x,P_red_given_x,P_blue_given_x
0,-25.0,-25.0,35.35533905932738,3.9269908169872414,8.00401074251365e-12,1.4170334467733621e-13,8.145714087190987e-12,0.9826039383213605,0.017396061678639396
1,-19.444444444444443,-25.0,31.671539586087164,4.051345811534003,2.1656123392016136e-10,3.923033245834475e-12,2.2048426716599583e-10,0.9822071964759239,0.017792803524076136
2,-13.88888888888889,-25.0,28.59897261385278,4.205290475992353,2.638924228318353e-09,7.545899379469926e-11,2.714383222113052e-09,0.9722003167496898,0.027799683250310205
3,-8.333333333333336,-25.0,26.352313834736496,4.3906384259880475,1.35327481222637e-08,6.824281549134386e-10,1.4215176277177139e-08,0.9519929868186653,0.04800701318133466
4,-2.7777777777777786,-25.0,25.15384760593727,4.601731759210794,4.1508745352656165e-08,1.7757200133445555e-09,4.328446536600072e-08,0.9589755816935802,0.04102441830641984
5,2.7777777777777786,-25.0,25.15384760593727,4.8230462015585855,3.772700810842612e-08,2.0104491807913e-09,3.973745728921742e-08,0.9494066979132854,0.0505933020867147
6,8.333333333333329,-25.0,26.352313834736492,5.034139534781332,1.8229908638215638e-08,6.075881782687147e-10,1.883749681648435e-08,0.9677458112302361,0.032254188769764006
7,13.888888888888886,-25.0,28.598972613852776,5.2194874847770265,3.339562909451654e-09,7.866316103883336e-11,3.4182260704904873e-09,0.9769871391134918,0.023012860886508262
8,19.444444444444443,-25.0,31.671539586087164,5.373432149235376,2.0430045589319533e-10,4.706944789792611e-12,2.0900740068298794e-10,0.9774795305122622,0.022520469487737765
9,25.0,-25.0,35.35533905932738,5.497787143782138,9.54330771487902e-12,1.3796403529835586e-13,9.681271750177375e-12,0.9857493892477682,0.014250610752231819
10,-25.0,-19.444444444444443,31.671539586087164,3.8026358224404797,2.2240778475828634e-10,4.22608447940774e-12,2.2663386923769407e-10,0.9813528115033177,0.018647188496682347
11,-19.444444444444443,-19.444444444444443,27.498597046143512,3.9269908169872414,7.800239730469988e-09,2.0909553300740837e-10,8.009335263477395e-09,0.9738935222301301,0.026106477769869983
12,-13.88888888888889,-19.444444444444443,23.895347964007296,4.092139494401868,1.0631809785708937e-07,5.017059035568991e-09,1.1133515689265836e-07,0.9549373335827236,0.04506266641727636
13,-8.333333333333336,-19.444444444444443,21.154925294066413,4.307497194099606,6.957703133198599e-07,5.754806882667546e-08,7.533183821465354e-07,0.9236072420499076,0.07639275795009237
14,-2.7777777777777786,-19.444444444444443,19.64185503295965,4.570491925780526,2.168748316251946e-06,1.9845767440727734e-07,2.3672059906592236e-06,0.9161637495045327,0.08383625049546724
15,2.7777777777777786,-19.444444444444443,19.64185503295965,4.854286034988854,2.0806729879951826e-06,2.080326451372672e-07,2.28870563313245e-06,0.9091046737834335,0.09089532621656642
16,8.333333333333329,-19.444444444444443,21.15492529406641,5.117280766669773,7.936577803128538e-07,4.937148903410264e-08,8.430292693469564e-07,0.9414356169717005,0.05856438302829952
17,13.888888888888886,-19.444444444444443,23.895347964007293,5.332638466367511,9.697713624575916e-08,5.467518152167677e-09,1.0244465439792683e-07,0.9466295417335283,0.053370458266471764
18,19.444444444444443,-19.444444444444443,27.498597046143512,5.497787143782138,6.2594774984726615e-09,1.8071995586021942e-10,6.4401974543328806e-09,0.9719387554276565,0.02806124457234357
19,25.0,-19.444444444444443,31.671539586087164,5.6221421383289,2.3608917472956395e-10,4.999607866458989e-12,2.4108878259602295e-10,0.9792623787277713,0.02073762127222863
20,-25.0,-13.88888888888889,28.59897261385278,3.64869115798213,2.48092349507146e-09,7.754033036184224e-11,2.558463825433302e-09,0.9696926219589171,0.030307378041082914
21,-19.444444444444443,-13.88888888888889,23.895347964007296,3.7618421395726145,9.166098853939646e-08,5.224529150396717e-09,9.688551768979317e-08,0.9460752311080739,0.05392476889192612
22,-13.88888888888889,-13.88888888888889,19.641855032959654,3.9269908169872414,2.0631746887194207e-06,2.0888540815524804e-07,2.272060096874669e-06,0.9080634317540366,0.09193656824596332
