index,x1,x2,r_x,a_x,P_red_and_x,P_blue_and_x,P_x,P_red_given_x,P_blue_given_x
28,-10.858585858585858,-25.0,27.256354980963263,4.302631052460307,3.0365826649356924e-08,1.0229130741684445e-09,3.138873972352537e-08,0.967411464009758,0.03258853599024198
29,-10.353535353535351,-25.0,27.05911481029833,4.319751482624563,3.684507680066472e-08,1.178635302322846e-09,3.8023712102987564e-08,0.969002623964475,0.03099737603552493
30,-9.848484848484848,-25.0,26.869920986315453,4.3371181575287325,4.1333105075388626e-08,1.4718421953598553e-09,4.280494727074848e-08,0.9656151382210517,0.03438486177894826
31,-9.343434343434344,-25.0,26.688944627505755,4.354725729373484,5.039498419415383e-08,1.817790858868021e-09,5.221277505302185e-08,0.9651849407157145,0.03481505928428554
32,-8.838383838383837,-25.0,26.51635398908765,4.372568103961823,5.507670873386247e-08,2.051647359818389e-09,5.712835609368085e-08,0.9640870576346704,0.035912942365329645
33,-8.333333333333332,-25.0,26.352313834736496,4.3906384259880475,6.043378386428316e-08,2.2550441990588895e-09,6.268882806334205e-08,0.9640279732653425,0.03597202673465753
34,-7.828282828282827,-25.0,26.196984789085704,4.408929068944868,7.315484135286288e-08,2.7284274393924698e-09,7.588326879225535e-08,0.9640444134416236,0.03595558655837627
35,-7.323232323232322,-25.0,26.050522675371308,4.427431630134535,7.487478010935184e-08,2.8736214855312672e-09,7.774840159488311e-08,0.9630394782840089,0.036960521715991006
36,-6.818181818181817,-25.0,25.913077843162228,4.446136931233765,8.963710545965215e-08,3.3323945768753745e-09,9.296950003652752e-08,0.9641560449871617,0.03584395501283844
37,-6.313131313131311,-25.0,25.784794491654168,4.465035024812867,9.83734185816761e-08,4.041060106902847e-09,1.0241447868857895e-07,0.960542101481658,0.03945789851834199
38,-5.808080808080806,-25.0,25.66580999448871,4.484115207146637,9.905801128575416e-08,3.733399040294897e-09,1.0279141032604906e-07,0.9636798539055671,0.03632014609443286
39,-5.303030303030301,-25.0,25.55625423247424,4.5033660375784255,1.2182919067381863e-07,4.716254407864129e-09,1.2654544508168275e-07,0.9627307454265156,0.03726925457348444
40,-4.797979797979796,-25.0,25.456248940914726,4.5227753646103,1.2347909027072068e-07,5.166013590158248e-09,1.2864510386087892e-07,0.9598429055197861,0.04015709448021393
41,-4.292929292929291,-25.0,25.36590707848017,4.542330358792634,1.3686258672733508e-07,5.2564272820981355e-09,1.4211901400943322e-07,0.963013905502122,0.03698609449787794
42,-3.7878787878787854,-25.0,25.2853322246646,4.562017552377555,1.451028538310077e-07,5.8747048795469766e-09,1.5097755871055466e-07,0.9610888867874091,0.038911113212590866
43,-3.28282828282828,-25.0,25.21461801286185,4.581822885585062,1.5120928928316227e-07,6.8804028511252895e-09,1.5808969213428755e-07,0.956477852804718,0.04352214719528207
44,-2.777777777777775,-25.0,25.15384760593727,4.601731759210795,1.6598496102727415e-07,6.9548101759832145e-09,1.7293977120325736e-07,0.9597847844507139,0.040215215549286094
45,-2.27272727272727,-25.0,25.103093220880137,4.621729093183944,1.5283219369678123e-07,7.230422057129091e-09,1.600626157539103e-07,0.9548275403155628,0.04517245968443729
46,-1.7676767676767646,-25.0,25.06241570868587,4.641799390565817,1.7814592919568745e-07,7.2602246047989915e-09,1.8540615380048643e-07,0.9608415122369043,0.039158487763095724
47,-1.2626262626262594,-25.0,25.031864195042957,4.661926806367834,1.80121331019686e-07,7.745150253535381e-09,1.878664812732214e-07,0.9587731126859649,0.041226887314035086
48,-0.7575757575757578,-25.0,25.011475786695723,4.682095220465914,1.731872743933041e-07,7.583968268925572e-09,1.8077124266222966e-07,0.958046599905848,0.04195340009415207
49,-0.2525252525252526,-25.0,25.00127534753303,4.702288313799368,1.7425155582601392e-07,7.811848851180385e-09,1.820634046771943e-07,0.9570927014957723,0.04290729850422772
50,0.2525252525252526,-25.0,25.00127534753303,4.722489646970011,1.763211450373979e-07,8.297086362515347e-09,1.8461823139991325e-07,0.9550581418768849,0.044941858123115165
51,0.7575757575757578,-25.0,25.011475786695723,4.742682740303465,1.8109148703966947e-07,7.913966772536364e-09,1.8900545381220583e-07,0.9581283681877264,0.04187163181227359
52,1.262626262626263,-25.0,25.031864195042957,4.762851154401545,1.6230827598455702e-07,7.005613383057141e-09,1.6931388936761418e-07,0.9586235163032221,0.04137648369677788
53,1.7676767676767682,-25.0,25.06241570868587,4.782978570203563,1.7148220385718484e-07,7.0416760903917285e-09,1.7852387994757658e-07,0.9605561110790359,0.03944388892096403
54,2.2727272727272734,-25.0,25.103093220880137,4.803048867585435,1.6841272575200977e-07,6.7910944998589e-09,1.7520382025186868e-07,0.9612388902816377,0.038761109718362254
55,2.7777777777777786,-25.0,25.15384760593727,4.8230462015585855,1.6099436713327494e-07,6.858000640951302e-09,1.6785236777422625e-07,0.959142663687796,0.040857336312203923
56,3.282828282828284,-25.0,25.214618012861852,4.842955075184317,1.5114715157060146e-07,6.259150337918445e-09,1.574063019085199e-07,0.960235706817151,0.039764293182849096
57,3.787878787878789,-25.0,25.2853322246646,4.862760408391824,1.4602299541069882e-07,5.798342059692351e-09,1.5182133747039117e-07,0.9618081215967211,0.03819187840327891
58,4.292929292929294,-25.0,25.36590707848017,4.882447601976746,1.35818577120701e-07,5.4655271026185475e-09,1.4128410422331956e-07,0.9613153430623765,0.03868465693762341
59,4.797979797979799,-25.0,25.45624894091473,4.902002596159079,1.338721976074389e-07,5.085497629988412e-09,1.389576952374273e-07,0.9634025476509295,0.03659745234907054
60,5.3030303030303045,-25.0,25.55625423247424,4.921411923190954,1.0802615444420799e-07,4.666729297087744e-09,1.1269288374129573e-07,0.9585889619454503,0.04141103805454971
61,5.80808080808081,-25.0,25.66580999448871,4.9406627536227425,1.0776524357901958e-07,4.129846974317941e-09,1.1189509055333753e-07,0.9630917946989876,0.03690820530101228
62,6.313131313131315,-25.0,25.784794491654168,4.9597429359565135,9.911794500244758e-08,3.980845309224554e-09,1.0309879031167213e-07,0.9613880502652816,0.038611949734718376
63,6.81818181818182,-25.0,25.913077843162228,4.9786410295356145,8.445704284361207e-08,3.6216003533001633e-09,8.807864319691223e-08,0.9588821963889298,0.041117803611070224
64,7.323232323232325,-25.0,26.050522675371308,4.997346330634844,7.8684055105147e-08,3.277037020694116e-09,8.196109212584111e-08,0.9600171625865768,0.039982837413423324
65,7.8282828282828305,-25.0,26.196984789085704,5.015848891824511,7.114637119629413e-08,2.7791932624687295e-09,7.392556445876287e-08,0.9624055185399494,0.03759448146005051
66,8.333333333333336,-25.0,26.352313834736496,5.034139534781332,6.873433368038908e-08,2.3385476362440175e-09,7.10728813166331e-08,0.9670964847221307,0.03290351527786914
67,8.838383838383841,-25.0,26.51635398908765,5.052209856807556,5.501586324143098e-08,2.203684851062622e-09,5.72195480924936e-08,0.9614872028087248,0.03851279719127517
68,9.343434343434346,-25.0,26.68894462750576,5.070052231395896,5.358947298060334e-08,1.7877407780005153e-09,5.537721375860386e-08,0.9677170327529749,0.032282967247025084
69,9.848484848484851,-25.0,26.869920986315453,5.087659803240647,4.0845305775036875e-08,1.5594415569874554e-09,4.240474733202433e-08,0.963224835540766,0.036775164459233914
70,10.353535353535356,-25.0,27.059114810298333,5.105026478144817,3.4391858810604385e-08,1.252935573630556e-09,3.564479438423494e-08,0.9648494094221873,0.03515059057781259
71,10.858585858585862,-25.0,27.256354980963263,5.122146908309073,3.073612429689765e-08,1.0148951997868291e-09,3.1751019496684484e-08,0.9680358232310364,0.031964176768963494
72,11.363636363636369,-25.0,27.461468121805847,5.139016473511566,2.6292957409613892e-08,8.616016204866866e-10,2.715455903010058e-08,0.9682704617102561,0.031729538289743876
73,11.868686868686872,-25.0,27.674279177368653,5.155631258698958,2.1986418236376052e-08,7.252755452190319e-10,2.2711693781595083e-08,0.9680659860865695,0.031934013913430565
74,12.373737373737375,-25.0,27.89461196349978,5.1719880285094675,1.7927515420379313e-08,5.854474488887174e-10,1.851296286926803e-08,0.96837635050516,0.031623649494839874
75,12.878787878787882,-25.0,28.122289686773616,5.188084199239682,1.6736990425730608e-08,4.674467800001741e-10,1.720443720573078e-08,0.9728298708983943,0.02717012910160572
76,13.383838383838388,-25.0,28.357135431575344,5.2039178087496705,1.2042382126427139e-08,4.0714219149676893e-10,1.2449524317923908e-08,0.9672965664310085,0.03270343356899152
77,13.888888888888893,-25.0,28.59897261385278,5.2194874847770265,1.0588578985808174e-08,3.145847197298031e-10,1.0903163705537977e-08,0.9711473909568085,0.028852609043191566
78,14.393939393939398,-25.0,28.847625400999654,5.234792412101219,8.711138053973712e-09,2.3919231981202354e-10,8.950330373785737e-09,0.9732755876238284,0.026724412376171534
79,14.898989898989903,-25.0,29.10291909775037,5.249832298966448,6.963191021900397e-09,2.0716781343843663e-10,7.170358835338834e-09,0.971107748134247,0.028892251865752956
80,15.404040404040408,-25.0,29.36468049833523,5.264607343135322,6.527272609795296e-09,1.5443211201904395e-10,6.68170472181434e-09,0.9768873186636254,0.023112681336374542
81,15.909090909090914,-25.0,29.632738205466588,5.279118197908196,4.593576228716682e-09,1.3460089238984573e-10,4.728177121106528e-09,0.9715321805968332,0.028467819403166793
82,16.41414141414142,-25.0,29.90692291700088,5.293365938404992,3.7395380305602505e-09,9.839962035295964e-11,3.83793765091321e-09,0.9743613291035236,0.02563867089647643
83,16.919191919191924,-25.0,30.187067681350722,5.307352028368584,2.8378209673696802e-09,6.980111809645736e-11,2.9076220854661374e-09,0.9759937447010872,0.024006255298912805
84,17.42424242424243,-25.0,30.473008122907224,5.321078287712101,2.4240254824591853e-09,5.320739605201094e-11,2.4772328785111962e-09,0.9785214395814138,0.0214785604185862
85,17.929292929292934,-25.0,30.76458263887865,5.334546860997301,1.7849077526242153e-09,4.472448525237412e-11,1.8296322378765894e-09,0.9755554781302499,0.02444452186975011
86,18.43434343434344,-25.0,31.061632569060517,5.3477601869980305,1.3853037225201739e-09,3.177356419339555e-11,1.4170772867135694e-09,0.9775781007208975,0.02242189927910253
87,18.939393939393945,-25.0,31.36400234012796,5.36072096947195,1.1549877927814612e-09,2.647131585852424e-11,1.1814591086399856e-09,0.9775943867502987,0.02240561324970121
88,19.44444444444445,-25.0,31.671539586087167,5.373432149235376,8.945887263885002e-10,1.925183171020175e-11,9.138405580987019e-10,0.9789330517894104,0.02106694821058971
89,19.949494949494955,-25.0,31.984095246542847,5.385896877610462,6.851533138881921e-10,1.563436797145591e-11,7.007876818596479e-10,0.9776902928288241,0.02230970717117588
90,20.45454545454546,-25.0,32.30152364443613,5.398118491290976,5.10676708040454e-10,1.024127506266654e-11,5.209179831031205e-10,0.980339947180055,0.01966005281994495
91,20.95959595959597,-25.0,32.62368254488619,5.410100488652637,3.8303102043665925e-10,8.062323156162808e-12,3.9109334359282206e-10,0.9793851690696206,0.020614830930379406
92,21.46464646464647,-25.0,32.950433196731424,5.421846507516244,2.834634692948251e-10,5.530744252353392e-12,2.889942135471785e-10,0.9808620934500112,0.019137906549988738
93,21.969696969696976,-25.0,33.281640358316366,5.433360304356585,2.1016367769581495e-10,4.317425881641705e-12,2.1448110357745666e-10,0.9798703670876883,0.020129632912311693
94,22.47474747474748,-25.0,33.617172309009995,5.444645734937202,1.7303326839580245e-10,3.1766521630559092e-12,1.7620992055885835e-10,0.9819723421190987,0.018027657880901382
95,22.979797979797983,-25.0,33.956900847873726,5.455706736340248,1.2484501134928297e-10,2.295384096131526e-12,1.271403954454145e-10,0.9819460676672427,0.018053932332757365
96,23.484848484848484,-25.0,34.300701280823546,5.46654731035187,1.0259350737615897e-10,1.632976256298443e-12,1.0422648363245741e-10,0.9843324249328324,0.01566757506716761
97,23.98989898989899,-25.0,34.64845239755387,5.477171508156534,7.071624056531104e-11,1.2525343766949084e-12,7.196877494200595e-11,0.9825961414835221,0.017403858516477858
98,24.49494949494949,-25.0,35.0000364394114,5.487583416288183,5.243812242924869e-11,9.852668048529764e-13,5.3423389234101664e-11,0.9815573886460942,0.018442611353905878
99,25.0,-25.0,35.35533905932738,5.497787143782138,4.02359533701541e-11,6.673912374673506e-13,4.090334460762145e-11,0.9836837001015561,0.01631629989844392
100,-25.0,-24.49494949494949,35.0000364394114,3.9167870894932872,5.1306943742782335e-11,8.434805106296973e-13,5.2150424253412036e-11,0.9838260086527577,0.016173991347242223
101,-24.49494949494949,-24.49494949494949,34.64108978540157,3.9269908169872414,6.889029351334917e-11,1.2540385523597281e-12,7.01443320657089e-11,0.98212202589391,0.017877974106090086
102,-23.98989898989899,-24.49494949494949,34.28582512213587,3.937407106918211,9.596629459181523e-11,1.7461140857330988e-12,9.771240867754833e-11,0.9821300681319269,0.017869931868073053
103,-23.484848484848484,-24.49494949494949,33.93435809200487,3.948040339124288,1.308261168927696e-10,2.3478313161388463e-12,1.3317394820890847e-10,0.9823701906587928,0.01762980934120711
104,-22.97979797979798,-24.49494949494949,33.58680791549643,3.958894881472264,1.6795799772731604e-10,3.649912039547351e-12,1.716079097668634e-10,0.9787310966930025,0.02126890330699739
105,-22.474747474747478,-24.49494949494949,33.24329744194752,3.9699750768550124,2.2495514027243318e-10,4.343251988528419e-12,2.292983922609616e-10,0.9810585153009471,0.018941484699052834
106,-21.96969696969697,-24.49494949494949,32.90395319259433,3.9812852288955476,3.078314661031913e-10,5.73537757984062e-12,3.1356684368303193e-10,0.9817092345846419,0.01829076541535816
107,-21.464646464646464,-24.49494949494949,32.56890539475323,3.9928295862899352,3.879707664718011e-10,8.783098548911275e-12,3.967538650207124e-10,0.9778626011659578,0.02213739883404225
108,-20.95959595959596,-24.49494949494949,32.23828800587335,4.004612325724635,5.50721407871395e-10,1.186976124235872e-11,5.625911691137538e-10,0.9789016218276994,0.02109837817230064
109,-20.454545454545453,-24.49494949494949,31.912238726109337,4.016637533308728,7.192942779565189e-10,1.4839216939878023e-11,7.34133494896397e-10,0.9797867594340288,0.020213240565971145
110,-19.949494949494948,-24.49494949494949,31.590898997971724,4.028909184468115,8.932943249865445e-10,1.9475995453333073e-11,9.127703204398776e-10,0.9786627643151814,0.021337235684818608
111,-19.444444444444443,-24.49494949494949,31.27441399152369,4.041431122257305,1.129944628926091e-09,2.651333120371671e-11,1.1564579601298076e-09,0.9770736748608305,0.02292632513916952
112,-18.939393939393938,-24.49494949494949,30.962932573509217,4.054207034055129,1.4735000133760913e-09,3.586861530938991e-11,1.5093686286854812e-09,0.9762360137691294,0.023763986230870664
113,-18.434343434343432,-24.49494949494949,30.656607258720708,4.067240426623846,1.9648338062198586e-09,4.618484038983637e-11,2.011018646609695e-09,0.977034106338249,0.02296589366175085
114,-17.929292929292927,-24.49494949494949,30.355594141846733,4.080534599526797,2.5320577953050744e-09,6.63910822590777e-11,2.5984488775641523e-09,0.974449725437233,0.025550274562766956
115,-17.424242424242422,-24.49494949494949,30.060052807985812,4.094092616918347,3.2439738578383162e-09,8.09349873313407e-11,3.3249088451696568e-09,0.9756579830905978,0.024342016909402193
116,-16.919191919191917,-24.49494949494949,29.770146219973046,4.107917277741363,4.443109947696986e-09,1.0334816241916298e-10,4.546458110116149e-09,0.9772684230413986,0.02273157695860146
117,-16.41414141414141,-24.49494949494949,29.48604058064695,4.122011084392163,5.3902692765472455e-09,1.3373450473466163e-10,5.524003781281907e-09,0.9757902944983816,0.024209705501618436
118,-15.909090909090908,-24.49494949494949,29.207905168187693,4.136376209940737,6.7786416618016015e-09,1.822400908337234e-10,6.960881752635325e-09,0.9738193956872304,0.02618060431276957
119,-15.404040404040405,-24.49494949494949,28.935912142689325,4.151014464025165,7.982810237117752e-09,2.5357582859980207e-10,8.236386065717553e-09,0.969212731581966,0.03078726841803409
120,-14.898989898989898,-24.49494949494949,28.670236322191858,4.165927257573404,9.94389821919364e-09,2.987062861847547e-10,1.0242604505378394e-08,0.9708368817688994,0.02916311823110069
121,-14.393939393939393,-24.49494949494949,28.41105492649871,4.181115566542875,1.2767204440810049e-08,3.6441961331502954e-10,1.3131624054125078e-08,0.9722487019265106,0.02775129807348949
122,-13.888888888888888,-24.49494949494949,28.158547287245263,4.196579894908168,1.4722770759768483e-08,4.709410551732555e-10,1.5193711814941738e-08,0.9690042129988194,0.03099578700118062
123,-13.383838383838382,-24.49494949494949,27.91289452286939,4.212320237169377,1.9624479890662497e-08,5.509737640784388e-10,2.0175453654740936e-08,0.9726908859891253,0.0273091140108747
124,-12.87878787878788,-24.49494949494949,27.67427917736865,4.228336040697346,2.507672327385904e-08,7.111065611342909e-10,2.578782983499333e-08,0.972424722604252,0.02757527739574813
125,-12.373737373737374,-24.49494949494949,27.442884822014456,4.244626168276772,2.611838677634191e-08,8.981648566690953e-10,2.7016551633011004e-08,0.9667550148934758,0.033244985106524294
126,-11.868686868686869,-24.49494949494949,27.21889561953362,4.261188861252744,3.121208126506102e-08,1.0748832441810275e-09,3.228696450924205e-08,0.9667084453271119,0.03329155467288804
127,-11.363636363636363,-24.49494949494949,27.002495850663234,4.278021703729662,3.7424258932272375e-08,1.4338799461268089e-09,3.8858138878399187e-08,0.9630996237206849,0.036900376279314986
128,-10.858585858585858,-24.49494949494949,26.793869403436435,4.295121588312405,4.4106294750707056e-08,1.5900092531184212e-09,4.569630400382548e-08,0.9652048609229903,0.034795139077009665
129,-10.353535353535351,-24.49494949494949,26.593199226062154,4.312484683916571,5.191574696485667e-08,1.8713593058886676e-09,5.378710627074534e-08,0.9652080315221104,0.03479196847788956
130,-9.848484848484848,-24.49494949494949,26.400666744818434,4.330106406205941,6.857650744343807e-08,2.157054125832286e-09,7.073356156927036e-08,0.9695045169792581,0.030495483020741905
131,-9.343434343434344,-24.49494949494949,26.21645124898095,4.347981391239487,7.046800944382114e-08,2.755680271961467e-09,7.32236897157826e-08,0.9623662740479533,0.037633725952046754
132,-8.838383838383837,-24.49494949494949,26.040729245448006,4.366103472925312,8.517112644895943e-08,3.0516062339691248e-09,8.822273268292856e-08,0.9654102050439022,0.03458979495609778
133,-8.333333333333332,-24.49494949494949,25.873673786390885,4.384465664883266,9.381397233830704e-08,3.571388347993707e-09,9.738536068630075e-08,0.9633272565524718,0.03667274344752821
134,-7.828282828282827,-24.49494949494949,25.715453773941345,4.403060147310002,1.000594565140386e-07,3.914029450169139e-09,1.0397348596420774e-07,0.9623555042531081,0.03764449574689187
135,-7.323232323232322,-24.49494949494949,25.566233246611848,4.421878259418316,1.1839311635667492e-07,4.893869296083034e-09,1.2328698565275796e-07,0.9603050616399464,0.039694938360053555
136,-6.818181818181817,-24.49494949494949,25.42617065281187,4.440910497985775,1.3387628321000064e-07,5.167656916168568e-09,1.3904394012616922e-07,0.9628343607676867,0.03716563923231324
137,-6.313131313131311,-24.49494949494949,25.295418117456872,4.460146522494871,1.31204128711688e-07,6.068083568479532e-09,1.3727221228016752e-07,0.9557952518744668,0.04420474812553321
138,-5.808080808080806,-24.49494949494949,25.17412070824566,4.479575167277956,1.5334304477493493e-07,6.950191291881151e-09,1.6029323606681608e-07,0.9566407699886722,0.04335923001132785
139,-5.303030303030301,-24.49494949494949,25.062415708685865,4.499184460995235,1.7560552237321942e-07,7.141648678625649e-09,1.8274717105184506e-07,0.9609206061165261,0.03907939388347399
140,-4.797979797979796,-24.49494949494949,24.960431905356696,4.518961653673842,1.937086257389444e-07,7.893197165710439e-09,2.0160182290465482e-07,0.9608475903045608,0.039152409695439275
141,-4.292929292929291,-24.49494949494949,24.86828889719228,4.538893251421908,2.142555001321435e-07,8.343478245842923e-09,2.225989783779864e-07,0.9625178951554971,0.03748210484450291
142,-3.7878787878787854,-24.49494949494949,24.786096434731075,4.558965058805844,2.2073706572484926e-07,8.99838756119849e-09,2.2973545328604775e-07,0.9608315241183326,0.0391684758816674
143,-3.28282828282828,-24.49494949494949,24.713953797291595,4.579162228744312,2.2030961897769914e-07,9.88823392855771e-09,2.3019785290625686e-07,0.9570446300705312,0.04295536992946881
144,-2.777777777777775,-24.49494949494949,24.651949215890465,4.599469319632087,2.3125744615650985e-07,1.012866247322265e-08,2.413861086297325e-07,0.9580395801120468,0.04196041988795316
145,-2.27272727272727,-24.49494949494949,24.600159349409196,4.619870359265043,2.478029134223824e-07,1.0866037621139628e-08,2.5866895104352207e-07,0.9579924935818392,0.04200750641816062
146,-1.7676767676767646,-24.49494949494949,24.5586488210388,4.640348914997862,2.5285598859911737e-07,1.0735829659105153e-08,2.635918182582225e-07,0.9592710057161637,0.040728994283836265
147,-1.2626262626262594,-24.49494949494949,24.527469821390056,4.6608881694334645,2.5397281817198464e-07,1.199997850707642e-08,2.6597279667906104e-07,0.9548826847823978,0.04511731521760221
148,-0.7575757575757578,-24.49494949494949,24.50666178386181,4.681471000821647,2.5672944623624167e-07,1.2855217774084704e-08,2.695846640103264e-07,0.9523147289506338,0.0476852710493661
149,-0.2525252525252526,-24.49494949494949,24.496251136924794,4.702080067238446,2.69076850681445e-07,1.1992126777771236e-08,2.810689774592162e-07,0.9573338655650415,0.04266613443495849
150,0.2525252525252526,-24.49494949494949,24.496251136924794,4.722697893530933,2.6514942736254127e-07,1.1535530025075117e-08,2.766849573876164e-07,0.9583080694592491,0.04169193054075087
151,0.7575757575757578,-24.49494949494949,24.50666178386181,4.743306959947732,2.6516445972830884e-07,1.2643196110230605e-08,2.7780765583853947e-07,0.9544893891708341,0.04551061082916582
152,1.262626262626263,-24.49494949494949,24.527469821390056,4.763889791335915,2.5208483525619653e-07,1.0954922992869293e-08,2.6303975824906583e-07,0.9583525963307176,0.04164740366928237
153,1.7676767676767682,-24.49494949494949,24.5586488210388,4.7844290457715175,2.4511248935696603e-07,1.0844848319286371e-08,2.559573376762524e-07,0.9576302503466281,0.04236974965337183
154,2.2727272727272734,-24.49494949494949,24.600159349409196,4.804907601504336,2.4241296053274783e-07,1.1869932867022815e-08,2.5428289339977063e-07,0.9533199708862778,0.04668002911372222
155,2.7777777777777786,-24.49494949494949,24.651949215890465,4.825308641137292,2.4698065770170603e-07,1.0123862424058119e-08,2.5710452012576415e-07,0.9606235533350174,0.03937644666498268
156,3.282828282828284,-24.49494949494949,24.713953797291598,4.845615732025069,2.3083942324271636e-07,1.0558319731277205e-08,2.4139774297399354e-07,0.956261729703021,0.04373827029697905
157,3.787878787878789,-24.49494949494949,24.786096434731075,4.865812901963535,2.0649444281356706e-07,9.508088267665561e-09,2.1600253108123263e-07,0.9559815886412468,0.04401841135875315
158,4.292929292929294,-24.49494949494949,24.86828889719228,4.885884709347471,1.8678807035628573e-07,7.997907720986474e-09,1.947859780772722e-07,0.9589400233018124,0.04105997669818758
159,4.797979797979799,-24.49494949494949,24.9604319053567,4.905816307095537,1.714060834326763e-07,8.04742558583363e-09,1.7945350901850993e-07,0.9551559307485953,0.04484406925140466
160,5.3030303030303045,-24.49494949494949,25.062415708685865,4.925593499774144,1.6330603074823642e-07,6.546966996653953e-09,1.6985299774489038e-07,0.9614550989174349,0.0385449010825651
161,5.80808080808081,-24.49494949494949,25.174120708245663,4.945202793491424,1.7238810822546965e-07,6.487458580700999e-09,1.7887556680617066e-07,0.9637320026623267,0.036267997337673295
