,lr,weight_decay,layers,bias_weight,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time
0,0.01,0.1,1,0.5,250,20.0,0.7162,0.5649623995346791,0.02033669,0.09270632266998291,0.08872075270392124,0.17533235,0.031490017,0.015291875,0.2311013,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:16.651202
1,0.01,0.1,1,0.1,250,20.0,0.718,0.5564783145577655,0.00930453,0.06544812768697739,0.05428346366562073,0.056227807,0.020491159,0.00018105077,0.09521821,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:27.359204
2,0.01,0.1,1,0.2,250,20.0,0.7154,0.5552112148824566,0.012144939,0.07199440151453018,0.06395576958932106,0.0907358,0.026999593,0.0011886661,0.14428511,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:01.917938
3,0.01,0.1,3,0.5,250,200.0,0.7206,0.5602202536212523,0.01666862,0.07444807887077332,0.0733976890472335,0.17745668,0.021102201,0.060587212,0.24590649,0.99999857,4.3011623e-06,1.0,0.9999753,4.7648145e-06,1.3848747e-05,7.924473e-05,0.0,0 days 00:02:46.378781
4,0.01,0.1,3,0.1,250,200.0,0.732,0.5543078145188162,0.010437132,0.04298447072505951,0.02650009456776206,0.07433549,0.03092287,0.0010713657,0.22948362,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:13.763498
5,0.01,0.1,3,0.2,250,200.0,0.7288,0.5483674174772651,0.008084181,0.04046722501516342,0.03275851342655842,0.11489535,0.025844317,0.007875513,0.20708226,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:27.945100
6,0.01,0.1,8,0.5,250,2000.0,0.715,0.6359352165072322,0.060421992,0.178754523396492,0.18059032313503448,0.41600195,0.02137041,0.26055998,0.46244538,0.6485328,0.0,0.64853275,0.64853275,0.46567628,0.0,0.46567625,0.46567625,0 days 00:03:43.880370
7,0.01,0.1,8,0.1,250,2000.0,0.7028,0.598323853521659,0.042595543,0.10760220140218735,0.12599269107110922,0.407275,0.02542267,0.12149025,0.4664478,0.8,0.031745117,0.85,0.75,0.40835667,0.024860108,0.44426167,0.36634755,0 days 00:03:40.219112
8,0.01,0.1,8,0.2,250,2000.0,0.5174,0.7015191756990442,0.09256847,0.1776706427335739,0.2199146739450855,0.34567827,0.012184363,0.29770255,0.41403064,0.748753,0.0,0.74875295,0.74875295,0.34821466,0.0,0.34821466,0.34821466,0 days 00:03:31.079876
9,0.01,0.01,1,0.5,250,20.0,0.7166,0.5646427877419071,0.020126104,0.09116095304489136,0.08773705261625474,0.17833778,0.032076184,0.010751572,0.23420405,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:10.410176
10,0.01,0.01,1,0.1,250,20.0,0.7146,0.5586584288212845,0.010721385,0.07310657203197479,0.0619232368884248,0.056382507,0.01972976,0.00032208752,0.09703934,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:31.326388
11,0.01,0.01,1,0.2,250,20.0,0.7162,0.5549930789797244,0.011707883,0.07066933810710907,0.06316718350924674,0.09453929,0.025676602,0.0021794052,0.14421643,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:02:12.263735
12,0.01,0.01,3,0.5,250,200.0,0.723,0.5676904571454242,0.020047495,0.08442554622888565,0.08718101480282966,0.17974024,0.028899105,0.039746642,0.26229754,0.9472099,0.026594028,1.0,0.92942923,0.1637768,0.082589544,0.22082682,0.0,0 days 00:02:40.571997
