,lr,weight_decay,layers,bias_weight,ntrain,nodes,ACC,LogLoss,Mean KL-div,ECE,WD,Mean UQ,Std UQ,Min UQ,Max UQ,Mean Pc1 OOD,Std Pc1 OOD,Max Pc1 OOD,Min Pc1 OOD,Mean UQ OOD,Std UQ OOD,Max UQ OOD,Min UQ OOD,Training time
0,0.01,0.1,1,0.5,1000,20.0,0.728,0.5640064090736984,0.022000954,0.08647466450929642,0.08601347631789866,0.17027988,0.022953391,0.022895928,0.21278486,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:07:29.671895
1,0.01,0.1,1,0.1,1000,20.0,0.7266,0.5483720028444913,0.00959797,0.05239313840866089,0.04449123188533013,0.0557437,0.015989594,0.0036396664,0.09663223,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:08:45.952908
2,0.01,0.1,1,0.2,1000,20.0,0.73,0.5504640892285434,0.012690232,0.05970902368426323,0.05344047288872425,0.086489916,0.018506857,0.0022292223,0.11818577,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:08:02.643996
3,0.01,0.1,3,0.5,1000,200.0,0.7304,0.5564257061608426,0.016562989,0.08196721225976944,0.08172503823019688,0.17561266,0.012639335,0.08442295,0.2077155,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:09:13.856182
4,0.01,0.1,3,0.1,1000,200.0,0.7292,0.5390586406694909,0.0046872944,0.03772676736116409,0.03088360406883185,0.061983254,0.012511839,0.010177677,0.108119056,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:08:30.016096
5,0.01,0.1,3,0.2,1000,200.0,0.7274,0.5419258091654204,0.0066645155,0.04813135415315628,0.04629872469134753,0.089105844,0.014552907,0.024617283,0.14566652,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:08:57.600638
6,0.01,0.1,8,0.5,1000,2000.0,0.7278,0.6341583210996448,0.059459858,0.16401951014995575,0.17802764994777862,0.33813995,0.01640537,0.16177963,0.3847725,0.71636814,0.0,0.71636814,0.71636814,0.3942963,0.0,0.3942963,0.3942963,0 days 00:12:20.460780
7,0.01,0.1,8,0.1,1000,2000.0,0.6708,0.6174889201655386,0.051433995,0.12000617384910583,0.1489293531981868,0.2931785,0.02250393,0.1811664,0.364378,0.77208626,0.023940584,0.79785836,0.7388452,0.32799038,0.020749884,0.34692994,0.30271843,0 days 00:12:24.155543
8,0.01,0.1,8,0.2,1000,2000.0,0.653,0.6346550600514467,0.05540562,0.17532604932785034,0.18382487919010346,0.23781985,0.026734324,0.16260573,0.36940122,0.65603954,0.014441981,0.6677884,0.6384199,0.35832044,0.015121447,0.37676898,0.34599853,0 days 00:12:38.204919
9,0.01,0.01,1,0.5,1000,20.0,0.7264,0.5647597771633267,0.021730373,0.09089628607034683,0.09004100497044745,0.17569807,0.02377095,0.019986445,0.21835242,0.99251735,0.015028201,1.0,0.9611003,0.033463366,0.06720815,0.1739647,0.0,0 days 00:08:51.421919
10,0.01,0.01,1,0.1,1000,20.0,0.729,0.5477474084433601,0.008918147,0.04998892545700073,0.04195388849653427,0.05414867,0.017727986,0.0015025792,0.08709528,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:07:47.488313
11,0.01,0.01,1,0.2,1000,20.0,0.7272,0.5497669569974504,0.012093869,0.06091572716832161,0.055554168283717086,0.0938166,0.02027839,0.00438898,0.13337372,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0 days 00:07:34.331658
